,power(kW),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,month,weekday,day,tire_type_All-year tires,tire_type_Summer tires,tire_type_Winter tires,driving_style_Fast,driving_style_Moderate,driving_style_Normal,trip_distance(km)
8237,35.0,9.7,1.0,1.0,1.0,21.939999999999976,0.0,1.0,11.0,4.0,30.0,0,0,1,0,0,1,50.0
8238,150.0,23.53,0.0,1.0,0.0,20.119999999999976,0.0,0.0,1.0,0.0,13.0,0,0,1,0,0,1,71.0
8239,88.0,2.4,0.0,0.0,0.0,14.814999999999978,0.0,0.0,4.0,4.0,26.0,1,0,0,0,0,1,27.3
8240,132.0,17.09,1.0,1.0,1.0,12.994999999999978,0.0,0.0,11.0,3.0,28.0,1,0,0,0,0,1,86.0
8241,111.0,13.5,1.0,1.0,0.0,21.579999999999977,0.0,1.0,2.0,1.0,1.0,0,0,1,0,0,1,52.0
8242,85.0,2.15,1.0,1.0,1.0,17.87999999999998,1.0,0.0,1.0,1.0,5.0,0,0,1,0,0,1,22.0
8243,88.0,13.87,0.0,1.0,1.0,10.199999999999978,1.0,0.0,9.0,4.0,3.0,0,1,0,0,1,0,124.0
8244,88.0,8.45,1.0,1.0,1.0,12.20999999999998,0.0,0.0,1.0,4.0,12.0,0,1,0,0,1,0,61.2
8245,49.0,6.5,1.0,1.0,1.0,12.92499999999998,0.0,0.0,5.0,6.0,29.0,0,1,0,0,0,1,67.7
8246,35.0,8.0,1.0,1.0,1.0,15.31499999999998,0.0,1.0,3.0,1.0,20.0,0,0,1,0,0,1,43.0
8247,60.0,13.5,1.0,1.0,0.0,17.75999999999998,1.0,0.0,2.0,6.0,4.0,0,0,1,0,0,1,64.0
8248,85.0,9.39,1.0,0.0,1.0,16.55999999999998,0.0,0.0,4.0,3.0,20.0,0,0,1,0,0,1,58.0
8249,35.0,11.1,1.0,1.0,1.0,15.039999999999978,0.0,0.0,5.0,3.0,21.0,0,1,0,1,0,0,80.0
8250,49.0,6.0,1.0,0.0,1.0,13.074999999999978,0.0,0.0,8.0,3.0,22.0,0,1,0,0,0,1,48.9
8251,49.0,6.23,0.0,1.0,1.0,16.107206638740067,0.0,0.0,5.0,1.0,12.0,0,1,0,0,0,1,21.8
8252,111.0,19.0,1.0,1.0,0.0,16.107206638740067,0.0,1.0,11.0,4.0,15.0,0,0,1,0,0,1,84.0
8253,49.0,6.56,1.0,0.0,1.0,18.34999999999998,0.0,0.0,11.0,2.0,16.0,0,0,1,0,0,1,46.6
8254,88.0,14.6,0.0,1.0,1.0,12.789999999999981,1.0,1.0,9.0,1.0,17.0,0,1,0,0,1,0,130.0
8255,111.0,6.5,1.0,1.0,0.0,19.28999999999998,0.0,1.0,2.0,2.0,15.0,0,0,1,0,0,1,24.0
8256,85.0,13.73,1.0,0.0,1.0,23.48999999999998,0.0,0.0,11.0,6.0,25.0,0,0,1,0,0,1,69.0
8257,85.0,1.53,1.0,1.0,1.0,13.599999999999982,0.0,0.0,6.0,1.0,30.0,0,1,0,0,1,0,21.0
8258,88.0,20.76,1.0,1.0,1.0,10.584999999999981,0.0,0.0,11.0,1.0,6.0,0,1,0,0,1,0,149.7
8259,60.0,1.0,0.0,1.0,1.0,15.014999999999981,0.0,0.0,9.0,6.0,18.0,0,1,0,0,0,1,20.0
8260,315.0,62.5,1.0,1.0,0.0,21.664999999999985,0.0,0.0,3.0,6.0,11.0,0,0,1,0,1,0,230.0
8261,132.0,13.0,1.0,1.0,1.0,22.73999999999998,0.0,0.0,1.0,2.0,31.0,0,1,0,0,1,0,71.0
8262,49.0,11.23,1.0,1.0,1.0,15.539999999999981,0.0,0.0,3.0,4.0,18.0,0,0,1,0,0,1,81.6
8263,111.0,6.3,1.0,0.0,0.0,14.824999999999982,0.0,0.0,5.0,2.0,28.0,0,1,0,0,1,0,48.0
8264,49.0,10.4,1.0,1.0,1.0,16.47499999999998,0.0,0.0,2.0,6.0,11.0,0,0,1,0,0,1,64.7
8265,278.0,14.0,1.0,1.0,1.0,20.459999999999983,0.0,0.0,3.0,4.0,9.0,0,0,1,0,0,1,80.0
8266,111.0,0.7,1.0,0.0,0.0,19.569999999999983,0.0,0.0,8.0,5.0,25.0,0,1,0,0,0,1,4.9
8267,60.0,15.0,0.0,0.0,1.0,16.97499999999998,1.0,0.0,2.0,1.0,19.0,0,0,1,0,0,1,59.0
8268,35.0,5.2,1.0,1.0,1.0,16.019999999999982,0.0,0.0,9.0,1.0,2.0,0,1,0,0,0,1,42.0
8269,278.0,45.0,0.0,1.0,1.0,19.04499999999998,0.0,0.0,1.0,2.0,30.0,0,0,1,0,0,1,175.0
8270,49.0,8.6,0.0,0.0,1.0,18.56499999999998,0.0,0.0,8.0,0.0,7.0,0,1,0,0,0,1,4.0
8271,150.0,28.74,1.0,1.0,1.0,14.06499999999998,0.0,0.0,7.0,2.0,17.0,0,1,0,1,0,0,172.0
8272,85.0,9.73,1.0,0.0,1.0,15.40499999999998,0.0,0.0,10.0,6.0,24.0,0,0,1,0,0,1,69.0
8273,85.0,11.74,0.0,1.0,1.0,14.599999999999978,0.0,0.0,6.0,3.0,27.0,0,1,0,0,0,1,84.0
8274,49.0,8.87,1.0,1.0,1.0,14.65499999999998,0.0,0.0,1.0,6.0,3.0,0,0,1,0,0,1,62.4
8275,111.0,8.3,1.0,1.0,0.0,16.63999999999998,0.0,0.0,3.0,5.0,12.0,0,0,1,0,1,0,50.1
8276,88.0,7.2,0.0,0.0,0.0,18.08499999999998,0.0,0.0,2.0,1.0,5.0,1,0,0,0,0,1,42.1
8277,85.0,10.37,1.0,0.0,1.0,14.79999999999998,0.0,0.0,7.0,3.0,2.0,0,1,0,0,0,1,83.0
8278,60.0,16.7,1.0,1.0,1.0,14.214999999999979,1.0,0.0,8.0,5.0,18.0,0,1,0,0,0,1,87.0
8279,111.0,6.8,1.0,0.0,0.0,16.85499999999998,0.0,0.0,5.0,2.0,22.0,0,1,0,0,1,0,47.8
8280,111.0,5.6,1.0,1.0,0.0,21.61499999999998,0.0,1.0,2.0,3.0,28.0,0,0,1,0,0,1,22.0
8281,132.0,15.0,1.0,0.0,1.0,22.93499999999998,0.0,0.0,2.0,2.0,26.0,1,0,0,0,1,0,62.0
8282,35.0,7.0,1.0,1.0,1.0,18.34999999999998,0.0,0.0,3.0,0.0,9.0,0,0,1,0,0,1,43.0
8283,315.0,23.4,1.0,1.0,0.0,20.134999999999977,0.0,0.0,6.0,5.0,19.0,0,1,0,0,1,0,166.0
8284,49.0,6.56,1.0,0.0,1.0,18.324999999999978,0.0,0.0,10.0,4.0,30.0,0,1,0,0,0,1,51.8
8285,49.0,7.36,1.0,0.0,1.0,13.574999999999978,0.0,0.0,11.0,1.0,14.0,0,1,0,0,0,1,50.8
8286,85.0,4.02,1.0,1.0,1.0,17.29499999999998,0.0,0.0,3.0,4.0,27.0,0,0,1,0,0,1,20.0
8287,111.0,7.1,1.0,1.0,1.0,16.87499999999998,0.0,0.0,7.0,1.0,25.0,0,1,0,0,0,1,52.0
8288,35.0,6.7,1.0,1.0,1.0,14.799999999999976,0.0,1.0,4.0,1.0,20.0,0,1,0,0,0,1,42.0
8289,100.0,24.7,0.0,1.0,0.0,16.10499999999998,1.0,0.0,8.0,1.0,31.0,1,0,0,0,0,1,70.0
8290,315.0,51.8,1.0,1.0,0.0,20.289999999999978,0.0,0.0,1.0,3.0,16.0,0,0,1,0,1,0,213.0
8291,35.0,11.7,0.0,1.0,0.0,21.594999999999978,1.0,0.0,6.0,0.0,23.0,0,1,0,1,0,0,62.0
8292,35.0,9.4,1.0,1.0,1.0,17.539999999999978,1.0,1.0,9.0,6.0,28.0,0,1,0,1,0,0,58.0
8293,49.0,3.97,1.0,0.0,1.0,15.069999999999979,0.0,0.0,10.0,2.0,31.0,0,1,0,0,0,1,17.7
8294,85.0,14.81,0.0,0.0,1.0,16.96499999999998,0.0,1.0,1.0,4.0,18.0,0,0,1,0,0,1,72.0
8295,111.0,6.2,1.0,1.0,0.0,17.04499999999998,0.0,1.0,5.0,3.0,2.0,0,1,0,0,0,1,44.0
8296,315.0,46.85,1.0,1.0,0.0,19.984999999999978,0.0,0.0,5.0,6.0,2.0,0,1,0,0,1,0,125.0
8297,88.0,12.7,0.0,1.0,1.0,19.489999999999977,1.0,1.0,3.0,2.0,23.0,0,0,1,0,1,0,115.0
8298,35.0,5.5,1.0,1.0,1.0,13.099999999999978,0.0,0.0,7.0,3.0,24.0,0,1,0,1,0,0,42.0
8299,278.0,3.0,1.0,0.0,1.0,17.399999999999977,0.0,0.0,8.0,5.0,29.0,0,1,0,0,0,1,81.0
8300,315.0,13.4,1.0,1.0,0.0,40.079999999999984,0.0,0.0,1.0,3.0,21.0,0,0,1,0,1,0,5.0
8301,85.0,3.5,1.0,1.0,1.0,37.92999999999998,0.0,0.0,8.0,0.0,7.0,0,1,0,0,1,0,20.0
8302,85.0,3.89,1.0,1.0,1.0,13.449999999999982,0.0,0.0,6.0,3.0,9.0,0,1,0,0,1,0,41.0
8303,85.0,7.24,0.0,1.0,0.0,11.049999999999983,0.0,0.0,5.0,4.0,18.0,0,1,0,0,0,1,79.0
8304,278.0,33.0,0.0,1.0,1.0,19.604999999999983,0.0,0.0,11.0,2.0,10.0,0,0,1,0,0,1,116.0
8305,49.0,2.95,0.0,0.0,1.0,19.23499999999998,0.0,0.0,8.0,1.0,22.0,0,1,0,0,0,1,19.0
8306,111.0,2.7,1.0,0.0,0.0,13.004999999999981,0.0,0.0,7.0,3.0,11.0,0,1,0,0,1,0,23.7
8307,85.0,5.88,1.0,0.0,1.0,15.024999999999983,0.0,0.0,5.0,2.0,8.0,0,1,0,0,0,1,37.0
8308,49.0,7.5,1.0,0.0,1.0,15.699999999999982,0.0,0.0,2.0,4.0,12.0,0,0,1,0,0,1,48.4
8309,49.0,6.55,1.0,0.0,1.0,13.869999999999983,0.0,0.0,4.0,1.0,25.0,0,1,0,0,0,1,53.5
8310,132.0,8.0,1.0,1.0,1.0,14.419999999999984,0.0,0.0,11.0,5.0,10.0,1,0,0,0,1,0,117.0
8311,315.0,29.1,1.0,1.0,0.0,21.714999999999982,0.0,0.0,6.0,1.0,7.0,0,1,0,0,1,0,61.0
8312,111.0,17.2,1.0,1.0,0.0,24.02999999999998,0.0,1.0,3.0,2.0,27.0,0,0,1,0,0,1,81.0
8313,150.0,44.6,0.0,1.0,0.0,20.77999999999998,0.0,0.0,9.0,4.0,30.0,0,1,0,1,0,0,110.0
8314,88.0,1.7,0.0,0.0,0.0,17.554999999999982,0.0,0.0,3.0,0.0,25.0,1,0,0,0,0,1,11.5
8315,35.0,7.9,1.0,1.0,1.0,16.79499999999998,0.0,1.0,1.0,3.0,21.0,0,0,1,1,0,0,42.0
8316,35.0,5.2,1.0,1.0,1.0,15.594999999999981,0.0,0.0,7.0,3.0,23.0,0,1,0,1,0,0,42.0
8317,49.0,7.09,0.0,1.0,1.0,13.514999999999983,0.0,0.0,10.0,4.0,4.0,0,1,0,1,0,0,48.4
8318,100.0,25.3,0.0,1.0,0.0,15.824999999999982,1.0,0.0,1.0,3.0,20.0,1,0,0,0,0,1,57.0
8319,278.0,1.0,1.0,0.0,0.0,18.499999999999982,0.0,0.0,12.0,1.0,6.0,0,0,1,0,0,1,5.0
8320,88.0,0.75,0.0,0.0,0.0,13.539999999999981,0.0,0.0,6.0,5.0,12.0,1,0,0,0,0,1,10.6
8321,88.0,2.51,0.0,0.0,0.0,10.509999999999982,0.0,0.0,1.0,1.0,28.0,1,0,0,0,0,1,18.0
8322,111.0,3.1,1.0,1.0,1.0,16.46999999999998,1.0,1.0,11.0,4.0,9.0,0,0,1,0,1,0,17.4
8323,278.0,48.0,0.0,1.0,1.0,20.569999999999983,0.0,0.0,10.0,5.0,21.0,0,0,1,0,0,1,231.0
8324,100.0,23.0,0.0,1.0,0.0,18.214999999999982,1.0,0.0,5.0,0.0,16.0,1,0,0,0,0,1,84.0
8325,35.0,15.9,1.0,1.0,1.0,14.86499999999998,0.0,1.0,5.0,3.0,17.0,0,1,0,0,0,1,103.0
8326,49.0,9.5,1.0,0.0,1.0,13.564999999999982,0.0,0.0,7.0,6.0,17.0,0,1,0,0,0,1,81.3
8327,35.0,6.4,1.0,1.0,1.0,13.284999999999982,0.0,0.0,3.0,2.0,3.0,0,0,1,0,0,1,43.0
8328,60.0,19.0,1.0,1.0,0.0,15.494999999999983,0.0,0.0,9.0,0.0,18.0,0,1,0,0,0,1,44.0
8329,111.0,4.2,1.0,0.0,0.0,17.59999999999998,0.0,0.0,11.0,0.0,25.0,0,0,1,0,1,0,23.9
8330,111.0,5.3,1.0,0.0,0.0,18.68499999999998,0.0,1.0,10.0,5.0,29.0,0,0,1,0,0,1,29.0
8331,35.0,14.1,1.0,1.0,1.0,15.984999999999982,1.0,0.0,6.0,3.0,30.0,0,0,1,0,0,1,103.0
8332,111.0,5.3,1.0,0.0,1.0,13.639999999999983,0.0,0.0,7.0,5.0,16.0,0,1,0,0,0,1,39.0
8333,278.0,34.0,1.0,1.0,1.0,17.304999999999982,0.0,0.0,8.0,0.0,29.0,0,1,0,0,0,1,160.0
8334,111.0,8.8,1.0,1.0,1.0,16.704999999999984,0.0,0.0,5.0,0.0,30.0,0,1,0,0,0,1,71.0
8335,35.0,4.3,1.0,1.0,1.0,11.439999999999984,0.0,0.0,10.0,1.0,6.0,0,1,0,0,0,1,41.0
8336,80.0,4.9,0.0,0.0,0.0,13.244999999999983,0.0,0.0,3.0,1.0,19.0,1,0,0,0,0,1,30.8
8337,111.0,11.9,1.0,0.0,1.0,14.609999999999982,1.0,0.0,7.0,5.0,19.0,0,1,0,0,0,1,90.0
8338,49.0,6.01,0.0,0.0,1.0,14.604999999999983,0.0,0.0,12.0,4.0,24.0,0,0,1,0,0,1,12.1
8339,111.0,10.8,1.0,0.0,1.0,17.554999999999982,0.0,0.0,3.0,0.0,20.0,0,0,1,0,0,1,58.2
8340,85.0,10.02,1.0,0.0,1.0,17.909999999999982,0.0,0.0,12.0,5.0,7.0,0,0,1,0,0,1,60.0
8341,88.0,9.8,0.0,1.0,1.0,14.099999999999984,1.0,0.0,6.0,2.0,26.0,0,1,0,0,1,0,59.0
8342,111.0,4.7,1.0,1.0,0.0,12.099999999999984,0.0,0.0,7.0,4.0,15.0,0,1,0,0,0,1,37.0
8343,111.0,5.6,1.0,0.0,0.0,13.844999999999985,0.0,0.0,9.0,4.0,2.0,0,1,0,0,1,0,47.8
8344,35.0,7.2,1.0,1.0,1.0,14.039999999999985,0.0,0.0,9.0,4.0,20.0,0,1,0,0,0,1,55.0
8345,315.0,27.5,1.0,1.0,0.0,18.814999999999984,0.0,0.0,6.0,0.0,27.0,0,1,0,0,1,0,66.0
8346,49.0,8.29,0.0,1.0,1.0,18.664999999999985,0.0,0.0,5.0,6.0,1.0,0,1,0,0,0,1,64.8
8347,88.0,10.89,0.0,0.0,0.0,12.749999999999984,0.0,0.0,6.0,2.0,5.0,1,0,0,0,0,1,85.7
8348,150.0,19.4,1.0,1.0,0.0,15.064999999999985,0.0,0.0,9.0,6.0,1.0,0,1,0,1,0,0,171.0
8349,35.0,7.3,1.0,1.0,1.0,17.199999999999985,0.0,1.0,11.0,4.0,22.0,0,0,1,0,0,1,43.0
8350,132.0,4.54,0.0,1.0,1.0,18.049999999999983,0.0,0.0,10.0,6.0,25.0,0,1,0,1,0,0,94.0
8351,85.0,3.3,1.0,1.0,1.0,17.859999999999985,0.0,0.0,10.0,0.0,22.0,0,0,1,0,1,0,20.0
8352,80.0,2.4,0.0,0.0,0.0,14.899999999999984,0.0,0.0,10.0,2.0,30.0,1,0,0,0,0,1,18.1
8353,150.0,19.45,1.0,1.0,1.0,14.504999999999985,0.0,0.0,9.0,0.0,30.0,0,1,0,1,0,0,123.0
8354,111.0,13.4,1.0,1.0,0.0,16.604999999999983,0.0,1.0,1.0,4.0,23.0,0,0,1,0,0,1,77.0
8355,85.0,13.7,0.0,1.0,1.0,14.899999999999984,0.0,0.0,6.0,5.0,30.0,0,1,0,0,1,0,106.0
8356,85.0,12.97,1.0,0.0,1.0,13.099999999999984,0.0,0.0,5.0,3.0,17.0,0,1,0,0,0,1,94.0
8357,35.0,13.1,1.0,1.0,1.0,14.789999999999985,0.0,1.0,10.0,3.0,26.0,0,0,1,1,0,0,83.0
8358,35.0,9.1,1.0,1.0,1.0,18.469999999999985,0.0,1.0,2.0,4.0,14.0,0,0,1,0,0,1,43.0
8359,49.0,7.9,0.0,1.0,1.0,16.68499999999998,0.0,0.0,9.0,5.0,12.0,0,1,0,1,0,0,84.5
8360,80.0,0.1,0.0,0.0,0.0,12.004999999999985,0.0,0.0,11.0,6.0,17.0,1,0,0,0,0,1,0.7
8361,35.0,5.7,1.0,1.0,1.0,12.529999999999983,0.0,1.0,10.0,2.0,21.0,0,0,1,0,0,1,43.0
8362,85.0,2.94,1.0,0.0,1.0,11.079999999999984,0.0,0.0,1.0,4.0,29.0,0,0,1,0,1,0,33.0
8363,49.0,5.74,1.0,0.0,1.0,11.864999999999984,0.0,0.0,12.0,0.0,31.0,0,0,1,0,0,1,38.7
8364,150.0,30.32,1.0,1.0,1.0,16.714999999999986,0.0,1.0,5.0,1.0,28.0,0,1,0,1,0,0,156.0
8365,150.0,29.89,0.0,1.0,1.0,17.624999999999986,0.0,0.0,9.0,5.0,7.0,0,1,0,0,0,1,184.0
8366,315.0,40.6,1.0,1.0,0.0,19.664999999999985,0.0,0.0,5.0,1.0,28.0,0,1,0,0,1,0,179.0
8367,132.0,3.0,1.0,0.0,0.0,28.004999999999985,0.0,0.0,2.0,5.0,5.0,1,0,0,0,0,1,9.0
8368,60.0,8.0,1.0,1.0,0.0,25.779999999999987,0.0,0.0,3.0,4.0,31.0,0,0,1,0,0,1,58.0
8369,111.0,7.1,1.0,1.0,0.0,17.564999999999984,0.0,0.0,11.0,2.0,20.0,0,0,1,0,0,1,42.0
8370,85.0,14.13,0.0,1.0,0.0,15.399999999999984,0.0,1.0,10.0,2.0,24.0,0,1,0,0,1,0,71.0
8371,100.0,21.0,0.0,1.0,0.0,15.384999999999987,1.0,0.0,10.0,1.0,5.0,1,0,0,0,0,1,64.0
8372,60.0,4.0,1.0,0.0,0.0,17.999999999999986,0.0,0.0,10.0,0.0,3.0,0,1,0,0,0,1,3.0
8373,150.0,5.0,0.0,1.0,0.0,17.889999999999986,0.0,0.0,9.0,5.0,7.0,0,1,0,0,0,1,43.0
8374,60.0,20.9,0.0,1.0,1.0,17.964999999999986,1.0,0.0,1.0,3.0,10.0,0,0,1,0,0,1,98.0
8375,132.0,7.0,1.0,0.0,1.0,18.899999999999984,0.0,1.0,2.0,0.0,7.0,1,0,0,0,0,1,62.0
8376,35.0,5.5,1.0,1.0,1.0,15.809999999999985,0.0,0.0,8.0,3.0,13.0,0,1,0,0,1,0,42.0
8377,49.0,10.95,1.0,0.0,1.0,12.359999999999985,0.0,0.0,9.0,2.0,16.0,0,1,0,0,0,1,94.2
8378,85.0,5.15,1.0,0.0,1.0,15.359999999999985,0.0,0.0,11.0,2.0,24.0,0,0,1,0,0,1,27.0
8379,88.0,1.51,1.0,0.0,0.0,15.414999999999987,0.0,0.0,7.0,5.0,28.0,0,1,0,0,1,0,12.9
8380,35.0,6.4,1.0,1.0,1.0,12.674999999999986,0.0,0.0,5.0,1.0,11.0,0,1,0,0,0,1,47.0
8381,49.0,10.54,1.0,1.0,1.0,12.664999999999985,1.0,0.0,6.0,4.0,8.0,0,1,0,0,0,1,61.0
8382,85.0,6.3,0.0,1.0,1.0,13.054999999999986,0.0,1.0,7.0,5.0,6.0,0,1,0,0,0,1,80.0
8383,35.0,7.2,1.0,1.0,1.0,15.769999999999985,0.0,1.0,2.0,1.0,6.0,0,0,1,0,0,1,42.0
8384,278.0,45.0,0.0,1.0,0.0,21.519999999999985,0.0,0.0,5.0,6.0,2.0,0,1,0,0,0,1,237.0
8385,100.0,5.7,0.0,0.0,0.0,19.299999999999983,0.0,0.0,9.0,2.0,4.0,0,1,0,0,0,0,48.0
8386,49.0,7.4,1.0,0.0,1.0,13.479999999999986,0.0,0.0,1.0,1.0,9.0,0,0,1,0,0,1,51.9
8387,150.0,29.84,1.0,1.0,1.0,18.154999999999987,0.0,1.0,12.0,3.0,5.0,0,0,1,0,0,1,182.0
8388,132.0,18.9,1.0,1.0,1.0,20.979999999999986,0.0,1.0,12.0,5.0,14.0,1,0,0,0,0,1,67.0
8389,49.0,6.8,1.0,1.0,1.0,16.684999999999985,0.0,0.0,3.0,5.0,16.0,0,0,1,0,0,1,24.1
8390,111.0,10.4,1.0,1.0,0.0,16.539999999999985,0.0,1.0,1.0,3.0,30.0,0,0,1,0,0,1,53.0
8391,278.0,38.0,1.0,0.0,1.0,23.599999999999984,0.0,0.0,12.0,4.0,30.0,0,0,1,0,0,1,103.0
8392,85.0,5.32,1.0,0.0,1.0,21.389999999999983,0.0,1.0,2.0,0.0,27.0,0,0,1,0,0,1,35.0
8393,60.0,16.2,0.0,1.0,1.0,18.649999999999984,1.0,0.0,1.0,1.0,22.0,0,0,1,0,0,1,42.0
8394,132.0,24.3,1.0,1.0,1.0,20.394999999999985,0.0,0.0,5.0,6.0,1.0,0,1,0,0,1,0,130.0
8395,111.0,5.9,1.0,0.0,1.0,16.539999999999985,0.0,0.0,4.0,2.0,24.0,0,1,0,0,0,1,41.0
8396,85.0,5.76,0.0,1.0,1.0,14.844999999999985,0.0,1.0,3.0,2.0,28.0,0,0,1,0,1,0,41.0
8397,85.0,0.3,1.0,0.0,0.0,15.049999999999985,0.0,0.0,5.0,4.0,31.0,0,1,0,0,1,0,2.0
8398,60.0,9.9,0.0,0.0,1.0,15.389999999999985,1.0,0.0,4.0,0.0,29.0,0,0,1,0,0,1,108.0
8399,85.0,12.19,1.0,0.0,1.0,17.089999999999982,1.0,1.0,11.0,1.0,21.0,0,0,1,0,0,1,67.0
8400,85.0,5.28,1.0,0.0,1.0,15.249999999999984,0.0,0.0,6.0,1.0,21.0,0,1,0,0,0,1,43.0
8401,85.0,3.8,1.0,1.0,1.0,15.549999999999985,0.0,0.0,2.0,3.0,1.0,0,0,1,0,1,0,20.0
8402,111.0,7.8,1.0,1.0,0.0,18.934999999999985,0.0,0.0,10.0,5.0,24.0,0,1,0,0,1,0,50.7
8403,150.0,30.0,1.0,1.0,0.0,18.834999999999987,0.0,1.0,5.0,4.0,24.0,0,1,0,1,0,0,147.0
8404,85.0,0.2,1.0,0.0,0.0,18.699999999999985,0.0,0.0,4.0,3.0,4.0,0,0,1,0,1,0,1.0
8405,49.0,1.59,1.0,0.0,1.0,15.019999999999985,0.0,0.0,8.0,5.0,19.0,0,1,0,0,0,1,39.3
8406,111.0,6.3,1.0,0.0,0.0,11.594999999999985,0.0,0.0,8.0,4.0,17.0,0,1,0,0,1,0,52.7
8407,111.0,3.7,1.0,0.0,0.0,15.519999999999982,0.0,0.0,12.0,3.0,5.0,0,0,1,0,1,0,23.9
8408,150.0,25.5,1.0,0.0,1.0,17.93499999999998,0.0,1.0,10.0,1.0,22.0,0,1,0,1,0,0,152.0
8409,150.0,31.61,1.0,1.0,0.0,18.204999999999984,0.0,1.0,5.0,0.0,4.0,0,1,0,1,0,0,161.0
8410,132.0,4.7,1.0,0.0,0.0,22.869999999999983,0.0,1.0,10.0,3.0,14.0,0,1,0,0,1,0,18.0
8411,132.0,6.0,1.0,0.0,1.0,20.554999999999982,0.0,0.0,10.0,5.0,16.0,0,1,0,0,1,0,40.0
8412,35.0,5.6,1.0,1.0,1.0,14.009999999999982,1.0,0.0,8.0,2.0,12.0,0,1,0,0,0,1,43.0
8413,60.0,14.0,0.0,1.0,0.0,16.23499999999998,1.0,0.0,11.0,3.0,23.0,0,0,1,0,0,1,27.0
8414,35.0,6.3,1.0,1.0,1.0,17.22499999999998,0.0,1.0,4.0,3.0,11.0,0,1,0,0,0,1,42.0
8415,132.0,14.46,1.0,1.0,1.0,22.09999999999998,0.0,1.0,1.0,4.0,18.0,1,0,0,1,0,0,56.0
8416,49.0,5.0,0.0,1.0,0.0,20.839999999999982,0.0,0.0,10.0,6.0,10.0,0,1,0,0,0,1,46.8
8417,60.0,2.6,1.0,0.0,0.0,13.909999999999982,0.0,0.0,11.0,0.0,7.0,0,1,0,0,0,1,136.0
8418,60.0,5.7,0.0,1.0,1.0,16.134999999999984,1.0,0.0,5.0,3.0,17.0,0,1,0,0,0,1,57.0
8419,49.0,5.48,1.0,0.0,1.0,14.184999999999981,0.0,0.0,8.0,3.0,24.0,0,1,0,0,0,1,47.9
8420,278.0,20.0,0.0,1.0,1.0,15.529999999999983,0.0,0.0,6.0,5.0,22.0,0,1,0,0,0,1,151.0
8421,132.0,12.93,1.0,1.0,0.0,18.544999999999984,0.0,1.0,1.0,5.0,5.0,1,0,0,0,1,0,74.0
8422,111.0,7.4,1.0,0.0,0.0,16.389999999999983,0.0,0.0,8.0,2.0,3.0,0,1,0,0,1,0,47.8
8423,111.0,7.0,1.0,1.0,1.0,14.519999999999982,0.0,0.0,7.0,3.0,13.0,0,1,0,0,0,1,51.0
8424,88.0,2.31,0.0,0.0,0.0,14.364999999999982,0.0,0.0,7.0,3.0,22.0,1,0,0,0,0,1,15.4
8425,35.0,11.3,1.0,0.0,1.0,13.849999999999982,1.0,0.0,8.0,2.0,30.0,0,1,0,0,0,1,89.0
8426,150.0,37.0,1.0,1.0,0.0,14.859999999999982,0.0,0.0,6.0,1.0,2.0,0,1,0,1,0,0,102.0
8427,315.0,11.5,1.0,1.0,0.0,22.884999999999984,0.0,0.0,4.0,0.0,2.0,0,0,1,0,1,0,40.0
8428,80.0,0.1,0.0,0.0,0.0,19.82499999999998,0.0,0.0,7.0,1.0,23.0,1,0,0,0,0,1,1.1
8429,111.0,5.4,1.0,0.0,0.0,11.109999999999982,0.0,0.0,7.0,3.0,5.0,0,1,0,0,1,0,47.7
8430,35.0,8.5,1.0,0.0,0.0,17.464999999999982,0.0,1.0,12.0,0.0,29.0,0,0,1,0,0,1,36.0
8431,85.0,14.35,1.0,1.0,1.0,19.604999999999983,0.0,0.0,11.0,3.0,26.0,0,0,1,0,0,1,92.0
8432,49.0,2.84,0.0,1.0,0.0,14.079999999999982,1.0,0.0,6.0,0.0,24.0,0,1,0,0,0,1,45.9
8433,150.0,25.4,1.0,1.0,1.0,17.159999999999982,0.0,1.0,11.0,2.0,20.0,0,0,1,1,0,0,104.0
8434,35.0,8.4,1.0,1.0,1.0,20.644999999999982,0.0,1.0,2.0,5.0,13.0,0,0,1,0,0,1,43.0
8435,49.0,9.92,1.0,1.0,1.0,15.509999999999984,0.0,0.0,3.0,5.0,29.0,0,1,0,0,0,1,49.9
8436,315.0,3.5,1.0,1.0,0.0,19.159999999999982,0.0,0.0,6.0,4.0,3.0,0,1,0,0,1,0,166.0
8437,49.0,5.47,1.0,0.0,1.0,19.33499999999998,0.0,0.0,8.0,2.0,15.0,0,1,0,0,0,1,46.2
8438,111.0,1.6,1.0,0.0,0.0,14.584999999999981,0.0,0.0,5.0,4.0,9.0,0,1,0,0,1,0,10.1
8439,88.0,11.75,0.0,0.0,0.0,15.95499999999998,0.0,0.0,11.0,5.0,23.0,1,0,0,0,0,1,80.6
8440,80.0,0.1,0.0,0.0,0.0,15.139999999999983,0.0,0.0,6.0,3.0,13.0,1,0,0,0,0,1,0.7
8441,150.0,27.48,1.0,1.0,1.0,15.569999999999983,0.0,0.0,7.0,1.0,16.0,0,1,0,1,0,0,178.0
8442,80.0,17.48,0.0,0.0,1.0,15.869999999999981,0.0,0.0,3.0,4.0,29.0,0,0,1,0,0,1,297.0
8443,35.0,6.5,1.0,1.0,1.0,15.889999999999981,0.0,1.0,11.0,2.0,14.0,0,0,1,0,0,1,42.0
