,power(kW),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,month,weekday,day,tire_type_All-year tires,tire_type_Summer tires,tire_type_Winter tires,driving_style_Fast,driving_style_Moderate,driving_style_Normal,trip_distance(km)
5977,111.0,2.7,1.0,0.0,0.0,19.979999999999997,0.0,0.0,9.0,1.0,24.0,0,1,0,0,1,0,24.1
5978,35.0,11.7,1.0,1.0,1.0,15.029999999999994,0.0,0.0,6.0,2.0,3.0,0,1,0,0,0,1,79.0
5979,111.0,5.1,1.0,1.0,0.0,16.199999999999996,0.0,1.0,3.0,0.0,17.0,0,0,1,0,0,1,29.0
5980,315.0,12.6,1.0,1.0,0.0,20.039999999999992,0.0,0.0,9.0,5.0,1.0,0,1,0,0,1,0,11.0
5981,88.0,12.98,0.0,1.0,1.0,17.444999999999997,1.0,0.0,4.0,2.0,28.0,0,1,0,0,1,0,3.0
5982,278.0,35.0,1.0,0.0,1.0,16.305,0.0,0.0,10.0,5.0,5.0,0,1,0,0,0,1,44.0
5983,35.0,6.4,1.0,1.0,1.0,17.215,0.0,0.0,3.0,1.0,10.0,0,0,1,0,0,1,45.0
5984,278.0,32.0,1.0,0.0,1.0,17.365,0.0,0.0,7.0,0.0,30.0,0,1,0,0,0,1,144.0
5985,80.0,0.1,0.0,0.0,0.0,19.955,0.0,0.0,11.0,4.0,8.0,1,0,0,0,0,1,0.4
5986,49.0,12.0,1.0,0.0,1.0,15.159999999999997,0.0,0.0,8.0,4.0,19.0,0,1,0,0,1,0,109.9
5987,35.0,5.3,1.0,1.0,1.0,11.769999999999996,0.0,0.0,6.0,1.0,9.0,0,1,0,0,0,1,42.0
5988,278.0,15.0,1.0,0.0,1.0,17.354999999999997,0.0,0.0,11.0,5.0,9.0,0,0,1,0,0,1,41.0
5989,88.0,2.5,1.0,0.0,0.0,18.814999999999998,0.0,0.0,9.0,1.0,3.0,0,1,0,0,1,0,16.1
5990,132.0,2.0,1.0,1.0,1.0,14.419999999999995,0.0,0.0,8.0,2.0,28.0,0,1,0,0,0,1,87.0
5991,85.0,20.8,0.0,1.0,0.0,13.399999999999995,0.0,0.0,3.0,6.0,26.0,0,0,1,0,1,0,154.0
5992,60.0,3.8,1.0,0.0,1.0,14.319999999999995,1.0,0.0,5.0,3.0,6.0,0,1,0,0,0,1,67.0
5993,85.0,0.9,1.0,0.0,0.0,13.269999999999996,0.0,0.0,5.0,6.0,27.0,0,1,0,0,1,0,8.0
5994,150.0,29.37,1.0,1.0,1.0,17.329999999999995,0.0,1.0,2.0,4.0,19.0,0,0,1,0,0,1,161.0
5995,88.0,8.13,0.0,1.0,1.0,14.829999999999995,1.0,1.0,1.0,3.0,14.0,0,0,1,0,1,0,3.0
5996,80.0,1.0,0.0,0.0,0.0,11.549999999999994,0.0,0.0,11.0,0.0,11.0,1,0,0,0,0,1,6.0
5997,100.0,1.9,0.0,1.0,0.0,15.469999999999995,1.0,0.0,10.0,3.0,3.0,0,1,0,0,0,1,155.0
5998,85.0,8.06,1.0,0.0,1.0,14.869999999999994,0.0,0.0,10.0,2.0,9.0,0,1,0,0,1,0,52.0
5999,85.0,2.6,1.0,1.0,1.0,14.349999999999993,0.0,0.0,11.0,4.0,17.0,0,0,1,0,1,0,20.0
6000,150.0,2.85,1.0,0.0,0.0,16.107206638740067,0.0,1.0,2.0,0.0,12.0,0,0,1,0,0,1,5.0
6001,49.0,3.5,1.0,1.0,1.0,16.107206638740067,0.0,0.0,10.0,5.0,7.0,0,1,0,0,0,1,25.9
6002,85.0,1.8,1.0,1.0,1.0,10.759999999999993,0.0,0.0,12.0,4.0,21.0,0,0,1,0,1,0,20.0
6003,49.0,12.31,1.0,0.0,1.0,12.069999999999993,0.0,0.0,12.0,0.0,12.0,0,0,1,0,0,1,99.5
6004,111.0,2.1,1.0,0.0,0.0,16.319999999999993,0.0,0.0,3.0,4.0,30.0,0,0,1,0,0,1,12.0
6005,80.0,23.42,0.0,1.0,0.0,18.629999999999995,0.0,1.0,5.0,3.0,14.0,0,1,0,0,0,1,173.0
6006,85.0,3.4,1.0,1.0,1.0,18.429999999999993,0.0,0.0,7.0,2.0,26.0,0,1,0,0,1,0,20.0
6007,88.0,0.57,0.0,0.0,0.0,12.679999999999993,0.0,0.0,10.0,0.0,5.0,1,0,0,0,0,1,6.9
6008,150.0,29.06,1.0,1.0,1.0,12.439999999999994,0.0,0.0,9.0,3.0,10.0,0,1,0,1,0,0,191.0
6009,88.0,9.5,0.0,1.0,1.0,13.659999999999995,1.0,0.0,4.0,3.0,1.0,0,1,0,0,1,0,89.0
6010,88.0,0.6,0.0,0.0,0.0,13.244999999999992,0.0,0.0,11.0,4.0,9.0,1,0,0,0,0,1,3.8
6011,80.0,0.2,0.0,0.0,0.0,16.044999999999995,0.0,0.0,4.0,5.0,25.0,1,0,0,0,0,1,0.9
6012,49.0,4.2,1.0,1.0,1.0,14.079999999999993,0.0,0.0,3.0,5.0,31.0,0,0,1,0,0,1,82.3
6013,49.0,5.56,1.0,0.0,1.0,11.829999999999993,0.0,0.0,6.0,1.0,15.0,0,1,0,0,0,1,47.1
6014,49.0,4.04,0.0,1.0,0.0,11.909999999999993,0.0,0.0,9.0,6.0,11.0,0,1,0,0,0,1,54.7
6015,278.0,29.0,1.0,0.0,1.0,17.70499999999999,0.0,0.0,3.0,3.0,17.0,0,0,1,0,0,1,144.0
6016,80.0,1.3,0.0,0.0,0.0,17.444999999999993,0.0,0.0,6.0,2.0,17.0,1,0,0,0,0,1,11.6
6017,35.0,5.0,1.0,1.0,1.0,11.699999999999992,0.0,0.0,6.0,3.0,7.0,0,1,0,0,0,1,42.0
6018,49.0,5.66,1.0,1.0,1.0,12.919999999999993,0.0,0.0,8.0,5.0,25.0,0,1,0,0,0,1,40.6
6019,150.0,21.6,1.0,1.0,0.0,17.199999999999992,0.0,1.0,2.0,1.0,19.0,0,0,1,0,0,1,92.0
6020,85.0,0.75,1.0,0.0,0.0,14.929999999999993,0.0,0.0,7.0,1.0,21.0,0,1,0,0,1,0,8.0
6021,88.0,8.16,0.0,0.0,1.0,12.449999999999992,1.0,0.0,2.0,4.0,15.0,0,0,1,0,1,0,56.0
6022,49.0,10.53,1.0,0.0,1.0,13.484999999999992,0.0,0.0,9.0,1.0,7.0,0,1,0,0,0,1,91.8
6023,88.0,17.66,1.0,1.0,1.0,12.769999999999992,0.0,0.0,11.0,0.0,11.0,0,1,0,0,1,0,125.5
6024,85.0,1.8,1.0,1.0,1.0,11.434999999999993,0.0,0.0,1.0,4.0,25.0,0,0,1,0,1,0,20.0
6025,278.0,28.0,0.0,1.0,1.0,14.849999999999993,0.0,0.0,3.0,3.0,8.0,0,0,1,0,0,1,134.0
6026,85.0,3.68,1.0,1.0,1.0,19.64999999999999,0.0,0.0,5.0,0.0,2.0,0,1,0,0,0,1,20.0
6027,85.0,11.4,0.0,0.0,1.0,16.54999999999999,0.0,1.0,11.0,4.0,16.0,0,0,1,0,0,1,80.0
6028,60.0,19.44,0.0,0.0,1.0,15.874999999999993,1.0,0.0,7.0,6.0,21.0,0,1,0,0,0,1,114.0
6029,132.0,26.95,1.0,1.0,1.0,16.21999999999999,0.0,0.0,9.0,5.0,1.0,0,1,0,0,1,0,75.0
6030,85.0,5.56,1.0,0.0,1.0,16.394999999999992,0.0,0.0,10.0,0.0,26.0,0,0,1,0,0,1,32.0
6031,88.0,14.0,0.0,1.0,1.0,14.699999999999992,1.0,1.0,9.0,6.0,1.0,0,1,0,0,1,0,102.0
6032,49.0,8.7,1.0,1.0,1.0,11.849999999999993,0.0,0.0,5.0,4.0,5.0,0,1,0,0,0,1,57.8
6033,150.0,26.0,1.0,1.0,0.0,17.20499999999999,0.0,1.0,2.0,4.0,8.0,0,0,1,0,0,1,91.0
6034,35.0,5.9,1.0,1.0,1.0,18.379999999999995,1.0,0.0,7.0,3.0,26.0,0,1,0,0,0,1,42.0
6035,111.0,5.5,1.0,0.0,0.0,12.789999999999992,0.0,0.0,6.0,3.0,21.0,0,1,0,0,1,0,47.7
6036,35.0,11.8,1.0,0.0,1.0,14.839999999999991,0.0,1.0,11.0,3.0,2.0,0,0,1,0,0,1,65.0
6037,111.0,10.1,1.0,1.0,0.0,16.394999999999992,0.0,0.0,7.0,4.0,5.0,0,1,0,0,0,1,69.0
6038,88.0,8.67,0.0,1.0,1.0,14.319999999999993,1.0,1.0,1.0,1.0,11.0,0,0,1,0,1,0,7.0
6039,35.0,11.5,1.0,1.0,1.0,14.769999999999992,0.0,0.0,5.0,1.0,24.0,0,0,1,0,0,1,74.0
6040,111.0,10.4,1.0,0.0,1.0,17.39999999999999,0.0,1.0,10.0,4.0,16.0,0,1,0,0,0,1,54.0
6041,111.0,7.4,1.0,1.0,0.0,16.609999999999992,0.0,0.0,10.0,2.0,23.0,0,1,0,0,0,1,53.0
6042,88.0,3.4,0.0,0.0,0.0,17.949999999999996,0.0,0.0,12.0,4.0,7.0,1,0,0,0,0,1,15.5
6043,85.0,12.93,0.0,1.0,1.0,17.919999999999995,0.0,0.0,7.0,4.0,26.0,0,1,0,0,0,1,85.0
6044,85.0,1.74,1.0,1.0,1.0,11.299999999999994,0.0,1.0,11.0,2.0,11.0,0,0,1,0,0,1,20.0
6045,35.0,5.0,1.0,1.0,1.0,10.299999999999994,0.0,0.0,9.0,3.0,12.0,0,1,0,0,0,1,42.0
6046,88.0,6.75,0.0,1.0,1.0,12.399999999999993,1.0,0.0,5.0,0.0,27.0,0,1,0,0,1,0,58.0
6047,315.0,31.4,1.0,1.0,0.0,30.604999999999993,0.0,0.0,3.0,0.0,30.0,0,0,1,0,1,0,65.0
6048,315.0,6.3,1.0,1.0,0.0,36.28999999999999,0.0,0.0,6.0,4.0,17.0,0,1,0,0,1,0,50.0
6049,111.0,10.5,1.0,1.0,1.0,18.864999999999995,1.0,0.0,8.0,0.0,19.0,0,1,0,0,0,1,78.0
6050,88.0,11.0,0.0,1.0,1.0,12.079999999999993,1.0,0.0,7.0,3.0,22.0,0,1,0,0,1,0,115.0
6051,60.0,5.0,0.0,1.0,0.0,14.029999999999992,1.0,0.0,9.0,4.0,16.0,0,1,0,0,0,1,33.0
6052,85.0,4.21,1.0,0.0,1.0,14.229999999999993,1.0,0.0,9.0,0.0,5.0,0,1,0,0,0,1,38.0
6053,111.0,0.5,1.0,1.0,1.0,5.774999999999992,0.0,1.0,11.0,6.0,5.0,0,1,0,0,0,1,110.0
6054,132.0,27.0,1.0,1.0,1.0,9.354999999999993,0.0,0.0,2.0,2.0,12.0,1,0,0,0,1,0,71.0
6055,111.0,8.9,1.0,1.0,0.0,21.154999999999994,0.0,1.0,12.0,3.0,13.0,0,0,1,0,0,1,37.0
6056,85.0,13.87,1.0,0.0,1.0,17.574999999999992,1.0,0.0,8.0,5.0,1.0,0,1,0,0,1,0,125.0
6057,35.0,5.5,1.0,1.0,1.0,12.099999999999993,0.0,0.0,5.0,1.0,12.0,0,1,0,0,0,1,42.0
6058,80.0,0.1,0.0,0.0,0.0,13.349999999999993,0.0,0.0,8.0,4.0,28.0,1,0,0,0,0,1,1.1
6059,111.0,2.8,1.0,0.0,0.0,13.719999999999992,0.0,0.0,7.0,1.0,30.0,0,1,0,0,1,0,23.7
6060,278.0,17.0,1.0,0.0,1.0,16.604999999999993,0.0,0.0,9.0,6.0,29.0,0,1,0,0,0,1,85.0
6061,278.0,9.0,1.0,0.0,1.0,23.669999999999995,0.0,0.0,1.0,6.0,6.0,0,0,1,0,0,1,20.0
6062,111.0,7.5,1.0,0.0,0.0,21.84499999999999,0.0,0.0,7.0,2.0,19.0,0,1,0,0,0,1,47.7
6063,88.0,10.12,1.0,1.0,1.0,13.474999999999994,0.0,0.0,8.0,1.0,25.0,0,1,0,0,1,0,90.1
6064,150.0,7.85,1.0,1.0,0.0,14.914999999999996,0.0,0.0,5.0,1.0,28.0,0,1,0,1,0,0,88.0
6065,150.0,30.47,1.0,1.0,1.0,19.904999999999994,0.0,1.0,11.0,3.0,19.0,0,0,1,0,0,1,128.0
6066,85.0,13.76,0.0,1.0,0.0,18.754999999999995,0.0,1.0,4.0,4.0,13.0,0,0,1,0,0,1,90.0
6067,49.0,5.0,0.0,1.0,0.0,15.824999999999996,0.0,0.0,12.0,0.0,9.0,0,0,1,0,0,1,37.1
6068,85.0,3.6,1.0,1.0,1.0,16.624999999999993,0.0,0.0,7.0,0.0,24.0,0,1,0,0,1,0,20.0
6069,111.0,1.9,1.0,0.0,0.0,18.449999999999996,0.0,0.0,3.0,6.0,15.0,0,0,1,0,0,1,10.0
6070,150.0,10.72,1.0,0.0,1.0,18.589999999999996,0.0,1.0,4.0,2.0,7.0,0,1,0,0,0,1,32.0
6071,49.0,6.06,1.0,1.0,1.0,14.484999999999994,0.0,0.0,9.0,3.0,6.0,0,1,0,0,0,1,32.1
6072,35.0,9.7,1.0,0.0,1.0,12.324999999999994,0.0,0.0,8.0,0.0,25.0,0,1,0,0,0,1,70.0
6073,35.0,15.1,1.0,1.0,1.0,15.224999999999994,0.0,1.0,11.0,5.0,15.0,0,0,1,0,0,1,91.0
6074,278.0,7.0,1.0,0.0,1.0,18.559999999999995,0.0,0.0,5.0,4.0,29.0,0,1,0,0,0,1,21.0
6075,85.0,4.3,1.0,1.0,1.0,21.014999999999993,0.0,0.0,2.0,1.0,2.0,0,0,1,0,0,1,20.0
6076,88.0,8.7,0.0,1.0,1.0,18.499999999999993,1.0,1.0,1.0,2.0,20.0,0,0,1,0,1,0,77.0
6077,49.0,5.49,1.0,0.0,1.0,13.459999999999994,0.0,0.0,8.0,5.0,5.0,0,1,0,0,0,1,33.2
6078,49.0,6.82,1.0,0.0,1.0,12.964999999999995,0.0,0.0,2.0,4.0,3.0,0,0,1,0,0,1,47.0
6079,88.0,16.92,1.0,1.0,1.0,13.909999999999995,0.0,0.0,5.0,4.0,18.0,0,1,0,0,1,0,127.1
6080,49.0,11.12,1.0,0.0,1.0,12.699999999999996,0.0,0.0,9.0,3.0,19.0,0,1,0,0,0,1,98.7
6081,49.0,10.18,1.0,0.0,1.0,11.449999999999996,0.0,0.0,6.0,1.0,19.0,0,1,0,0,0,1,94.2
6082,150.0,18.15,0.0,1.0,0.0,15.824999999999994,0.0,0.0,1.0,1.0,7.0,0,0,1,0,0,1,70.0
6083,49.0,0.7,1.0,0.0,1.0,16.309999999999995,0.0,0.0,5.0,4.0,14.0,0,1,0,0,0,1,11.6
6084,49.0,5.35,1.0,0.0,1.0,11.509999999999993,0.0,0.0,6.0,4.0,26.0,0,1,0,0,0,1,47.6
6085,278.0,8.0,0.0,0.0,1.0,18.924999999999994,0.0,0.0,11.0,5.0,13.0,0,0,1,0,0,1,22.0
6086,49.0,3.94,0.0,1.0,1.0,20.36499999999999,0.0,0.0,3.0,5.0,23.0,0,0,1,1,0,0,57.0
6087,85.0,3.17,1.0,1.0,0.0,14.259999999999993,0.0,0.0,4.0,4.0,3.0,0,0,1,0,1,0,22.0
6088,35.0,6.0,1.0,1.0,1.0,14.174999999999994,0.0,1.0,10.0,1.0,7.0,0,1,0,0,0,1,43.0
6089,80.0,4.2,0.0,0.0,0.0,13.674999999999994,0.0,0.0,12.0,4.0,6.0,1,0,0,0,0,1,31.3
6090,60.0,15.0,1.0,0.0,0.0,16.644999999999996,1.0,0.0,1.0,5.0,6.0,0,0,1,0,0,1,56.0
6091,49.0,7.0,1.0,0.0,1.0,17.374999999999993,0.0,0.0,1.0,4.0,25.0,0,0,1,0,0,1,48.9
6092,80.0,2.6,0.0,0.0,0.0,14.579999999999995,0.0,0.0,12.0,0.0,30.0,1,0,0,0,0,1,18.0
6093,88.0,11.3,0.0,0.0,0.0,13.794999999999995,0.0,0.0,9.0,0.0,17.0,1,0,0,0,0,1,85.0
6094,80.0,0.56,0.0,1.0,0.0,14.769999999999994,1.0,0.0,6.0,6.0,21.0,0,1,0,0,0,1,188.0
6095,49.0,3.3,1.0,0.0,1.0,14.119999999999994,0.0,0.0,10.0,3.0,9.0,0,1,0,0,0,1,39.4
6096,88.0,13.8,0.0,0.0,0.0,14.139999999999993,0.0,0.0,2.0,3.0,7.0,1,0,0,0,0,1,84.7
6097,35.0,4.9,1.0,1.0,1.0,13.979999999999993,0.0,0.0,4.0,2.0,30.0,0,1,0,0,0,1,42.0
6098,35.0,7.0,1.0,1.0,1.0,14.169999999999995,0.0,1.0,12.0,1.0,11.0,0,0,1,0,0,1,42.0
6099,278.0,22.0,0.0,1.0,1.0,21.639999999999993,0.0,0.0,11.0,3.0,25.0,0,0,1,0,0,1,96.0
6100,88.0,1.1,0.0,1.0,0.0,18.554999999999993,1.0,0.0,5.0,3.0,28.0,0,1,0,0,1,0,7.0
6101,150.0,33.0,1.0,1.0,1.0,18.239999999999995,0.0,1.0,2.0,4.0,16.0,0,0,1,0,0,1,160.0
6102,100.0,7.0,0.0,1.0,0.0,20.949999999999992,1.0,0.0,5.0,6.0,2.0,1,0,0,0,0,1,28.0
6103,88.0,16.81,1.0,1.0,1.0,14.654999999999994,0.0,0.0,3.0,2.0,28.0,0,1,0,0,1,0,125.5
6104,49.0,12.14,0.0,1.0,1.0,14.954999999999991,0.0,0.0,10.0,6.0,18.0,0,1,0,1,0,0,73.5
6105,88.0,17.46,0.0,0.0,0.0,17.69999999999999,0.0,0.0,1.0,5.0,18.0,1,0,0,0,0,1,92.5
6106,88.0,12.3,0.0,1.0,1.0,16.039999999999992,1.0,1.0,2.0,2.0,12.0,0,0,1,0,1,0,58.0
6107,88.0,14.49,1.0,1.0,0.0,14.10499999999999,0.0,0.0,3.0,0.0,5.0,0,1,0,0,1,0,96.6
6108,49.0,10.91,1.0,0.0,1.0,13.05499999999999,0.0,0.0,8.0,1.0,27.0,0,1,0,0,0,1,98.3
6109,85.0,7.63,0.0,0.0,1.0,13.649999999999991,0.0,1.0,12.0,6.0,31.0,0,0,1,0,1,0,87.0
6110,85.0,10.18,0.0,1.0,0.0,13.949999999999989,0.0,0.0,5.0,1.0,22.0,0,1,0,0,1,0,87.0
6111,85.0,3.9,1.0,1.0,1.0,15.59999999999999,0.0,0.0,3.0,2.0,1.0,0,0,1,0,1,0,20.0
6112,60.0,9.5,1.0,0.0,1.0,16.76999999999999,1.0,0.0,8.0,5.0,15.0,0,1,0,0,0,1,26.0
6113,88.0,11.02,0.0,0.0,0.0,13.60499999999999,0.0,0.0,7.0,2.0,17.0,1,0,0,0,0,1,83.7
6114,88.0,20.49,0.0,0.0,0.0,13.949999999999992,0.0,0.0,10.0,3.0,7.0,1,0,0,0,0,1,139.1
6115,278.0,17.0,1.0,0.0,1.0,22.60499999999999,0.0,0.0,1.0,2.0,4.0,0,0,1,0,0,1,20.0
6116,85.0,3.64,1.0,1.0,1.0,24.33999999999999,0.0,0.0,12.0,3.0,8.0,0,0,1,0,0,1,20.0
6117,85.0,0.48,1.0,0.0,0.0,17.24999999999999,0.0,0.0,12.0,6.0,25.0,0,0,1,0,0,1,3.0
6118,35.0,6.7,1.0,1.0,1.0,15.59499999999999,0.0,0.0,3.0,5.0,18.0,0,0,1,0,0,1,45.0
6119,111.0,8.2,1.0,1.0,0.0,16.97999999999999,0.0,0.0,3.0,1.0,8.0,0,0,1,0,1,0,50.0
6120,88.0,9.27,1.0,1.0,0.0,17.114999999999988,0.0,0.0,1.0,6.0,14.0,0,1,0,0,1,0,61.2
6121,85.0,4.0,1.0,1.0,1.0,17.62999999999999,0.0,0.0,11.0,4.0,25.0,0,0,1,0,0,1,20.0
6122,49.0,5.1,1.0,0.0,1.0,16.07999999999999,0.0,0.0,5.0,4.0,10.0,0,1,0,0,0,1,42.3
6123,49.0,4.1,1.0,0.0,1.0,12.039999999999988,0.0,0.0,6.0,4.0,29.0,0,1,0,0,0,1,34.1
6124,85.0,0.75,0.0,1.0,0.0,13.50999999999999,0.0,0.0,9.0,5.0,9.0,0,1,0,0,1,0,5.0
6125,111.0,2.1,1.0,0.0,0.0,17.08999999999999,0.0,0.0,10.0,4.0,26.0,1,0,0,0,0,1,11.0
6126,35.0,4.7,1.0,1.0,1.0,15.184999999999988,0.0,0.0,7.0,3.0,16.0,0,1,0,0,0,1,42.0
6127,132.0,19.63,1.0,1.0,1.0,16.24499999999999,0.0,1.0,11.0,5.0,30.0,1,0,0,0,0,1,115.0
6128,111.0,8.3,1.0,1.0,0.0,18.47999999999999,0.0,0.0,4.0,3.0,26.0,0,1,0,0,0,1,53.0
6129,88.0,10.1,0.0,1.0,1.0,15.27999999999999,1.0,1.0,11.0,1.0,26.0,0,0,1,0,1,0,37.0
6130,35.0,4.6,1.0,1.0,1.0,12.92499999999999,0.0,0.0,7.0,4.0,1.0,0,0,1,0,0,1,42.0
6131,88.0,14.49,0.0,1.0,1.0,11.92499999999999,1.0,1.0,10.0,4.0,11.0,0,0,1,0,1,0,134.0
6132,278.0,39.0,0.0,1.0,1.0,20.239999999999988,0.0,0.0,12.0,1.0,13.0,0,0,1,0,0,1,193.0
6133,49.0,2.68,1.0,1.0,1.0,19.69999999999999,1.0,0.0,6.0,0.0,19.0,0,1,0,0,0,1,38.1
6134,85.0,5.41,0.0,0.0,1.0,12.409999999999991,0.0,0.0,4.0,0.0,15.0,0,0,1,0,0,1,122.0
6135,111.0,8.7,1.0,0.0,0.0,15.22499999999999,0.0,0.0,4.0,3.0,26.0,0,0,1,0,0,1,50.0
6136,35.0,6.5,1.0,1.0,1.0,16.46499999999999,0.0,0.0,5.0,4.0,9.0,0,1,0,0,0,1,42.0
6137,60.0,11.8,0.0,0.0,1.0,17.379999999999992,1.0,0.0,12.0,6.0,30.0,0,0,1,0,0,1,42.0
6138,60.0,7.6,1.0,0.0,1.0,19.514999999999993,1.0,0.0,5.0,0.0,31.0,0,1,0,0,0,1,50.0
6139,111.0,4.0,1.0,0.0,0.0,22.374999999999993,0.0,1.0,2.0,4.0,11.0,0,0,1,0,0,1,16.0
6140,49.0,5.59,1.0,0.0,1.0,18.27999999999999,0.0,0.0,5.0,2.0,16.0,0,1,0,0,0,1,46.3
6141,85.0,9.58,0.0,1.0,0.0,12.679999999999993,0.0,1.0,10.0,2.0,24.0,0,1,0,0,1,0,72.0
6142,35.0,6.2,1.0,1.0,1.0,14.27999999999999,1.0,0.0,9.0,1.0,15.0,0,1,0,0,0,1,42.0
6143,88.0,12.63,0.0,0.0,1.0,15.079999999999991,1.0,0.0,2.0,3.0,21.0,0,0,1,0,1,0,59.0
6144,49.0,13.34,1.0,1.0,1.0,13.90499999999999,1.0,0.0,7.0,3.0,24.0,0,1,0,1,0,0,107.5
6145,35.0,10.7,1.0,1.0,1.0,16.49499999999999,0.0,1.0,1.0,1.0,27.0,0,0,1,0,0,1,52.0
6146,132.0,26.0,1.0,1.0,1.0,19.33999999999999,0.0,1.0,1.0,2.0,22.0,1,0,0,0,1,0,67.0
6147,111.0,0.63,1.0,1.0,1.0,9.254999999999992,0.0,0.0,8.0,0.0,11.0,0,1,0,0,0,1,152.0
6148,80.0,4.35,1.0,0.0,1.0,7.7749999999999915,0.0,0.0,5.0,6.0,22.0,0,1,0,0,1,0,5.0
6149,315.0,45.7,1.0,1.0,0.0,25.419999999999995,0.0,0.0,1.0,0.0,25.0,0,0,1,0,1,0,128.0
6150,132.0,10.8,0.0,0.0,1.0,28.624999999999993,0.0,0.0,12.0,5.0,29.0,1,0,0,0,1,0,9.0
6151,88.0,12.0,0.0,0.0,0.0,17.859999999999992,0.0,0.0,10.0,0.0,29.0,1,0,0,0,0,1,84.7
6152,88.0,2.1,0.0,1.0,1.0,13.784999999999993,1.0,1.0,2.0,0.0,14.0,0,0,1,0,1,0,32.0
6153,85.0,4.1,1.0,0.0,1.0,12.149999999999993,0.0,0.0,6.0,1.0,20.0,0,1,0,0,1,0,38.0
6154,85.0,1.25,1.0,0.0,0.0,14.999999999999993,0.0,1.0,1.0,5.0,27.0,0,0,1,0,1,0,1.0
6155,88.0,21.4,0.0,1.0,1.0,15.799999999999994,1.0,0.0,4.0,1.0,26.0,0,1,0,0,1,0,148.0
6156,35.0,4.8,1.0,1.0,1.0,11.829999999999993,0.0,0.0,7.0,4.0,3.0,0,1,0,0,0,1,43.0
6157,132.0,3.0,1.0,1.0,0.0,13.774999999999993,0.0,0.0,8.0,0.0,31.0,0,1,0,0,0,1,6.0
6158,88.0,13.26,0.0,0.0,0.0,15.929999999999993,0.0,0.0,7.0,2.0,24.0,1,0,0,0,0,1,85.7
6159,35.0,5.0,1.0,1.0,1.0,13.684999999999993,0.0,0.0,9.0,1.0,27.0,0,0,1,0,0,1,42.0
6160,100.0,10.0,0.0,1.0,0.0,13.069999999999993,1.0,0.0,9.0,3.0,26.0,0,1,0,0,0,1,89.0
6161,49.0,5.08,0.0,0.0,1.0,14.549999999999994,0.0,0.0,3.0,4.0,13.0,0,0,1,0,0,1,16.1
6162,85.0,9.17,0.0,1.0,0.0,14.529999999999992,0.0,1.0,3.0,2.0,14.0,0,0,1,0,1,0,57.0
6163,132.0,8.1,1.0,0.0,1.0,20.88499999999999,0.0,1.0,12.0,3.0,12.0,1,0,0,0,0,1,34.0
6164,278.0,32.0,1.0,0.0,1.0,25.839999999999993,0.0,0.0,2.0,2.0,7.0,0,0,1,0,0,1,22.0
6165,100.0,32.9,0.0,1.0,0.0,20.554999999999993,1.0,0.0,1.0,6.0,9.0,1,0,0,0,0,1,177.0
6166,85.0,2.94,1.0,1.0,1.0,15.849999999999993,1.0,0.0,2.0,0.0,9.0,0,0,1,0,0,1,20.0
6167,35.0,8.6,1.0,1.0,1.0,14.174999999999994,1.0,0.0,5.0,2.0,21.0,0,1,0,0,0,1,63.0
6168,85.0,10.38,1.0,0.0,1.0,15.474999999999993,0.0,0.0,1.0,4.0,21.0,0,0,1,0,0,1,60.0
6169,111.0,2.25,1.0,1.0,1.0,9.984999999999992,0.0,1.0,12.0,6.0,28.0,0,0,1,0,0,1,84.0
6170,111.0,0.25,1.0,1.0,0.0,1.549999999999993,0.0,0.0,9.0,3.0,1.0,0,1,0,0,0,1,59.0
6171,132.0,13.87,1.0,0.0,1.0,9.139999999999993,0.0,0.0,7.0,0.0,1.0,0,1,0,0,1,0,50.0
6172,85.0,15.53,0.0,1.0,1.0,15.624999999999993,0.0,0.0,8.0,6.0,11.0,0,1,0,0,0,1,107.0
6173,85.0,13.18,0.0,1.0,1.0,14.049999999999994,0.0,0.0,10.0,1.0,8.0,0,1,0,0,1,0,95.0
6174,80.0,0.1,0.0,0.0,0.0,19.849999999999994,0.0,0.0,7.0,5.0,27.0,1,0,0,0,0,1,0.4
6175,35.0,6.8,1.0,1.0,1.0,20.594999999999995,0.0,1.0,1.0,1.0,8.0,0,0,1,0,0,1,42.0
6176,35.0,11.3,1.0,1.0,1.0,16.784999999999997,0.0,1.0,12.0,1.0,8.0,0,0,1,0,0,1,65.0
6177,88.0,10.74,0.0,1.0,1.0,14.289999999999994,1.0,1.0,3.0,2.0,30.0,0,1,0,0,1,0,65.0
6178,85.0,1.2,1.0,1.0,0.0,14.849999999999994,0.0,1.0,11.0,2.0,15.0,0,0,1,0,1,0,1.0
6179,315.0,22.5,1.0,1.0,0.0,23.424999999999997,0.0,0.0,8.0,1.0,20.0,0,1,0,0,1,0,153.0
6180,49.0,8.47,0.0,1.0,1.0,19.889999999999993,0.0,0.0,9.0,0.0,12.0,0,1,0,0,0,1,89.8
6181,315.0,48.5,1.0,1.0,0.0,16.614999999999995,0.0,0.0,9.0,5.0,1.0,0,1,0,0,1,0,164.0
6182,100.0,14.0,0.0,1.0,0.0,19.049999999999997,1.0,0.0,7.0,5.0,30.0,1,0,0,0,0,1,49.0
6183,278.0,18.0,1.0,0.0,1.0,19.164999999999996,0.0,0.0,10.0,5.0,17.0,0,1,0,0,0,1,45.0
