manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,21.5,2,0,1,0,2,11.2,0,0,59.0,-5.6,192.0,10,4,19
Volkswagen,85,19.12,2,0,1,0,2,18.3,0,1,53.0,1.5,90.0,3,6,18
Volkswagen,85,1.6,3,1,1,1,2,7.9,0,0,43.0,-8.9,20.0,10,4,13
Volkswagen,85,1.8,2,1,1,1,2,9.5,0,0,35.0,-7.3,19.0,3,0,21
Volkswagen,85,13.95,2,0,1,0,2,15.8,0,1,66.0,-1.0,89.0,1,4,12
Volkswagen,85,3.8,2,1,1,1,2,19.0,0,0,46.0,2.2,20.0,11,1,28
Volkswagen,85,8.17,3,1,1,1,3,13.4,0,0,51.0,-3.4,61.0,8,6,30
Volkswagen,85,3.68,3,1,1,1,3,18.4,0,0,47.0,1.6,20.0,5,0,2
Volkswagen,85,1.72,2,0,0,1,2,15.1,0,1,63.0,-1.7,37.0,12,3,28
Volkswagen,85,3.76,3,0,1,0,3,14.1,0,1,52.0,-2.7,75.0,10,1,23
Volkswagen,85,0.83,2,1,0,1,2,16.6,0,0,41.0,-0.2,5.0,3,3,17
Volkswagen,85,4.2,3,1,0,1,2,11.3,0,0,44.0,-5.5,37.0,9,1,26
Volkswagen,85,9.66,3,0,1,0,2,12.5,0,1,65.0,-4.3,103.0,10,2,17
Volkswagen,85,4.0,3,1,0,1,3,13.54,0,0,32.0,-3.26,30.0,10,6,2
Volkswagen,85,1.08,3,1,0,0,3,13.6,0,0,22.0,-3.2,8.0,6,3,18
Volkswagen,85,3.5,2,1,1,1,2,17.6,0,0,50.0,0.8,20.0,11,4,2
Volkswagen,85,18.06,2,1,1,0,2,15.3,0,1,68.0,-1.5,80.0,11,4,17
Volkswagen,85,4.7,3,1,0,1,2,11.5,0,0,38.0,-5.3,41.0,7,6,23
Volkswagen,85,3.87,3,0,1,0,2,14.2,0,0,65.0,-2.6,77.0,6,5,23
Volkswagen,85,3.0,3,1,1,1,2,16.0,0,0,45.0,-0.8,19.0,6,1,12
Volkswagen,85,3.06,3,1,0,0,2,13.3,0,0,41.0,-3.5,23.0,9,2,16
Volkswagen,85,2.38,2,1,1,1,3,11.9,0,0,53.0,-4.9,20.0,3,3,26
Volkswagen,85,3.3,2,1,0,1,2,12.3,0,0,51.0,-4.5,27.0,11,5,10
Volkswagen,85,0.7,3,1,0,0,2,10.6,0,0,42.0,-6.2,7.0,6,2,21
Volkswagen,85,10.04,3,0,1,0,2,12.1,0,0,64.0,-4.7,86.0,6,4,15
Volkswagen,85,1.0,2,1,0,0,3,14.4,0,0,28.0,-2.4,7.0,12,1,6
Volkswagen,85,4.2,2,1,1,1,2,21.1,0,0,40.0,4.3,20.0,1,1,9
Volkswagen,85,3.84,3,1,1,1,3,19.2,0,1,46.0,2.4,20.0,10,4,16
Volkswagen,85,2.4,3,1,1,1,3,12.0,0,0,38.0,-4.8,20.0,4,2,27
Volkswagen,85,23.32,3,0,1,1,2,10.8,0,0,57.0,-6.0,216.0,6,6,12
Volkswagen,85,1.66,2,1,1,1,2,8.3,0,0,42.0,-8.5,20.0,3,0,6
Volkswagen,85,11.22,3,0,1,0,2,11.5,0,0,74.0,-5.3,74.0,8,3,2
Volkswagen,85,14.22,3,0,1,0,1,12.4,0,0,77.0,-4.4,81.0,9,4,15
Volkswagen,85,14.15,3,0,0,1,3,13.96,0,0,46.8038038038038,-2.84,41.0,8,0,21
Volkswagen,85,2.5,3,1,0,0,2,14.9,0,0,44.0,-1.9,17.0,9,5,29
Volkswagen,85,2.52,2,1,0,1,2,15.8,0,0,32.0,-1.0,16.0,3,4,18
Volkswagen,85,13.64,2,0,0,1,3,16.1,0,1,43.0,-0.7,82.0,11,2,21
Volkswagen,85,2.31,2,1,1,1,2,10.5,0,0,42.0,-6.3,22.0,2,1,9
Volkswagen,85,1.2,3,1,1,1,2,6.1,0,0,49.0,-10.7,20.0,8,4,3
Volkswagen,85,3.56,3,1,1,1,3,17.8,0,0,47.0,1.0,20.0,5,2,25
Volkswagen,85,1.9,2,1,0,0,2,12.7,0,0,35.0,-4.1,15.0,12,1,5
Volkswagen,85,3.92,3,1,1,1,2,19.6,0,0,45.0,2.8,20.0,4,1,28
Volkswagen,85,2.8,3,1,0,1,2,8.5,0,0,36.0,-8.3,33.0,10,3,12
Volkswagen,85,7.3,3,0,1,0,2,12.6,0,0,68.0,-4.2,128.0,9,4,22
Volkswagen,85,5.28,3,0,1,0,3,12.3,0,0,61.0,-4.5,43.0,10,5,1
Volkswagen,85,39.53,2,0,1,0,2,13.4,0,0,71.0,-3.4,295.0,3,5,4
Volkswagen,85,3.72,3,1,1,1,3,18.6,0,0,46.0,1.8,20.0,4,0,11
Volkswagen,85,3.87,3,1,1,0,2,9.0,0,0,37.0,-7.8,43.0,7,4,3
Volkswagen,85,3.4,3,1,1,1,2,17.0,0,0,55.0,0.2,20.0,10,4,20
Volkswagen,85,1.7,3,1,0,1,2,7.9,0,0,51.0,-8.9,21.0,9,1,19
Volkswagen,85,42.6,3,0,1,0,2,12.1,0,0,73.0,-4.7,352.0,10,1,31
Volkswagen,85,2.3,3,1,0,1,2,6.9,0,0,41.0,-9.9,33.0,8,2,23
Volkswagen,85,8.27,2,0,0,1,3,15.7,0,1,65.0,-1.1,79.0,12,4,28
Volkswagen,85,3.76,2,1,1,1,3,18.8,0,0,44.0,2.0,20.0,4,1,5
Volkswagen,85,17.04,2,0,1,0,2,16.7,0,1,65.0,-0.1,87.0,2,1,13
Volkswagen,85,28.64,2,0,1,0,2,15.4,0,0,57.0,-1.4,186.0,1,6,31
Volkswagen,85,3.8,2,1,0,1,2,17.4,0,0,44.0,0.6,22.0,4,2,26
Volkswagen,85,1.72,2,1,0,1,3,15.6,1,0,35.0,-1.2,11.0,2,6,22
Volkswagen,85,7.88,2,0,1,0,1,19.6,0,1,71.0,2.8,19.0,11,5,10
Volkswagen,85,3.4,2,1,1,1,2,16.9,0,0,46.0,0.1,20.0,3,3,23
Volkswagen,85,0.7,2,1,0,0,3,17.6,0,0,23.0,0.8,4.0,2,6,21
Volkswagen,85,2.56,2,1,1,1,3,12.8,0,1,49.0,-4.0,20.0,2,4,20
Volkswagen,85,3.6,2,1,1,1,2,18.0,0,0,39.0,1.2,20.0,11,4,4
Volkswagen,85,9.18,3,1,0,1,2,12.7,0,0,54.0,-4.1,67.0,9,6,10
Volkswagen,85,2.91,2,1,1,0,3,15.3,0,0,31.0,-1.5,19.0,4,5,18
Volkswagen,85,0.66,3,1,0,0,2,13.3,0,0,29.0,-3.5,5.0,8,5,22
Volkswagen,85,13.97,3,0,0,1,3,15.2,0,0,41.0,-1.6,25.0,8,4,17
Volkswagen,85,7.3,3,1,1,1,2,13.9,0,1,22.0,-2.9,32.0,10,3,25
Volkswagen,85,1.5,3,1,1,1,2,8.0,0,0,37.0,-8.8,19.0,9,4,29
Volkswagen,85,3.4,2,1,1,1,2,17.0,0,0,40.0,0.2,20.0,11,1,13
Volkswagen,85,2.34,2,1,1,1,3,11.7,1,0,46.0,-5.1,20.0,2,4,27
Volkswagen,85,1.9,2,1,0,1,2,8.0,0,0,42.0,-8.8,24.0,10,2,10
Volkswagen,85,2.2,2,1,1,1,2,10.8,0,0,36.0,-6.0,20.0,12,4,8
Volkswagen,85,1.52,3,1,1,1,2,7.6,0,0,49.0,-9.2,20.0,6,2,3
Volkswagen,85,10.71,3,0,1,0,2,12.4,0,0,66.0,-4.4,83.0,10,6,7
Volkswagen,85,2.6,3,1,0,1,2,11.4,0,0,39.0,-5.4,23.0,7,5,8
Volkswagen,85,3.0,2,1,0,1,2,13.8,0,0,50.0,-3.0,22.0,10,6,7
Volkswagen,85,0.54,3,1,0,0,2,10.7,0,0,14.0,-6.1,5.0,7,0,20
Volkswagen,85,1.4,3,1,0,1,2,6.5,0,0,52.0,-10.3,21.0,8,1,29
Volkswagen,85,3.9,2,1,1,1,2,19.4,0,0,46.0,2.6,20.0,1,4,19
Volkswagen,85,2.34,3,0,1,1,2,12.9,0,0,80.0,-3.9,76.0,9,5,2
Volkswagen,85,3.62,2,1,1,1,3,18.1,0,0,43.0,1.3,20.0,11,2,9
Volkswagen,85,7.49,3,1,1,1,3,10.7,0,0,33.0,-6.1,70.0,9,4,11
Volkswagen,85,3.5,3,1,1,1,3,17.5,0,0,47.0,0.7,20.0,6,3,30
Volkswagen,85,19.93,2,0,1,0,1,16.7,0,1,79.0,-0.1,90.0,3,1,6
Volkswagen,85,10.26,3,0,1,1,2,12.6,0,0,65.0,-4.2,119.0,9,5,2
Volkswagen,85,3.1,3,1,0,1,2,9.5,0,0,35.0,-7.3,33.0,6,4,9
Volkswagen,85,1.78,3,1,1,1,3,8.1,0,0,44.0,-8.7,22.0,8,3,18
Volkswagen,85,1.92,2,1,1,1,3,9.6,0,0,44.0,-7.2,20.0,12,1,6
Volkswagen,85,2.13,2,1,1,1,3,9.7,0,0,37.0,-7.1,22.0,12,2,2
Volkswagen,85,7.63,2,0,0,1,2,17.4,0,1,64.0,0.6,32.0,3,2,7
Volkswagen,85,1.9,2,1,0,1,2,9.0,0,0,52.0,-7.8,21.0,3,1,21
Volkswagen,85,16.2,3,0,1,1,2,12.3,0,0,44.0,-4.5,115.0,8,1,21
Volkswagen,85,16.71,2,0,1,0,2,15.7,0,1,76.0,-1.1,88.0,3,2,7
Volkswagen,85,3.7,3,1,1,1,3,18.5,0,1,41.0,1.7,20.0,9,2,9
Volkswagen,85,1.07,2,1,0,0,2,13.4,0,1,30.0,-3.4,8.0,11,1,3
Volkswagen,85,4.4,2,1,1,1,2,21.8,0,0,58.0,5.0,20.0,4,5,29
Volkswagen,85,9.03,3,0,1,0,2,10.5,0,0,69.0,-6.3,86.0,6,2,20
Volkswagen,85,22.1,2,1,1,1,3,22.1,1,0,46.0,5.3,20.0,2,0,9
Volkswagen,85,3.72,2,1,1,1,3,18.6,0,0,49.0,1.8,20.0,4,0,4
Volkswagen,85,3.93,2,1,1,1,3,15.7,1,0,51.0,-1.1,25.0,2,2,25
Volkswagen,85,1.4,3,1,1,1,2,7.5,0,0,48.0,-9.3,19.0,10,2,18
Volkswagen,85,0.6,3,1,0,0,3,14.25,0,0,46.8038038038038,-2.55,2.0,10,5,14
Volkswagen,85,3.2,3,1,1,1,2,16.2,0,0,49.0,-0.6,20.0,7,4,20
Volkswagen,85,3.3,2,1,0,1,2,10.1,0,0,39.0,-6.7,33.0,12,2,20
Volkswagen,85,1.9,2,1,0,1,2,8.9,0,0,49.0,-7.9,21.0,11,1,21
Volkswagen,85,1.7,2,1,1,1,2,8.3,0,0,53.0,-8.5,20.0,4,3,27
Volkswagen,85,4.56,2,1,1,1,2,22.8,1,0,41.0,6.0,20.0,1,1,13
Volkswagen,85,0.3,3,1,0,0,2,14.9,0,0,19.0,-1.9,2.0,5,6,13
Volkswagen,85,10.95,3,0,1,0,3,13.6,0,0,77.0,-3.2,102.0,10,2,10
Volkswagen,85,10.42,3,0,1,0,2,13.2,0,1,63.0,-3.6,73.0,9,0,17
Volkswagen,85,0.4,3,1,0,0,2,13.5,0,0,26.0,-3.3,3.0,5,6,29
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,1,47.0,2.3,20.0,10,4,23
Volkswagen,85,26.08,2,1,1,1,3,14.9,0,0,63.0,-1.9,175.0,2,6,15
Volkswagen,85,13.7,2,1,0,1,2,12.8,0,0,68.0,-4.0,107.0,4,6,30
Volkswagen,85,14.69,3,0,1,0,2,11.9,0,0,76.0,-4.9,87.0,7,4,6
Volkswagen,85,5.36,2,0,1,0,2,17.3,0,1,80.0,0.5,45.0,1,0,22
Volkswagen,85,3.3,3,1,0,1,2,14.2,0,0,41.0,-2.6,23.0,6,1,19
Volkswagen,85,2.24,2,1,1,1,2,10.2,0,0,46.0,-6.6,22.0,1,1,19
Volkswagen,85,5.21,3,0,1,0,2,12.3,0,0,24.0,-4.5,3.0,8,2,8
Volkswagen,85,0.4,3,1,0,0,2,11.0,0,0,22.0,-5.8,4.0,10,6,15
Volkswagen,85,9.58,3,0,1,0,2,13.8,0,1,66.0,-3.0,72.0,10,2,24
Volkswagen,85,3.7,2,1,1,1,2,18.6,0,0,45.0,1.8,20.0,11,4,16
Volkswagen,85,0.6,2,1,0,0,2,15.0,0,0,25.0,-1.8,4.0,1,6,17
Volkswagen,85,9.3,3,1,1,0,2,12.4,0,0,63.0,-4.4,104.0,5,1,15
Volkswagen,85,1.8,2,1,1,1,2,8.8,0,0,52.0,-8.0,20.0,4,0,10
Volkswagen,85,3.94,3,1,1,1,3,19.7,0,1,41.0,2.9,20.0,9,4,11
Volkswagen,85,18.1,3,0,1,0,2,10.7,0,0,55.0,-6.1,169.0,5,4,18
Volkswagen,85,9.86,3,0,1,0,2,11.7,0,0,69.0,-5.1,85.0,8,1,28
Volkswagen,85,75.98,3,0,1,0,2,12.9,0,0,68.0,-3.9,589.0,5,0,25
Volkswagen,85,4.88,3,0,1,1,2,13.2,0,0,58.0,-3.6,37.0,9,4,18
Volkswagen,85,1.7,3,1,1,1,2,9.1,0,0,46.0,-7.7,19.0,9,0,18
Volkswagen,85,5.3,2,1,1,1,3,24.1,1,0,43.0,7.3,22.0,1,0,26
Volkswagen,85,2.13,2,1,1,0,2,12.5,0,0,36.0,-4.3,17.0,4,5,18
Volkswagen,85,3.52,3,1,1,1,3,17.6,0,0,49.0,0.8,20.0,9,4,23
Volkswagen,85,1.2,3,1,1,1,2,6.1,0,0,47.0,-10.7,20.0,7,0,30
Volkswagen,85,0.93,3,0,1,0,2,14.4,0,0,56.0,-2.4,17.0,8,0,27
Volkswagen,85,10.39,2,0,1,0,2,16.5,0,1,62.0,-0.3,84.0,1,4,19
Volkswagen,85,15.44,2,0,1,0,3,16.4,0,1,39.0,-0.4,87.0,2,1,27
Volkswagen,85,0.5,3,1,0,0,2,12.8,0,0,25.0,-4.0,4.0,7,6,16
Volkswagen,85,14.05,3,0,1,0,3,13.5,1,0,91.0,-3.3,98.0,5,6,20
Volkswagen,85,10.0,3,1,0,1,2,12.0,0,0,71.0,-4.8,83.0,7,6,29
Volkswagen,85,0.89,3,1,1,0,2,8.1,0,0,39.0,-8.7,11.0,6,2,29
Volkswagen,85,3.38,2,1,1,1,3,16.9,1,1,41.0,0.1,20.0,1,0,26
Volkswagen,85,10.04,3,0,1,0,3,12.6,0,0,71.0,-4.2,72.0,9,1,4
Volkswagen,85,1.2,3,1,0,0,2,11.6,0,0,31.0,-5.2,10.0,6,6,4
Volkswagen,85,3.8,2,1,1,1,3,19.0,0,0,52.0,2.2,20.0,3,3,31
Volkswagen,85,7.63,3,0,1,0,3,15.9,0,0,52.0,-0.9,20.0,9,5,8
Volkswagen,85,0.13,3,1,0,0,3,13.1,0,0,15.0,-3.7,1.0,6,0,13
Volkswagen,85,6.18,3,1,1,1,3,13.1,0,0,54.0,-3.7,84.0,9,0,10
Volkswagen,85,3.42,3,1,1,1,3,17.1,0,0,54.0,0.3,20.0,5,4,27
Volkswagen,85,264.0,2,0,1,0,2,13.2,0,0,58.2,-3.6,42.41596009975062,2,2,28
Volkswagen,85,12.28,2,0,1,0,2,73.0,0,1,16.5,56.2,90.0,2,4,2
Volkswagen,85,3.68,2,1,1,1,3,18.4,0,0,52.0,1.6,20.0,11,3,17
Volkswagen,85,16.18,2,0,1,0,2,16.6,0,1,42.0,-0.2,87.0,1,3,18
Volkswagen,85,1.48,3,1,1,1,2,7.4,0,0,46.0,-9.4,20.0,6,4,26
Volkswagen,85,6.9,3,1,0,1,2,11.0,0,0,40.0,-5.8,63.0,9,0,24
Volkswagen,85,3.2,2,1,0,0,2,16.9,0,1,33.0,0.1,13.0,12,2,20
Volkswagen,85,16.23,3,0,1,0,2,13.1,0,1,61.0,-3.7,81.0,10,2,11
Volkswagen,85,1.97,3,1,1,1,3,9.4,0,0,36.0,-7.4,21.0,5,1,3
Volkswagen,85,12.83,3,0,1,0,3,12.6,0,0,68.0,-4.2,18.0,9,4,21
Volkswagen,85,0.8,3,1,0,0,2,13.6,0,0,31.0,-3.2,6.0,9,4,28
Volkswagen,85,3.5,2,1,1,1,2,17.5,0,0,44.0,0.7,20.0,11,4,10
Volkswagen,85,7.22,3,0,1,0,2,12.2,0,0,57.0,-4.6,18.0,8,5,4
Volkswagen,85,2.07,3,1,1,1,3,8.3,0,0,38.0,-8.5,25.0,9,1,27
Volkswagen,85,10.67,3,0,0,1,2,12.2,0,0,49.0,-4.6,86.0,7,6,1
Volkswagen,85,1.42,3,1,1,1,2,7.1,0,0,44.0,-9.7,20.0,5,3,7
Volkswagen,85,1.8,3,1,0,1,2,8.4,0,0,43.0,-8.4,21.0,10,1,24
Volkswagen,85,1.5,3,1,1,1,2,8.1,0,0,51.0,-8.7,19.0,10,0,23
Volkswagen,85,3.7,2,1,0,1,2,9.9,0,0,40.0,-6.9,37.0,5,4,5
Volkswagen,85,3.6,2,1,1,1,2,17.9,0,0,48.0,1.1,20.0,3,1,14
Volkswagen,85,3.7,2,1,1,1,2,18.3,0,0,53.0,1.5,20.0,10,0,8
Volkswagen,85,2.8,3,1,1,1,2,14.9,0,0,49.0,-1.9,19.0,6,3,28
Volkswagen,85,1.4,2,1,1,1,2,7.2,0,0,47.0,-9.6,20.0,3,3,30
Volkswagen,85,3.49,3,1,1,1,2,16.6,0,0,53.0,-0.2,21.0,7,3,2
Volkswagen,85,11.1,3,0,1,0,2,11.8,0,0,73.0,-5.0,71.0,7,2,18
Volkswagen,85,1.1,2,1,0,0,2,16.3,0,0,18.0,-0.5,7.0,1,6,14
Volkswagen,85,5.39,2,0,1,0,2,15.9,0,1,75.0,-0.9,89.0,4,6,1
Volkswagen,85,0.4,3,1,0,0,2,10.9,0,0,19.0,-5.9,4.0,7,6,1
Volkswagen,85,3.68,2,1,1,1,2,18.4,0,0,54.0,1.6,20.0,2,0,27
Volkswagen,85,3.6,3,1,1,1,2,17.8,0,0,44.0,1.0,20.0,9,0,18
Volkswagen,85,10.18,2,0,1,0,2,15.3,0,1,51.0,-1.5,83.0,11,4,24
Volkswagen,85,3.62,2,1,1,1,2,18.1,0,0,49.0,1.3,20.0,2,3,16
Volkswagen,85,6.51,3,0,1,1,2,13.3,0,0,71.0,-3.5,83.0,6,5,23
Volkswagen,85,2.24,3,0,1,0,2,11.8,0,0,66.0,-5.0,127.0,9,4,29
Volkswagen,85,8.37,3,0,1,0,2,12.3,0,0,60.0,-4.5,86.0,5,1,15
Volkswagen,85,13.74,3,0,1,1,2,13.2,0,1,68.0,-3.6,82.0,10,2,4
Volkswagen,85,3.4,3,1,1,1,2,17.9,0,0,46.0,1.1,19.0,6,2,7
Volkswagen,85,1.7,2,1,0,0,2,13.4,0,0,38.0,-3.4,13.0,11,6,19
Volkswagen,85,10.0,3,0,1,0,2,14.5,0,1,75.0,-2.3,82.0,10,1,10
Volkswagen,85,8.1,3,0,1,0,2,11.8,0,0,61.0,-5.0,104.0,9,4,7
Volkswagen,85,3.34,3,1,1,1,2,16.7,0,0,49.0,-0.1,20.0,6,3,16
Volkswagen,85,3.88,2,1,0,1,2,15.5,0,0,30.0,-1.3,25.0,1,6,1
Volkswagen,85,0.49,2,1,0,0,2,16.3,0,0,25.0,-0.5,3.0,3,6,1
Volkswagen,85,3.1,3,1,1,1,3,13.5,0,0,48.0,-3.3,23.0,5,5,7
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,50.0,2.3,20.0,3,3,5
Volkswagen,85,3.88,3,1,1,1,2,19.4,0,0,38.0,2.6,20.0,4,0,27
Volkswagen,85,0.34,3,1,0,0,3,11.4,0,0,33.0,-5.4,3.0,5,6,1
Volkswagen,85,1.8,3,1,0,1,2,8.1,0,0,44.0,-8.7,22.0,8,3,3
Volkswagen,85,3.4,2,1,1,1,2,17.1,0,0,51.0,0.3,20.0,11,0,5
Volkswagen,85,0.5,2,1,0,0,2,15.6,0,0,31.0,-1.2,3.0,12,0,25
Volkswagen,85,16.93,3,0,1,1,3,12.8,0,0,69.0,-4.0,112.0,5,0,21
Volkswagen,85,1.9,2,1,0,1,2,8.0,0,0,36.0,-8.8,24.0,11,4,9
Volkswagen,85,2.2,3,1,0,0,2,13.9,0,0,31.0,-2.9,16.0,9,6,17
Volkswagen,85,6.07,3,1,0,0,2,12.7,0,0,26.0,-4.1,8.0,10,1,24
Volkswagen,85,0.3,3,1,0,0,2,13.5,0,0,28.0,-3.3,2.0,5,1,8
Volkswagen,85,8.93,3,0,1,0,3,14.2,0,0,58.0,-2.6,91.0,5,4,4
Volkswagen,85,3.74,2,1,1,1,2,18.7,0,0,44.0,1.9,20.0,3,0,21
Volkswagen,85,1.92,2,1,1,1,2,9.6,0,0,42.0,-7.2,20.0,3,1,22
Volkswagen,85,3.64,3,1,1,1,3,18.2,0,0,50.0,1.4,20.0,7,3,9
Volkswagen,85,17.11,3,0,1,0,2,13.8,0,0,66.0,-3.0,86.0,4,2,25
Volkswagen,85,8.18,3,0,1,0,2,12.7,0,0,61.0,-4.1,17.0,5,2,30
Volkswagen,85,4.8,3,1,0,1,2,11.7,0,0,37.0,-5.1,41.0,7,6,16
Volkswagen,85,3.7,2,1,1,1,2,18.3,0,0,45.0,1.5,20.0,11,3,16
Volkswagen,85,1.09,2,1,0,0,2,15.7,0,0,29.0,-1.1,7.0,2,0,8
Volkswagen,85,2.08,2,1,1,1,3,10.4,0,0,54.0,-6.4,20.0,3,0,23
Volkswagen,85,1.57,3,1,0,1,2,7.5,0,0,33.0,-9.3,21.0,9,2,2
Volkswagen,85,2.24,2,1,0,0,2,19.0,0,1,24.0,2.2,9.0,11,0,20
Volkswagen,85,1.21,3,1,1,0,2,11.0,0,0,37.0,-5.8,11.0,8,3,6
Volkswagen,85,3.5,2,1,1,1,2,17.4,0,0,46.0,0.6,20.0,5,0,8
Volkswagen,85,3.68,2,1,1,1,2,18.4,0,0,49.0,1.6,20.0,2,3,2
Volkswagen,85,2.06,2,1,1,1,3,10.3,0,0,46.0,-6.5,20.0,1,1,20
Volkswagen,85,17.28,2,0,1,0,2,13.9,0,1,70.0,-2.9,86.0,4,4,13
Volkswagen,85,3.54,3,1,1,1,2,17.7,1,0,49.0,0.9,20.0,8,4,14
Volkswagen,85,41.1,2,0,1,1,2,15.0,0,0,54.0,-1.8,274.0,1,5,30
Volkswagen,85,28.22,2,0,1,0,2,13.7,0,0,62.0,-3.1,206.0,4,6,5
Volkswagen,85,3.32,3,0,1,0,2,14.2,0,0,67.0,-2.6,45.0,10,3,12
Volkswagen,85,2.3,2,0,0,1,1,18.2,0,1,62.0,1.4,55.0,1,3,3
Volkswagen,85,8.74,3,0,0,1,2,13.6,0,0,44.0,-3.2,44.0,5,5,26
Volkswagen,85,0.46,2,1,0,0,3,23.0,1,0,15.0,6.2,2.0,1,0,26
Volkswagen,85,10.4,2,0,1,0,2,15.5,0,1,57.0,-1.3,82.0,12,4,1
Volkswagen,85,5.0,3,1,0,1,2,14.0,0,0,51.0,-2.8,36.0,10,5,7
Volkswagen,85,14.14,3,0,1,0,2,12.4,0,0,68.0,-4.4,85.0,5,2,23
Volkswagen,85,3.76,3,1,1,1,2,18.8,0,0,31.0,2.0,20.0,8,3,27
Volkswagen,85,12.87,2,0,0,1,3,16.3,0,1,54.0,-0.5,57.0,1,2,16
Volkswagen,85,15.67,3,0,1,1,2,12.0,0,1,67.0,-4.8,94.0,9,0,25
Volkswagen,85,13.73,3,1,1,0,1,17.6,0,0,76.0,0.8,78.0,9,5,1
Volkswagen,85,13.21,2,0,0,1,2,14.5,0,1,67.0,-2.3,87.0,1,1,2
Volkswagen,85,1.7,2,1,1,1,2,8.6,0,0,53.0,-8.2,20.0,3,0,20
Volkswagen,85,0.2,3,1,0,0,2,5.5,0,0,24.0,-11.3,4.0,7,6,2
Volkswagen,85,1.8,2,1,1,1,2,8.8,0,0,50.0,-8.0,20.0,11,3,30
Volkswagen,85,0.51,2,1,0,0,3,17.1,0,0,18.0,0.3,3.0,2,2,17
Volkswagen,85,1.27,2,1,0,1,2,14.1,0,1,18.0,-2.7,9.0,10,3,29
Volkswagen,85,4.16,2,1,1,1,3,20.8,0,0,42.0,4.0,20.0,2,0,29
Volkswagen,85,12.08,3,0,1,0,2,12.9,0,0,58.0,-3.9,115.0,7,5,14
Volkswagen,85,4.93,3,0,1,0,3,14.5,0,0,56.0,-2.3,34.0,4,5,25
Volkswagen,85,8.74,2,0,1,0,3,28.7,0,1,23.0,11.9,1.0,2,4,23
Volkswagen,85,1.98,2,1,1,1,2,9.0,0,0,41.0,-7.8,22.0,1,1,26
Volkswagen,85,3.23,3,0,1,0,2,14.1,1,1,77.0,-2.7,48.0,9,1,19
Volkswagen,85,13.0,2,0,1,0,2,13.6,0,1,58.0,-3.2,91.0,12,3,14
Volkswagen,85,6.86,3,0,1,0,3,13.3,0,0,79.0,-3.5,81.0,10,1,17
Volkswagen,85,3.72,2,1,1,1,3,18.6,0,0,48.0,1.8,20.0,12,1,8
Volkswagen,85,0.11,2,1,0,0,2,11.5,0,0,17.0,-5.3,1.0,4,3,7
Volkswagen,85,0.93,2,1,0,0,3,15.6,0,0,24.0,-1.2,6.0,12,6,13
Volkswagen,85,10.79,2,0,0,1,3,15.9,0,1,61.0,-0.9,38.0,1,5,6
Volkswagen,85,9.8,3,1,0,1,2,12.0,0,0,75.0,-4.8,82.0,7,0,9
Volkswagen,85,1.55,2,1,0,0,3,14.1,0,0,31.0,-2.7,11.0,11,5,28
Volkswagen,85,4.04,2,1,1,1,3,20.2,0,0,45.0,3.4,20.0,1,2,7
Volkswagen,85,3.4,3,1,1,1,2,16.9,0,0,54.0,0.1,20.0,8,2,23
Volkswagen,85,7.74,2,0,1,1,3,14.9,0,0,53.0,-1.9,52.0,3,5,5
Volkswagen,85,5.59,3,0,1,0,3,14.6,0,1,59.0,-2.2,35.0,10,1,23
Volkswagen,85,10.42,3,0,1,0,2,13.1,0,0,70.0,-3.7,104.0,8,4,31
Volkswagen,85,0.58,3,1,0,0,2,14.4,0,0,34.0,-2.4,4.0,5,5,28
Volkswagen,85,17.7,3,0,1,0,2,13.8,0,1,61.0,-3.0,81.0,10,4,27
Volkswagen,85,2.1,2,1,0,0,2,12.1,0,0,30.0,-4.7,17.0,1,6,28
Volkswagen,85,2.22,2,1,1,1,3,10.6,0,1,36.0,-6.2,21.0,10,0,19
Volkswagen,85,0.81,3,1,0,0,3,11.5,0,0,29.0,-5.3,7.0,8,2,5
Volkswagen,85,5.75,2,1,1,1,2,12.5,0,0,39.0,-4.3,46.0,11,2,23
Volkswagen,85,1.47,2,1,0,0,3,16.3,1,0,22.0,-0.5,9.0,2,2,11
Volkswagen,85,1.38,3,1,1,1,3,6.9,0,0,35.0,-9.9,20.0,9,4,16
Volkswagen,85,0.3,2,1,0,0,2,15.3,0,0,22.0,-1.5,2.0,5,1,2
Volkswagen,85,1.4,2,1,0,0,2,12.3,0,0,33.0,-4.5,11.0,11,6,4
Volkswagen,85,1.5,3,0,1,0,2,14.55,0,0,46.8038038038038,-2.25,1.0,9,5,9
Volkswagen,85,1.52,3,1,1,1,3,7.6,0,0,48.0,-9.2,20.0,6,5,4
Volkswagen,85,3.5,3,1,1,1,2,17.5,0,0,49.0,0.7,20.0,6,1,9
Volkswagen,85,14.9,2,1,0,1,2,14.1,0,0,59.0,-2.7,106.0,3,5,18
Volkswagen,85,3.24,3,1,0,1,3,9.0,0,0,40.0,-7.8,36.0,9,2,28
Volkswagen,85,0.5,3,1,0,0,2,10.7,0,0,24.0,-6.1,5.0,6,2,20
Volkswagen,85,12.83,2,0,1,0,2,15.1,0,0,48.0,-1.7,85.0,1,6,31
