manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,3.62,3,1,1,1,3,18.1,0,0,47.0,1.3,20.0,5,4,20
Volkswagen,85,1.86,2,1,1,1,3,9.3,0,0,4.0,-7.5,20.0,12,2,14
Volkswagen,85,2.66,2,1,1,0,3,13.3,0,0,42.0,-3.5,20.0,12,0,26
Volkswagen,85,13.03,3,0,1,1,3,12.5,0,0,62.0,-4.3,85.0,10,0,16
Volkswagen,85,12.47,3,0,1,0,3,15.0,0,1,64.0,-1.8,34.0,10,0,8
Volkswagen,85,3.92,3,1,1,1,3,19.6,0,1,51.0,2.8,20.0,10,1,13
Volkswagen,85,0.3,3,1,0,0,2,13.2,0,0,25.0,-3.6,2.0,6,1,12
Volkswagen,85,3.7,3,1,1,1,3,18.4,0,0,46.0,1.6,20.0,6,2,10
Volkswagen,85,0.86,2,1,0,0,2,12.3,0,1,30.0,-4.5,7.0,10,2,28
Volkswagen,85,1.58,2,1,1,1,3,8.3,0,0,38.0,-8.5,19.0,4,3,7
Volkswagen,85,9.73,2,1,0,1,3,15.7,0,1,44.0,-1.1,62.0,12,5,29
Volkswagen,85,2.0,2,1,1,1,2,10.2,0,0,34.0,-6.6,20.0,1,1,30
Volkswagen,85,12.75,3,0,1,0,2,13.4,0,1,49.0,-3.4,55.0,11,3,2
Volkswagen,85,1.98,2,1,1,1,2,9.9,0,0,51.0,-6.9,20.0,2,2,1
Volkswagen,85,3.3,3,1,1,1,2,16.5,0,0,50.0,-0.3,20.0,7,2,19
Volkswagen,85,0.7,3,1,0,0,2,16.9,0,0,26.0,0.1,4.0,6,5,23
Volkswagen,85,3.56,2,1,1,1,3,19.8,1,0,31.0,3.0,18.0,12,5,20
Volkswagen,85,14.8,3,1,0,1,2,13.7,0,0,46.0,-3.1,108.0,10,3,5
Volkswagen,85,10.6,3,1,0,1,2,12.6,0,0,69.0,-4.2,84.0,7,5,28
Volkswagen,85,17.17,2,0,1,0,2,14.4,0,1,66.0,-2.4,86.0,4,3,12
Volkswagen,85,3.6,2,1,0,1,2,11.0,0,0,37.0,-5.8,33.0,12,3,7
Volkswagen,85,1.6,3,1,1,1,2,8.5,0,0,48.0,-8.3,19.0,10,2,25
Volkswagen,85,4.4,3,1,0,1,2,10.2,0,0,37.0,-6.6,43.0,8,0,20
Volkswagen,85,1.76,3,1,1,1,3,8.4,0,0,31.0,-8.4,21.0,9,4,30
Volkswagen,85,0.57,2,1,0,0,3,14.3,0,0,26.0,-2.5,4.0,3,1,8
Volkswagen,85,1.3,3,1,1,1,2,6.8,0,0,50.0,-10.0,19.0,5,0,22
Volkswagen,85,15.43,3,1,1,0,2,14.2,0,1,51.0,-2.6,80.0,10,3,5
Volkswagen,85,3.7,3,1,1,1,2,18.4,0,0,50.0,1.6,20.0,8,3,3
Volkswagen,85,1.77,2,1,0,0,3,11.8,0,0,32.0,-5.0,15.0,4,6,3
Volkswagen,85,16.58,3,0,1,0,2,14.7,0,1,63.0,-2.1,86.0,10,4,6
Volkswagen,85,1.96,2,1,1,1,3,9.8,0,0,53.0,-7.0,20.0,3,1,29
Volkswagen,85,1.12,3,1,0,0,2,14.0,0,0,28.0,-2.8,8.0,5,2,20
Volkswagen,85,0.47,2,1,0,0,2,15.7,0,0,26.0,-1.1,3.0,2,3,25
Volkswagen,85,3.42,3,1,1,1,2,17.1,0,0,52.0,0.3,20.0,6,1,28
Volkswagen,85,9.17,3,0,1,1,2,12.4,0,0,51.0,-4.4,74.0,7,5,16
Volkswagen,85,1.53,3,1,0,0,3,11.8,0,0,26.0,-5.0,13.0,8,2,24
Volkswagen,85,4.14,2,1,1,1,2,20.7,0,0,50.0,3.9,20.0,3,0,30
Volkswagen,85,5.6,2,0,0,1,2,16.9,0,1,62.0,0.1,48.0,11,2,8
Volkswagen,85,19.64,3,0,1,0,2,13.7,0,1,63.0,-3.1,34.0,11,4,3
Volkswagen,85,2.1,2,1,0,0,2,14.0,0,0,36.0,-2.8,15.0,2,1,7
Volkswagen,85,4.65,3,1,1,1,2,9.3,0,0,51.0,-7.5,50.0,8,0,31
Volkswagen,85,0.32,2,1,0,0,3,16.0,0,0,17.0,-0.8,2.0,2,3,26
Volkswagen,85,33.0,3,0,1,0,2,10.6,0,0,77.0,-6.2,311.0,8,1,21
Volkswagen,85,3.4,2,1,1,1,2,17.2,0,0,48.0,0.4,20.0,5,4,5
Volkswagen,85,6.16,3,0,1,0,2,12.6,0,1,73.0,-4.2,126.0,10,3,19
Volkswagen,85,10.97,3,0,1,0,2,12.3,0,0,73.0,-4.5,86.0,9,3,20
Volkswagen,85,3.7,2,1,0,0,2,19.6,0,0,43.0,2.8,19.0,4,3,26
Volkswagen,85,14.14,2,0,1,0,2,16.5,0,1,78.0,-0.3,87.0,12,4,22
Volkswagen,85,16.86,2,0,1,0,2,15.4,0,1,71.0,-1.4,87.0,2,3,22
Volkswagen,85,10.17,3,0,1,0,3,13.9,0,1,74.0,-2.9,100.0,10,1,16
Volkswagen,85,3.36,3,1,1,1,2,16.8,0,0,49.0,0.0,20.0,5,1,10
Volkswagen,85,15.07,2,0,0,1,2,17.1,0,1,56.0,0.3,81.0,12,4,29
Volkswagen,85,3.58,2,1,1,1,2,17.9,0,0,47.0,1.1,20.0,2,2,15
Volkswagen,85,2.6,3,1,0,1,2,7.9,0,0,41.0,-8.9,33.0,8,1,1
Volkswagen,85,0.1,3,1,0,0,2,14.2,0,0,15.0,-2.6,1.0,6,4,23
Volkswagen,85,2.24,2,1,1,1,3,10.2,0,1,43.0,-6.6,22.0,10,1,20
Volkswagen,85,4.4,3,1,0,1,2,11.4,0,0,39.0,-5.4,39.0,10,5,14
Volkswagen,85,1.68,2,1,0,1,2,14.0,0,0,55.0,-2.8,12.0,3,0,14
Volkswagen,85,4.02,2,1,1,1,3,20.1,1,0,51.0,3.3,20.0,1,1,6
Volkswagen,85,0.6,3,1,0,0,2,11.4,0,0,22.0,-5.4,5.0,6,6,17
Volkswagen,85,2.94,2,1,1,0,3,12.8,0,0,42.0,-4.0,23.0,12,0,28
Volkswagen,85,3.4,3,1,1,1,2,17.1,0,0,51.0,0.3,20.0,8,0,13
Volkswagen,85,0.4,2,1,0,0,2,11.9,0,0,28.0,-4.9,3.0,4,0,17
Volkswagen,85,2.94,2,1,0,0,3,21.0,1,0,21.0,4.2,14.0,12,2,24
Volkswagen,85,3.2,3,1,1,1,2,16.7,0,0,46.0,-0.1,19.0,5,1,30
Volkswagen,85,1.6,2,1,1,1,2,8.0,0,0,46.0,-8.8,20.0,10,3,25
Volkswagen,85,2.25,2,1,1,0,2,9.8,0,0,42.0,-7.0,23.0,2,4,26
Volkswagen,85,4.6,2,1,1,1,2,23.0,1,0,43.0,6.2,20.0,1,0,12
Volkswagen,85,1.13,3,1,0,0,3,14.1,0,0,12.0,-2.7,8.0,5,5,23
Volkswagen,85,12.72,3,0,1,0,3,13.6,0,0,82.0,-3.2,73.0,10,1,16
Volkswagen,85,0.25,3,1,0,0,2,12.5,0,0,17.0,-4.3,2.0,5,4,22
Volkswagen,85,3.0,2,0,0,1,2,13.5,0,0,57.0,-3.3,60.0,1,3,10
Volkswagen,85,1.46,3,1,1,1,2,7.3,0,0,44.0,-9.5,20.0,5,0,11
Volkswagen,85,3.6,3,1,1,1,2,18.0,0,0,47.0,1.2,20.0,5,4,8
Volkswagen,85,1.72,3,1,1,1,2,8.6,0,0,37.0,-8.2,20.0,9,1,29
Volkswagen,85,1.7,2,1,0,1,2,7.2,0,0,37.0,-9.6,24.0,10,0,15
Volkswagen,85,17.64,3,0,0,1,2,15.9,0,1,53.0,-0.9,38.0,10,5,7
Volkswagen,85,0.48,2,1,0,0,3,16.3,0,0,33.0,-0.5,3.0,12,6,25
Volkswagen,85,3.2,3,1,1,1,2,16.8,0,0,47.0,0.0,19.0,7,1,10
Volkswagen,85,4.3,3,0,1,0,2,13.3,0,0,59.0,-3.5,34.0,9,3,7
Volkswagen,85,1.3,3,1,0,1,2,6.1,0,0,38.0,-10.7,22.0,7,6,22
Volkswagen,85,0.21,2,1,0,0,3,10.7,0,0,22.0,-6.1,2.0,12,1,8
Volkswagen,85,10.5,2,1,1,1,3,13.8,1,0,46.0,-3.0,76.0,11,5,24
Volkswagen,85,2.72,3,1,0,1,2,8.5,0,0,42.0,-8.3,32.0,5,0,30
Volkswagen,85,1.38,3,1,1,1,3,6.9,0,0,35.0,-9.9,20.0,9,3,15
Volkswagen,85,4.1,2,1,1,1,2,20.3,0,0,46.0,3.5,20.0,1,2,17
Volkswagen,85,11.15,3,0,1,0,2,12.8,1,0,67.0,-4.0,71.0,7,1,24
Volkswagen,85,0.42,2,1,0,0,3,20.9,1,0,19.0,4.1,2.0,1,6,18
Volkswagen,85,4.06,2,1,0,1,2,13.1,0,0,40.0,-3.7,31.0,3,3,17
Volkswagen,85,3.7,3,1,1,1,2,18.5,0,0,47.0,1.7,20.0,9,2,13
Volkswagen,85,1.62,3,1,1,1,3,8.1,0,0,53.0,-8.7,20.0,7,3,2
Volkswagen,85,11.9,2,0,1,1,1,16.9,0,1,54.0,0.1,80.0,2,4,16
Volkswagen,85,7.27,3,0,1,0,1,12.0,0,0,71.0,-4.8,34.0,9,4,15
Volkswagen,85,3.2,2,1,0,1,2,9.8,0,0,38.0,-7.0,33.0,12,2,6
Volkswagen,85,2.32,2,1,1,1,2,10.1,0,0,39.0,-6.7,23.0,2,3,25
Volkswagen,85,3.57,2,1,0,1,2,11.9,0,0,30.0,-4.9,30.0,1,0,11
Volkswagen,85,14.69,2,0,1,0,2,14.3,0,1,59.0,-2.5,118.0,1,2,31
Volkswagen,85,6.5,3,0,1,0,2,11.0,0,0,32.0,-5.8,24.0,9,3,20
Volkswagen,85,3.8,3,1,0,0,3,10.2,0,0,27.0,-6.6,9.0,10,0,16
Volkswagen,85,1.91,3,1,0,1,3,13.7,0,0,62.0,-3.1,14.0,8,5,29
Volkswagen,85,1.58,3,1,1,1,2,7.9,0,0,44.0,-8.9,20.0,5,4,29
Volkswagen,85,17.14,2,0,1,0,2,15.3,0,1,64.0,-1.5,87.0,1,3,18
Volkswagen,85,1.3,3,1,1,1,2,6.8,0,0,52.0,-10.0,19.0,5,2,17
Volkswagen,85,3.6,2,1,1,1,2,17.8,0,0,49.0,1.0,20.0,4,3,6
Volkswagen,85,0.21,3,1,0,0,3,10.5,0,0,18.0,-6.3,2.0,6,3,18
Volkswagen,85,14.51,3,0,1,0,3,15.2,0,1,85.0,-1.6,74.0,10,4,26
Volkswagen,85,50.26,2,0,1,1,3,14.0,0,0,71.0,-2.8,359.0,11,6,27
Volkswagen,85,8.0,3,0,1,0,2,12.0,0,0,69.0,-4.8,115.0,7,1,3
Volkswagen,85,3.5,3,1,1,1,2,17.6,0,0,51.0,0.8,20.0,8,1,22
Volkswagen,85,5.62,2,1,1,1,3,21.6,1,0,45.0,4.8,26.0,12,5,20
Volkswagen,85,3.7,3,1,1,1,2,18.4,0,0,42.0,1.6,20.0,9,3,6
Volkswagen,85,4.7,3,1,0,1,2,13.8,0,0,69.0,-3.0,34.0,10,6,8
Volkswagen,85,3.96,2,1,1,1,2,19.8,0,0,50.0,3.0,20.0,2,4,17
Volkswagen,85,1.72,2,0,1,0,2,17.5,0,1,56.0,0.7,20.0,1,5,27
Volkswagen,85,3.78,2,1,1,1,3,18.9,0,0,48.0,2.1,20.0,12,3,15
Volkswagen,85,12.2,2,0,1,0,2,14.4,0,1,57.0,-2.4,44.0,12,1,5
Volkswagen,85,1.65,2,1,0,0,3,13.8,0,0,22.0,-3.0,12.0,12,6,13
Volkswagen,85,3.24,2,1,1,1,3,16.2,1,0,40.0,-0.6,20.0,1,3,22
Volkswagen,85,3.92,3,1,1,1,1,19.6,0,0,44.0,2.8,20.0,4,4,15
Volkswagen,85,13.02,3,0,1,0,2,13.1,0,0,64.0,-3.7,86.0,7,2,11
Volkswagen,85,5.1,3,1,0,1,2,13.4,0,0,57.0,-3.4,38.0,10,2,4
Volkswagen,85,10.97,2,0,1,0,1,15.1,0,0,23.0,-1.7,5.0,4,5,7
Volkswagen,85,1.7,3,1,0,0,2,11.4,0,0,41.0,-5.4,15.0,5,2,31
Volkswagen,85,12.65,2,0,1,0,2,14.5,0,1,70.0,-2.3,87.0,12,1,19
Volkswagen,85,17.53,3,0,1,0,2,14.5,0,1,65.0,-2.3,86.0,5,2,2
Volkswagen,85,3.88,2,1,1,1,2,19.4,0,0,48.0,2.6,20.0,2,2,24
Volkswagen,85,2.65,2,0,0,1,2,14.2,0,1,44.0,-2.6,21.0,12,3,28
Volkswagen,85,0.3,2,1,0,0,2,14.3,0,0,25.0,-2.5,2.0,4,1,4
Volkswagen,85,1.6,2,1,1,1,2,7.8,0,0,47.0,-9.0,20.0,11,1,13
Volkswagen,85,27.7,3,0,1,0,2,12.9,0,0,67.0,-3.9,215.0,8,6,27
Volkswagen,85,1.6,3,1,1,1,2,8.3,0,0,50.0,-8.5,19.0,9,1,5
Volkswagen,85,2.85,3,1,0,1,2,11.4,0,0,44.0,-5.4,25.0,7,6,10
Volkswagen,85,3.2,3,1,0,1,2,14.7,0,0,59.0,-2.1,22.0,10,4,6
Volkswagen,85,3.46,3,1,1,1,3,17.3,0,0,55.0,0.5,20.0,5,3,19
Volkswagen,85,2.08,2,1,0,1,2,9.9,0,0,47.0,-6.9,21.0,2,1,7
Volkswagen,85,7.49,2,0,1,1,3,14.4,0,0,62.0,-2.4,52.0,4,6,12
Volkswagen,85,3.8,2,1,1,1,2,19.0,0,0,53.0,2.2,20.0,2,0,13
Volkswagen,85,2.08,3,1,1,1,3,10.4,0,1,50.0,-6.4,20.0,10,3,15
Volkswagen,85,2.42,2,1,1,1,3,12.1,0,0,45.0,-4.7,20.0,1,0,5
Volkswagen,85,4.0,2,1,1,1,2,20.0,0,1,43.0,3.2,20.0,11,4,24
Volkswagen,85,0.4,2,1,0,0,2,14.6,0,0,26.0,-2.2,3.0,4,0,17
Volkswagen,85,2.69,3,0,0,1,2,11.1,0,0,41.0,-5.7,22.0,8,4,17
Volkswagen,85,0.63,2,1,0,0,3,15.8,0,0,24.0,-1.0,4.0,3,6,27
Volkswagen,85,2.1,3,1,0,0,2,12.6,0,0,35.0,-4.2,17.0,10,6,30
Volkswagen,85,1.2,2,1,0,0,2,13.5,0,0,22.0,-3.3,9.0,11,3,1
Volkswagen,85,3.74,3,1,1,1,3,18.7,0,1,45.0,1.9,20.0,9,2,23
Volkswagen,85,3.7,2,1,1,1,2,18.3,0,0,40.0,1.5,20.0,4,3,27
Volkswagen,85,3.5,2,1,1,1,2,17.5,0,0,56.0,0.7,20.0,4,1,11
Volkswagen,85,1.13,3,1,0,0,3,16.2,0,0,27.0,-0.6,7.0,10,2,5
Volkswagen,85,1.72,2,1,0,0,3,13.2,1,0,28.0,-3.6,13.0,2,6,22
Volkswagen,85,10.04,3,0,1,0,2,13.2,0,0,76.0,-3.6,86.0,7,0,9
Volkswagen,85,0.35,3,1,0,0,3,17.9,0,0,18.0,1.1,2.0,4,1,12
Volkswagen,85,3.4,3,1,1,1,2,17.2,0,0,44.0,0.4,20.0,9,4,8
Volkswagen,85,3.2,3,1,1,1,2,16.9,0,0,49.0,0.1,19.0,6,3,1
Volkswagen,85,1.63,2,1,0,0,3,11.7,0,0,24.0,-5.1,14.0,4,5,2
Volkswagen,85,0.27,3,1,0,0,3,13.6,0,0,24.0,-3.2,2.0,7,1,26
Volkswagen,85,3.5,2,1,1,1,2,17.3,0,0,46.0,0.5,20.0,1,0,29
Volkswagen,85,9.49,3,0,1,0,3,12.5,0,0,79.0,-4.3,71.0,7,1,31
Volkswagen,85,11.35,3,0,1,1,2,11.6,0,0,62.0,-5.2,82.0,8,6,27
Volkswagen,85,2.2,3,1,0,1,2,9.0,0,0,25.0,-7.8,24.0,9,3,6
Volkswagen,85,4.04,2,1,1,1,3,20.2,1,0,50.0,3.4,20.0,1,0,4
Volkswagen,85,3.4,2,1,1,1,2,16.9,0,0,51.0,0.1,20.0,10,4,12
Volkswagen,85,17.52,2,0,1,0,2,14.6,0,1,74.0,-2.2,88.0,1,4,26
Volkswagen,85,11.62,2,0,1,0,2,15.4,0,1,44.0,-1.4,84.0,12,2,13
Volkswagen,85,0.86,3,1,0,0,3,14.4,0,0,19.0,-2.4,6.0,7,3,14
Volkswagen,85,3.77,3,0,1,0,2,13.0,0,0,59.0,-3.8,29.0,4,5,25
Volkswagen,85,1.0,3,0,1,0,2,12.9,0,0,59.0,-3.9,34.0,9,5,23
Volkswagen,85,1.76,3,1,1,1,2,8.0,0,0,41.0,-8.8,22.0,5,1,31
Volkswagen,85,3.78,2,1,1,1,2,18.9,0,0,47.0,2.1,20.0,2,2,8
Volkswagen,85,1.96,2,1,1,1,3,9.8,0,0,33.0,-7.0,20.0,11,0,7
Volkswagen,85,29.8,3,0,1,0,2,11.5,0,0,67.0,-5.3,259.0,9,4,15
Volkswagen,85,0.4,2,1,0,0,2,8.1,0,0,24.0,-8.7,5.0,11,3,8
Volkswagen,85,10.23,2,0,0,1,2,17.3,0,1,54.0,0.5,49.0,3,2,7
Volkswagen,85,1.68,3,1,1,1,3,8.4,0,0,36.0,-8.4,20.0,6,0,27
Volkswagen,85,4.09,2,1,0,0,2,25.0,0,1,20.0,8.2,2.0,1,5,13
Volkswagen,85,0.6,3,1,0,0,2,11.0,0,0,23.0,-5.8,5.0,8,6,20
Volkswagen,85,4.08,2,1,1,1,2,20.4,0,0,51.0,3.6,20.0,1,2,18
Volkswagen,85,1.76,3,1,1,1,3,8.8,0,0,42.0,-8.0,20.0,9,2,23
Volkswagen,85,14.6,2,0,1,0,2,14.6,0,1,73.0,-2.2,87.0,12,4,22
Volkswagen,85,1.5,3,1,0,0,2,14.9,0,0,13.0,-1.9,10.0,9,3,20
Volkswagen,85,14.51,3,0,1,0,2,13.0,0,0,69.0,-3.8,101.0,9,2,26
Volkswagen,85,4.76,2,1,1,1,2,23.8,1,0,46.0,7.0,20.0,1,3,22
Volkswagen,85,1.86,3,1,1,1,3,9.3,0,0,40.0,-7.5,20.0,10,4,28
Volkswagen,85,10.38,2,0,1,0,2,15.1,0,1,77.0,-1.7,81.0,12,0,4
Volkswagen,85,0.29,3,1,0,0,2,14.4,0,0,23.0,-2.4,2.0,6,2,3
Volkswagen,85,0.44,2,1,0,0,2,14.9,0,0,28.0,-1.9,3.0,3,6,20
Volkswagen,85,3.76,2,1,1,1,3,18.8,0,0,42.0,2.0,20.0,12,3,3
Volkswagen,85,3.8,2,1,1,1,2,18.8,0,0,41.0,2.0,20.0,2,3,1
Volkswagen,85,1.8,2,1,1,1,2,8.8,0,0,54.0,-8.0,20.0,5,3,4
Volkswagen,85,1.76,2,1,1,1,3,8.8,0,0,36.0,-8.0,20.0,12,1,8
Volkswagen,85,0.4,2,1,0,0,2,19.0,1,0,11.0,2.2,2.0,11,2,14
Volkswagen,85,1.86,2,1,1,1,2,9.3,0,0,38.0,-7.5,20.0,11,3,3
Volkswagen,85,13.2,3,0,1,0,3,13.3,0,0,57.0,-3.5,104.0,10,0,16
Volkswagen,85,3.68,2,1,1,1,3,18.4,0,0,45.0,1.6,20.0,12,2,2
Volkswagen,85,26.27,2,0,1,0,2,15.1,0,0,71.0,-1.7,174.0,3,6,5
Volkswagen,85,1.3,2,1,0,0,2,13.9,0,0,25.0,-2.9,9.0,11,6,19
Volkswagen,85,0.46,3,1,0,0,3,11.5,0,0,24.0,-5.3,4.0,8,4,19
Volkswagen,85,1.82,2,1,1,1,2,9.1,0,0,42.0,-7.7,20.0,3,3,9
Volkswagen,85,16.92,3,0,1,0,2,12.4,0,0,72.0,-4.4,85.0,5,3,3
Volkswagen,85,3.2,3,1,1,1,2,16.9,0,0,46.0,0.1,19.0,6,4,2
Volkswagen,85,1.12,2,1,0,0,3,18.7,1,0,23.0,1.9,6.0,2,1,10
Volkswagen,85,12.34,3,0,1,0,3,12.6,1,0,67.0,-4.2,76.0,8,4,18
Volkswagen,85,4.14,3,1,1,1,3,20.7,0,0,37.0,3.9,20.0,4,1,26
Volkswagen,85,18.39,3,0,1,0,2,12.2,0,1,67.0,-4.6,87.0,10,2,18
Volkswagen,85,3.58,3,1,1,1,2,17.9,0,0,47.0,1.1,20.0,7,4,10
Volkswagen,85,3.4,2,1,1,1,2,17.0,0,0,43.0,0.2,20.0,11,0,12
Volkswagen,85,9.3,2,0,1,1,2,15.9,0,1,80.0,-0.9,86.0,2,6,4
Volkswagen,85,0.56,3,0,1,0,2,13.0,0,0,57.0,-3.8,16.0,7,0,23
Volkswagen,85,10.8,2,1,1,0,2,18.0,0,1,53.0,1.2,37.0,11,4,10
Volkswagen,85,2.07,3,1,1,1,2,9.0,0,0,35.0,-7.8,23.0,4,1,28
Volkswagen,85,6.196510468594218,2,0,0,1,3,17.8,0,1,53.0,1.0,80.0,2,4,8
Volkswagen,85,0.39,3,1,0,0,1,19.6,1,0,17.0,2.8,2.0,8,5,8
Volkswagen,85,0.86,2,1,0,0,3,12.3,0,0,28.0,-4.5,7.0,12,5,10
Volkswagen,85,3.4,3,1,1,1,2,17.7,0,0,41.0,0.9,19.0,5,3,3
Volkswagen,85,0.65,2,1,0,1,2,8.2,0,0,29.0,-8.6,8.0,2,5,6
Volkswagen,85,1.9,2,1,1,1,2,9.5,0,0,49.0,-7.3,20.0,2,2,8
Volkswagen,85,0.36,2,1,0,0,3,18.0,0,0,23.0,1.2,2.0,11,2,9
Volkswagen,85,20.8,3,0,1,0,2,11.7,0,0,61.0,-5.1,178.0,9,6,9
Volkswagen,85,4.9,3,1,0,0,3,14.3,0,1,36.0,-2.5,13.0,10,1,23
Volkswagen,85,1.78,3,1,1,1,2,8.9,0,0,48.0,-7.9,20.0,5,2,6
Volkswagen,85,8.64,2,1,0,1,2,13.3,0,0,37.0,-3.5,65.0,3,2,16
Volkswagen,85,3.62,2,1,1,1,2,18.1,0,0,49.0,1.3,20.0,1,2,6
Volkswagen,85,12.38,3,0,1,0,2,12.7,0,1,73.0,-4.1,80.0,9,1,26
Volkswagen,85,2.65,3,0,1,0,2,11.3,0,0,46.0,-5.5,64.0,9,1,5
Volkswagen,85,3.58,3,1,1,1,3,17.9,0,0,53.0,1.1,20.0,9,4,25
Volkswagen,85,1.83,3,1,1,1,2,8.3,0,0,43.0,-8.5,22.0,8,1,4
Volkswagen,85,16.68,2,0,1,0,2,14.2,0,1,68.0,-2.6,93.0,1,2,24
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,51.0,2.3,20.0,1,1,3
Volkswagen,85,1.8,2,1,0,1,2,8.5,0,0,52.0,-8.3,21.0,4,1,25
Volkswagen,85,15.07,3,0,1,0,2,12.3,0,0,52.0,-4.5,40.0,7,5,7
Volkswagen,85,1.8,3,1,1,1,3,9.0,0,1,38.0,-7.8,20.0,9,3,10
Volkswagen,85,0.86,2,1,0,0,2,17.2,0,0,25.0,0.4,5.0,3,0,28
Volkswagen,85,6.35,2,0,1,0,2,17.3,0,1,67.0,0.5,86.0,2,6,4
Volkswagen,85,3.8,2,1,1,1,2,18.8,0,0,45.0,2.0,20.0,11,2,22
Volkswagen,85,17.18,2,0,1,0,2,14.4,0,1,63.0,-2.4,86.0,3,1,20
Volkswagen,85,1.9,3,1,0,0,3,11.2,0,0,25.0,-5.6,17.0,9,5,10
Volkswagen,85,1.6,2,1,1,1,2,8.0,0,0,49.0,-8.8,20.0,10,0,22
Volkswagen,85,9.35,3,0,0,1,2,12.8,0,0,54.0,-4.0,78.0,7,6,1
Volkswagen,85,6.8,2,0,1,0,2,15.3,0,1,73.0,-1.5,46.0,12,1,5
Volkswagen,85,1.1,3,1,0,0,2,10.6,0,0,29.0,-6.2,10.0,5,6,13
Volkswagen,85,10.2,2,1,1,0,2,14.1,0,1,58.0,-2.7,83.0,11,3,16
Volkswagen,85,4.0,2,1,1,1,3,20.1,0,0,45.0,3.3,20.0,11,4,25
Volkswagen,85,17.26,2,0,1,0,2,15.0,0,1,66.0,-1.8,87.0,2,0,5
Volkswagen,85,10.8,3,1,0,0,1,15.9,0,0,19.0,-0.9,4.0,9,2,13
Volkswagen,85,1.4,3,1,1,1,2,7.2,0,0,52.0,-9.6,19.0,7,4,20
Volkswagen,85,2.09,2,1,0,1,3,9.5,0,1,35.0,-7.3,22.0,11,1,17
Volkswagen,85,3.2,3,1,1,1,2,16.6,0,0,45.0,-0.2,19.0,7,2,4
Volkswagen,85,56.58,2,0,1,0,1,16.4,0,0,78.0,-0.4,345.0,11,5,26
Volkswagen,85,7.1,3,1,0,1,2,11.4,0,0,62.0,-5.4,62.0,9,5,29
Volkswagen,85,2.08,2,1,1,1,2,10.4,0,0,51.0,-6.4,20.0,3,4,6
Volkswagen,85,6.7,3,0,1,0,2,12.3,0,0,76.0,-4.5,128.0,9,3,21
Volkswagen,85,4.3,3,1,0,1,2,12.3,0,0,28.0,-4.5,35.0,8,4,4
Volkswagen,85,12.58,3,0,1,0,2,10.9,0,0,76.0,-5.9,72.0,8,0,6
Volkswagen,85,3.3,3,1,0,1,2,9.4,0,0,47.0,-7.4,35.0,6,2,28
Volkswagen,85,0.1,3,1,0,0,2,14.5,0,0,20.0,-2.3,1.0,5,5,12
Volkswagen,85,3.96,2,1,1,1,2,19.8,0,0,42.0,3.0,20.0,3,4,3
Volkswagen,85,2.46,3,1,0,1,2,13.7,0,0,44.0,-3.1,18.0,6,6,26
Volkswagen,85,14.17,2,0,1,0,2,13.9,0,0,49.0,-2.9,102.0,12,5,10
Volkswagen,85,3.5,2,1,1,1,2,17.5,0,0,51.0,0.7,20.0,5,4,12
Volkswagen,85,76.58,2,0,1,0,2,13.9,0,0,70.0,-2.9,551.0,12,5,5
Volkswagen,85,2.26,3,1,1,1,3,11.3,0,0,56.0,-5.5,20.0,4,0,25
Volkswagen,85,14.32,2,0,1,0,2,16.1,0,1,68.0,-0.7,96.0,2,5,17
Volkswagen,85,1.9,3,0,0,1,2,11.3,0,0,49.0,-5.5,37.0,7,5,14
Volkswagen,85,31.7,2,0,1,0,2,12.8,0,0,67.0,-4.0,248.0,4,6,9
Volkswagen,85,3.5,3,1,1,1,2,17.5,0,0,32.0,0.7,20.0,9,3,28
Volkswagen,85,3.46,3,1,1,1,2,17.3,0,0,37.0,0.5,20.0,10,3,1
Volkswagen,85,1.68,3,1,1,1,3,8.4,0,0,41.0,-8.4,20.0,4,4,22
Volkswagen,85,8.65,2,0,1,0,2,15.1,0,1,75.0,-1.7,87.0,3,4,23
Volkswagen,85,2.43,3,0,0,1,2,18.71,0,0,46.8038038038038,1.91,11.0,8,2,30
Volkswagen,85,1.5,3,1,0,1,2,7.0,0,0,52.0,-9.8,21.0,7,1,24
Volkswagen,85,8.95,3,0,1,1,3,13.8,0,1,47.0,-3.0,89.0,10,0,22
Volkswagen,85,0.67,3,1,0,0,2,13.4,0,0,13.0,-3.4,5.0,4,0,20
Volkswagen,85,0.3,3,1,0,0,2,15.0,0,1,27.0,-1.8,2.0,9,2,30
Volkswagen,85,3.78,3,1,1,1,3,18.9,0,0,49.0,2.1,20.0,4,3,21
Volkswagen,85,16.68,2,0,1,0,2,15.5,0,1,43.0,-1.3,41.0,11,0,27
Volkswagen,85,1.4,3,1,1,1,2,7.5,0,0,51.0,-9.3,19.0,7,1,18
Volkswagen,85,3.58,3,1,1,1,2,17.9,0,0,45.0,1.1,20.0,5,3,28
Volkswagen,85,1.84,3,1,1,1,2,9.2,0,0,37.0,-7.6,20.0,9,1,29
Volkswagen,85,14.3,3,0,1,0,3,13.9,0,1,54.0,-2.9,103.0,6,6,21
