,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),user_id,month,weekday,day
10680,49.0,7.07,157231.0,3.0,1,1,1,1.0,11.29,0,0,-2.210000000000001,62.6,Tesla_Model_S_2015,5,0,21
14926,49.0,5.8,18256.0,3.0,1,0,1,1.0,12.16,0,0,-0.3399999999999998,47.7,Tesla_Model_S_2015,4,3,23
16394,88.0,17.04,24496.0,3.0,1,1,1,2.0,13.07,0,0,2.305746737554374,130.4,Tesla_Model_S_2015,1,4,25
14104,49.0,12.0,2182.0,3.0,1,1,1,1.0,13.86,0,0,1.3599999999999994,86.6,Tesla_Model_S_2015,9,6,8
12512,85.0,26.86,7368.0,3.0,0,1,1,2.0,11.1,0,0,-1.5999999999999996,242.0,Tesla_Model_S_2015,6,5,6
16724,88.0,18.72,19309.0,3.0,1,1,1,2.0,13.22,0,0,2.305746737554374,141.6,Tesla_Model_S_2015,11,4,2
16890,88.0,1.59,7078.0,3.0,1,0,0,2.0,14.11,0,0,2.305746737554374,11.3,Tesla_Model_S_2015,2,0,19
12999,85.0,0.47,39992.0,2.0,1,0,0,1.0,15.9,0,0,3.200000000000001,3.0,Tesla_Model_S_2015,12,0,26
18898,35.0,5.8,142077.0,3.0,1,1,1,1.0,13.81,0,0,1.3100000000000005,42.0,Tesla_Model_S_2015,7,2,10
12517,85.0,2.0,56466.0,3.0,1,0,1,2.0,8.8,0,0,-3.899999999999999,23.0,Tesla_Model_S_2015,10,1,10
23057,278.0,10.0,101799.0,3.0,0,1,1,1.0,19.37,0,0,3.27,230.0,Tesla_Model_S_2015,9,4,20
21562,132.0,14.19,25269.0,3.0,0,1,1,3.0,17.74,0,0,1.139999999999997,80.0,Tesla_Model_S_2015,9,6,24
11014,49.0,5.23,172307.0,3.0,1,1,1,1.0,13.66,0,0,0.1600000000000001,22.0,Tesla_Model_S_2015,11,5,3
2072,278.0,23.0,86751.0,3.0,1,1,1,1.0,18.66,0,0,2.5599999999999987,161.0,Tesla_Model_S_2015,4,3,18
8152,49.0,2.2,171219.0,3.0,1,0,1,1.0,15.841387951461192,0,0,2.305746737554374,35.0,Tesla_Model_S_2015,10,4,12
16538,88.0,9.07,9251.0,3.0,0,0,0,2.0,14.45,0,0,2.305746737554374,62.8,Tesla_Model_S_2015,4,2,11
11420,85.0,1.8,83932.0,2.0,1,1,1,2.0,8.9,0,0,-3.799999999999999,20.0,Tesla_Model_S_2015,12,3,20
18230,35.0,5.2,28762.0,3.0,1,1,1,1.0,12.68,0,0,0.1799999999999997,41.0,Tesla_Model_S_2015,9,3,25
15072,49.0,7.33,71190.0,3.0,0,1,0,1.0,13.2,0,0,0.6999999999999993,74.6,Tesla_Model_S_2015,9,4,16
9258,49.0,5.74,35674.0,2.0,1,0,1,1.0,14.83,0,0,1.33,38.7,Tesla_Model_S_2015,12,0,31
22750,278.0,26.0,152171.0,3.0,1,0,1,1.0,15.841387951461192,0,0,2.305746737554374,107.0,Tesla_Model_S_2015,9,5,24
17013,88.0,4.32,42163.0,3.0,1,0,0,2.0,14.13,0,0,2.305746737554374,30.6,Tesla_Model_S_2015,12,1,24
10475,49.0,3.4,63571.0,3.0,1,0,1,1.0,11.27,0,0,-2.2300000000000004,15.3,Tesla_Model_S_2015,5,3,22
17959,35.0,5.2,121281.0,3.0,1,1,1,1.0,12.38,0,0,-0.1199999999999992,42.0,Tesla_Model_S_2015,8,4,24
20243,35.0,4.2,72528.0,2.0,1,1,1,2.0,10.0,0,0,-2.5,42.0,Tesla_Model_S_2015,6,0,20
10069,49.0,4.2,153291.0,2.0,0,1,1,1.0,14.5,0,0,1.0,46.2,Tesla_Model_S_2015,3,4,30
6199,85.0,18.0,112040.0,3.0,0,1,1,2.0,13.1,0,0,0.4000000000000003,103.0,Tesla_Model_S_2015,9,0,16
18523,35.0,16.5,113635.0,3.0,1,0,1,1.0,12.79,0,0,0.2899999999999991,129.0,Tesla_Model_S_2015,4,6,22
22290,278.0,23.0,152064.0,3.0,1,0,1,1.0,15.841387951461192,0,0,2.305746737554374,103.0,Tesla_Model_S_2015,9,2,21
19140,35.0,6.9,135734.0,2.0,1,1,1,1.0,14.08,0,0,1.58,49.0,Tesla_Model_S_2015,3,4,29
1659,278.0,24.0,138560.0,2.0,0,0,1,1.0,24.19,0,0,8.09,18.0,Tesla_Model_S_2015,11,5,6
17168,88.0,15.78,9024.0,3.0,0,0,0,2.0,13.81,0,0,2.305746737554374,114.3,Tesla_Model_S_2015,4,5,7
22469,278.0,29.0,50526.0,2.0,1,0,1,1.0,24.11,0,0,8.009999999999998,93.0,Tesla_Model_S_2015,2,0,5
10362,49.0,6.4,78304.0,2.0,1,0,1,1.0,13.17,0,0,-0.33,48.6,Tesla_Model_S_2015,1,0,12
17746,35.0,6.6,176983.0,2.0,1,1,1,1.0,15.71,0,1,3.210000000000001,42.0,Tesla_Model_S_2015,3,0,29
18440,35.0,7.5,174160.0,2.0,1,1,1,1.0,17.44,0,1,4.940000000000001,43.0,Tesla_Model_S_2015,2,2,10
17014,88.0,14.98,29292.0,3.0,1,1,1,2.0,12.09,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,4,2,17
16709,88.0,16.67,20353.0,3.0,1,1,1,2.0,13.45,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,11,0,19
17620,35.0,5.9,29060.0,3.0,1,1,1,1.0,14.05,0,0,1.5500000000000007,42.0,Tesla_Model_S_2015,9,1,30
10401,49.0,2.83,29361.0,3.0,1,0,1,1.0,11.22,1,0,-2.28,111.3,Tesla_Model_S_2015,9,0,10
7440,85.0,9.67,51021.0,3.0,0,1,0,1.0,13.7,0,1,1.0,86.0,Tesla_Model_S_2015,4,0,16
23021,278.0,29.0,99076.0,3.0,0,1,0,1.0,19.66,0,0,3.5599999999999987,196.0,Tesla_Model_S_2015,8,4,2
7754,80.0,13.53,75650.0,3.0,1,0,1,2.0,15.14,0,0,0.1400000000000005,50.0,Tesla_Model_S_2015,5,5,21
18981,35.0,15.1,90693.0,2.0,1,1,1,3.0,17.98,0,1,5.48,84.0,Tesla_Model_S_2015,3,3,23
21126,132.0,29.5,29445.0,3.0,0,1,1,1.0,23.5,0,1,6.899999999999999,128.0,Tesla_Model_S_2015,12,6,10
9617,49.0,1.47,50838.0,3.0,1,0,1,2.0,10.94,0,0,-2.5600000000000005,44.5,Tesla_Model_S_2015,10,0,7
9196,49.0,6.1,186675.0,3.0,1,0,1,1.0,12.73,0,0,-0.7699999999999996,47.9,Tesla_Model_S_2015,6,1,25
6900,85.0,10.46,82306.0,2.0,0,0,1,1.0,16.1,0,1,3.400000000000002,50.0,Tesla_Model_S_2015,2,6,10
1398,278.0,12.0,52998.0,2.0,1,0,1,1.0,26.09,0,0,9.989999999999998,46.0,Tesla_Model_S_2015,3,3,8
7751,80.0,11.04,70281.0,2.0,1,0,1,2.0,22.36,0,1,7.359999999999999,67.0,Tesla_Model_S_2015,1,0,10
21743,132.0,11.0,65951.0,3.0,1,0,0,2.0,18.09,0,0,1.4899999999999984,34.0,Tesla_Model_S_2015,7,5,13
8021,80.0,16.6,74678.0,2.0,1,0,1,2.0,17.87,0,0,2.870000000000001,98.0,Tesla_Model_S_2015,4,5,30
10602,49.0,11.4,5610.0,3.0,1,0,1,1.0,11.05,0,0,-2.45,103.2,Tesla_Model_S_2015,8,5,27
7163,85.0,12.75,46722.0,2.0,0,1,0,2.0,18.1,0,1,5.400000000000002,53.0,Tesla_Model_S_2015,3,4,16
9650,49.0,12.94,58147.0,2.0,1,0,1,1.0,13.34,0,0,-0.1600000000000001,97.0,Tesla_Model_S_2015,2,4,28
19882,35.0,7.0,65912.0,2.0,1,1,1,3.0,16.67,0,1,4.170000000000002,42.0,Tesla_Model_S_2015,3,4,18
2020,278.0,14.0,99978.0,3.0,1,0,1,1.0,21.53,0,0,5.43,12.0,Tesla_Model_S_2015,8,0,19
21927,132.0,5.0,105062.0,3.0,1,0,1,1.0,23.93,0,1,7.329999999999998,113.0,Tesla_Model_S_2015,3,3,31
17522,88.0,4.09,8188.0,3.0,0,0,1,2.0,13.37,0,0,2.305746737554374,30.6,Tesla_Model_S_2015,3,4,16
19811,35.0,6.8,170693.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,12,4,4
10874,49.0,7.62,175456.0,2.0,1,0,1,1.0,14.49,0,0,0.9900000000000002,52.6,Tesla_Model_S_2015,1,3,10
17919,35.0,6.6,136825.0,3.0,1,1,1,1.0,15.71,0,1,3.210000000000001,42.0,Tesla_Model_S_2015,4,4,12
10262,49.0,9.5,43767.0,3.0,1,0,1,1.0,11.76,0,0,-1.7400000000000002,82.2,Tesla_Model_S_2015,6,5,15
22002,132.0,5.5,78720.0,1.0,1,0,1,2.0,24.43,0,0,7.829999999999998,39.0,Tesla_Model_S_2015,3,4,6
19008,35.0,5.7,54117.0,3.0,1,1,1,1.0,13.57,0,0,1.0700000000000005,42.0,Tesla_Model_S_2015,10,1,6
21831,132.0,1.0,79202.0,1.0,1,1,1,2.0,14.93,0,0,-1.6700000000000017,52.0,Tesla_Model_S_2015,3,6,15
23247,278.0,9.61,132503.0,3.0,1,0,1,1.0,22.27,0,0,6.169999999999998,17.0,Tesla_Model_S_2015,7,6,18
9982,49.0,11.63,130509.0,3.0,0,1,0,1.0,13.42,0,0,-0.08,64.5,Tesla_Model_S_2015,4,0,17
20613,35.0,15.6,95799.0,3.0,1,0,1,1.0,13.22,1,0,0.7200000000000006,118.0,Tesla_Model_S_2015,6,0,19
22004,132.0,36.2,95122.0,3.0,0,1,0,2.0,15.54,0,0,-1.0600000000000025,394.0,Tesla_Model_S_2015,8,2,4
19367,35.0,5.7,93142.0,3.0,1,1,1,1.0,13.9,0,0,1.4000000000000004,41.0,Tesla_Model_S_2015,5,2,3
6081,85.0,10.98,98648.0,3.0,0,1,1,3.0,14.2,0,0,1.5,84.0,Tesla_Model_S_2015,6,4,21
14908,49.0,10.95,27514.0,3.0,1,0,1,1.0,11.62,0,0,-0.8800000000000008,94.2,Tesla_Model_S_2015,9,2,16
18435,35.0,5.3,115964.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,Tesla_Model_S_2015,6,1,5
7992,80.0,5.52,53110.0,3.0,0,0,1,2.0,20.79,0,0,5.789999999999999,23.0,Tesla_Model_S_2015,10,0,19
9498,49.0,13.11,56706.0,2.0,1,0,1,1.0,13.73,0,0,0.2300000000000004,96.8,Tesla_Model_S_2015,1,3,30
20966,132.0,30.0,35061.0,3.0,1,1,1,2.0,25.64,0,1,9.04,117.0,Tesla_Model_S_2015,2,4,23
2048,278.0,50.0,90691.0,3.0,1,1,1,3.0,20.8,0,0,4.699999999999999,186.0,Tesla_Model_S_2015,6,0,3
20076,35.0,7.3,153688.0,2.0,1,1,1,1.0,16.98,0,1,4.48,43.0,Tesla_Model_S_2015,1,1,21
13970,49.0,9.35,32725.0,2.0,1,1,1,1.0,14.94,0,0,2.4399999999999995,79.6,Tesla_Model_S_2015,12,0,28
22762,278.0,18.0,42929.0,2.0,1,1,1,1.0,24.8,0,0,8.7,160.0,Tesla_Model_S_2015,11,3,9
10895,49.0,9.08,29560.0,3.0,0,0,1,1.0,14.41,0,0,0.91,47.0,Tesla_Model_S_2015,9,2,12
10559,49.0,10.8,178230.0,2.0,1,1,1,3.0,14.54,0,0,1.0399999999999991,74.3,Tesla_Model_S_2015,3,6,3
14021,49.0,6.96,7065.0,2.0,1,0,1,1.0,14.47,0,0,1.9700000000000009,48.1,Tesla_Model_S_2015,11,3,21
7503,80.0,16.4,75793.0,3.0,1,0,1,2.0,15.14,0,0,0.1400000000000005,138.0,Tesla_Model_S_2015,5,1,24
22343,278.0,24.0,143760.0,2.0,1,0,1,1.0,23.39,0,0,7.289999999999999,112.0,Tesla_Model_S_2015,3,4,11
10113,49.0,7.05,125910.0,2.0,1,0,1,1.0,14.48,0,0,0.9800000000000004,48.7,Tesla_Model_S_2015,2,4,10
9468,49.0,7.22,121348.0,3.0,1,0,1,1.0,14.7,0,0,1.1999999999999993,49.1,Tesla_Model_S_2015,11,5,5
14569,49.0,6.66,59635.0,2.0,1,0,1,1.0,13.27,0,0,0.7699999999999996,50.2,Tesla_Model_S_2015,3,3,10
2648,278.0,29.0,150786.0,3.0,1,0,1,1.0,21.56,0,0,5.459999999999997,143.0,Tesla_Model_S_2015,9,0,5
14988,49.0,12.15,69016.0,3.0,0,1,1,3.0,14.34,1,0,1.84,65.4,Tesla_Model_S_2015,8,5,13
6954,85.0,13.11,115819.0,3.0,0,1,1,2.0,14.4,0,0,1.700000000000001,95.0,Tesla_Model_S_2015,10,3,10
7383,85.0,16.66,33648.0,2.0,0,1,0,2.0,14.1,0,1,1.4000000000000004,81.0,Tesla_Model_S_2015,12,4,15
6581,85.0,13.77,105128.0,3.0,0,1,1,1.0,12.4,0,0,-0.2999999999999989,122.0,Tesla_Model_S_2015,7,1,30
1455,278.0,47.0,119094.0,3.0,0,1,0,1.0,21.98,0,0,5.879999999999999,299.0,Tesla_Model_S_2015,7,5,4
18002,35.0,6.8,33075.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,12,0,1
20334,35.0,4.9,52924.0,3.0,1,1,1,1.0,11.67,0,0,-0.8300000000000001,42.0,Tesla_Model_S_2015,9,3,17
21560,132.0,22.0,96813.0,3.0,0,1,1,2.0,17.3,0,0,0.6999999999999993,153.0,Tesla_Model_S_2015,9,0,6
7085,85.0,10.97,49440.0,2.0,0,1,0,3.0,15.1,0,0,2.4000000000000004,5.0,Tesla_Model_S_2015,4,5,7
18016,35.0,8.5,22914.0,3.0,0,1,0,1.0,14.17,0,0,1.67,60.0,Tesla_Model_S_2015,6,6,22
2324,278.0,27.0,102337.0,3.0,1,1,1,1.0,19.37,0,0,3.27,152.0,Tesla_Model_S_2015,9,4,27
8034,80.0,8.7,56206.0,2.0,0,0,1,2.0,25.49,0,1,10.489999999999998,37.0,Tesla_Model_S_2015,1,0,11
13727,85.0,1.67,14309.0,3.0,1,0,1,2.0,7.6,0,0,-5.1,22.0,Tesla_Model_S_2015,10,3,1
6367,85.0,12.08,63324.0,3.0,0,1,0,2.0,12.9,0,0,0.200000000000001,115.0,Tesla_Model_S_2015,7,5,14
22767,278.0,25.0,14690.0,3.0,1,0,1,1.0,24.16,0,0,8.059999999999999,47.0,Tesla_Model_S_2015,9,1,20
19442,35.0,8.5,127976.0,2.0,1,1,1,1.0,20.24,0,1,7.739999999999998,42.0,Tesla_Model_S_2015,12,1,4
7148,85.0,12.19,90027.0,3.0,0,0,1,2.0,14.0,0,0,1.3000000000000007,62.0,Tesla_Model_S_2015,4,1,23
14744,49.0,13.78,66697.0,3.0,1,0,1,1.0,11.33,0,0,-1.17,121.6,Tesla_Model_S_2015,6,2,29
16441,88.0,1.22,14266.0,3.0,0,0,0,2.0,9.48,0,0,2.305746737554374,12.9,Tesla_Model_S_2015,8,0,6
14324,49.0,6.49,54264.0,2.0,0,1,0,1.0,15.3,0,0,2.8000000000000007,51.2,Tesla_Model_S_2015,12,1,7
18978,35.0,7.4,178894.0,3.0,1,1,1,1.0,16.82,0,1,4.32,44.0,Tesla_Model_S_2015,5,0,3
9789,49.0,13.7,83675.0,3.0,1,1,1,1.0,11.82,0,0,-1.6799999999999995,110.7,Tesla_Model_S_2015,4,5,18
6573,85.0,12.1,109963.0,3.0,0,1,1,2.0,14.1,0,0,1.4000000000000004,96.0,Tesla_Model_S_2015,9,1,3
19678,35.0,7.8,61770.0,2.0,1,1,1,3.0,18.57,0,1,6.07,42.0,Tesla_Model_S_2015,1,2,20
14916,49.0,7.88,14883.0,2.0,1,0,1,1.0,14.92,0,0,2.42,52.8,Tesla_Model_S_2015,2,4,21
17529,88.0,4.29,18358.0,3.0,1,0,0,2.0,11.11,0,0,2.305746737554374,38.6,Tesla_Model_S_2015,10,6,21
2111,278.0,14.0,53311.0,2.0,1,1,1,1.0,24.85,0,0,8.75,80.0,Tesla_Model_S_2015,3,4,9
22256,278.0,16.0,141362.0,2.0,1,0,1,1.0,28.34,0,0,12.239999999999998,42.0,Tesla_Model_S_2015,1,6,16
8069,80.0,10.0,24500.0,3.0,1,0,1,1.0,18.35,1,0,3.3500000000000014,90.0,Tesla_Model_S_2015,11,6,24
9379,49.0,14.25,36531.0,2.0,1,0,1,1.0,14.68,0,0,1.1799999999999995,101.3,Tesla_Model_S_2015,1,3,24
9875,49.0,5.69,91656.0,3.0,0,1,1,1.0,10.19,0,0,-3.3100000000000005,94.6,Tesla_Model_S_2015,8,1,11
17495,88.0,1.96,30156.0,3.0,1,0,0,2.0,11.07,0,0,2.305746737554374,17.7,Tesla_Model_S_2015,5,6,12
19483,35.0,6.1,57249.0,2.0,1,1,1,1.0,14.52,0,1,2.02,42.0,Tesla_Model_S_2015,11,0,16
14237,49.0,9.53,7623.0,2.0,0,1,0,1.0,14.37,0,0,1.8699999999999992,63.2,Tesla_Model_S_2015,11,3,28
22689,278.0,50.0,117382.0,3.0,1,1,1,1.0,21.93,0,0,5.829999999999998,228.0,Tesla_Model_S_2015,6,5,13
10410,49.0,0.1,155681.0,3.0,0,1,1,1.0,11.75,0,0,-1.75,59.0,Tesla_Model_S_2015,4,2,25
7391,85.0,11.64,100897.0,3.0,0,1,1,3.0,17.9,0,0,5.199999999999999,28.0,Tesla_Model_S_2015,7,4,5
9931,49.0,10.98,115553.0,3.0,1,0,1,1.0,11.28,0,0,-2.2200000000000006,97.3,Tesla_Model_S_2015,9,4,2
21880,132.0,2.79,84131.0,3.0,1,0,1,2.0,19.79,0,0,3.1899999999999977,149.0,Tesla_Model_S_2015,11,6,1
8797,49.0,12.13,81901.0,3.0,1,1,1,1.0,12.42,0,0,-1.08,97.7,Tesla_Model_S_2015,3,1,24
13643,85.0,2.14,14985.0,2.0,1,1,1,2.0,10.7,0,1,-2.0,20.0,Tesla_Model_S_2015,10,2,21
18520,35.0,8.8,172964.0,2.0,1,1,1,1.0,19.56,0,1,7.059999999999999,45.0,Tesla_Model_S_2015,1,3,21
18044,35.0,4.9,52778.0,3.0,1,1,1,2.0,11.67,0,0,-0.8300000000000001,42.0,Tesla_Model_S_2015,9,2,16
9474,49.0,16.6,6364.0,3.0,1,0,1,1.0,11.35,0,0,-2.1500000000000004,146.3,Tesla_Model_S_2015,9,3,8
6342,85.0,8.1,70121.0,3.0,0,1,0,2.0,11.8,0,0,-0.8999999999999986,104.0,Tesla_Model_S_2015,9,4,7
14070,49.0,5.87,40460.0,3.0,1,0,1,1.0,12.57,0,0,0.0700000000000002,46.7,Tesla_Model_S_2015,5,4,28
22728,278.0,62.0,49647.0,2.0,0,1,0,1.0,22.61,0,0,6.509999999999998,293.0,Tesla_Model_S_2015,1,2,24
14051,49.0,12.44,51856.0,3.0,1,0,1,1.0,13.18,0,0,0.6799999999999997,92.6,Tesla_Model_S_2015,10,3,28
8219,49.0,5.51,163376.0,3.0,1,0,1,1.0,11.5,0,0,-2.0,47.9,Tesla_Model_S_2015,7,0,30
17897,35.0,13.0,108631.0,2.0,1,1,1,1.0,19.4,0,1,6.899999999999999,67.0,Tesla_Model_S_2015,2,0,12
21093,132.0,8.0,37829.0,3.0,1,1,1,1.0,18.24,0,0,1.639999999999997,65.0,Tesla_Model_S_2015,5,1,1
1449,278.0,11.0,72438.0,3.0,0,1,1,1.0,23.13,0,0,7.029999999999998,119.0,Tesla_Model_S_2015,10,3,4
16574,88.0,14.08,26301.0,3.0,1,1,1,2.0,12.68,0,0,2.305746737554374,111.0,Tesla_Model_S_2015,2,5,23
19452,35.0,8.3,117150.0,3.0,0,0,1,3.0,14.07,0,0,1.5700000000000005,59.0,Tesla_Model_S_2015,6,0,18
21242,132.0,2.2,76070.0,1.0,1,1,1,1.0,17.48,0,1,0.879999999999999,164.0,Tesla_Model_S_2015,1,6,12
18069,35.0,5.4,94289.0,3.0,1,1,1,1.0,12.56,0,0,0.0600000000000005,43.0,Tesla_Model_S_2015,5,1,16
8769,49.0,6.56,161294.0,3.0,1,1,1,1.0,11.74,0,0,-1.7599999999999998,43.4,Tesla_Model_S_2015,7,2,4
20250,35.0,5.1,123067.0,3.0,1,1,1,1.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,9,0,17
2100,278.0,16.0,27031.0,2.0,0,1,0,1.0,22.9,0,0,6.799999999999997,151.0,Tesla_Model_S_2015,3,4,10
8497,49.0,8.54,141733.0,3.0,1,1,1,1.0,10.92,0,0,-2.58,78.2,Tesla_Model_S_2015,8,5,26
10217,49.0,4.66,160471.0,3.0,1,0,1,1.0,12.53,0,0,-0.9700000000000006,17.0,Tesla_Model_S_2015,6,1,26
23053,278.0,18.0,128199.0,2.0,1,1,1,1.0,27.0,0,0,10.9,69.0,Tesla_Model_S_2015,1,1,26
20672,35.0,4.6,74482.0,2.0,1,1,1,1.0,10.95,0,0,-1.5500000000000007,42.0,Tesla_Model_S_2015,7,2,13
19923,35.0,17.4,110124.0,2.0,1,1,1,1.0,20.0,0,1,7.5,87.0,Tesla_Model_S_2015,3,0,5
14221,49.0,10.1,34140.0,2.0,1,1,1,1.0,15.841387951461192,0,0,2.305746737554374,70.5,Tesla_Model_S_2015,1,5,30
14336,49.0,8.1,13713.0,2.0,1,0,1,1.0,14.62,0,0,2.119999999999999,52.6,Tesla_Model_S_2015,1,4,31
20669,35.0,6.5,20326.0,3.0,1,1,1,1.0,15.48,0,0,2.9800000000000004,42.0,Tesla_Model_S_2015,5,0,12
10938,49.0,3.7,143695.0,3.0,0,0,1,1.0,11.05,0,0,-2.45,70.5,Tesla_Model_S_2015,9,5,23
10019,49.0,5.6,180682.0,3.0,0,1,0,1.0,11.73,0,0,-1.7699999999999996,42.5,Tesla_Model_S_2015,4,6,7
9913,49.0,11.61,83892.0,3.0,1,1,1,1.0,11.38,1,0,-2.119999999999999,102.0,Tesla_Model_S_2015,4,1,21
1994,278.0,23.0,39776.0,3.0,1,1,1,1.0,23.06,0,0,6.959999999999997,242.0,Tesla_Model_S_2015,9,0,11
2523,278.0,23.0,111399.0,2.0,1,1,1,1.0,22.47,0,0,6.369999999999997,7.0,Tesla_Model_S_2015,1,4,31
16957,88.0,11.92,51941.0,3.0,1,1,1,2.0,12.99,0,0,2.305746737554374,91.7,Tesla_Model_S_2015,11,0,16
21750,132.0,5.0,106544.0,3.0,1,0,0,2.0,14.28,0,0,-2.320000000000002,8.0,Tesla_Model_S_2015,5,5,28
20746,35.0,8.0,88134.0,2.0,1,1,1,1.0,19.05,0,1,6.550000000000001,42.0,Tesla_Model_S_2015,2,1,14
19010,35.0,4.2,49152.0,3.0,1,1,1,2.0,10.24,0,0,-2.26,41.0,Tesla_Model_S_2015,7,0,20
1440,278.0,44.0,83878.0,2.0,0,1,0,1.0,20.1,0,0,4.0,267.0,Tesla_Model_S_2015,3,5,23
20412,35.0,7.0,108354.0,2.0,1,1,1,1.0,16.67,0,1,4.170000000000002,42.0,Tesla_Model_S_2015,2,2,7
13327,85.0,2.56,19312.0,2.0,1,1,1,2.0,13.5,0,1,0.8000000000000007,19.0,Tesla_Model_S_2015,1,0,18
9915,49.0,5.25,115048.0,3.0,0,1,1,1.0,10.91,1,0,-2.59,95.2,Tesla_Model_S_2015,8,1,23
1409,278.0,38.0,138022.0,2.0,0,1,1,1.0,24.19,0,0,8.09,231.0,Tesla_Model_S_2015,10,0,25
12728,85.0,3.2,73250.0,3.0,1,1,1,2.0,16.9,0,0,4.199999999999999,19.0,Tesla_Model_S_2015,7,4,6
15085,49.0,5.84,61759.0,3.0,1,0,1,1.0,12.32,0,0,-0.1799999999999997,47.4,Tesla_Model_S_2015,4,3,21
7072,85.0,12.04,104798.0,3.0,0,1,1,1.0,12.6,0,0,-0.0999999999999996,87.0,Tesla_Model_S_2015,7,0,29
21542,132.0,28.96,58497.0,1.0,1,0,1,2.0,19.81,0,0,3.2099999999999973,25.0,Tesla_Model_S_2015,3,5,9
19053,35.0,5.2,69731.0,2.0,1,1,1,1.0,12.38,0,0,-0.1199999999999992,42.0,Tesla_Model_S_2015,5,0,9
14265,49.0,5.9,27935.0,3.0,1,0,1,1.0,11.78,0,0,-0.7200000000000006,50.1,Tesla_Model_S_2015,9,4,25
9645,49.0,10.21,82224.0,3.0,1,1,1,1.0,13.06,0,0,-0.4399999999999995,78.2,Tesla_Model_S_2015,3,5,28
20182,35.0,5.1,73681.0,2.0,0,0,1,1.0,13.78,0,0,1.2799999999999994,37.0,Tesla_Model_S_2015,7,6,3
10030,49.0,10.51,53098.0,2.0,1,0,1,1.0,13.37,0,0,-0.1300000000000007,78.6,Tesla_Model_S_2015,11,0,18
9240,49.0,5.02,154859.0,3.0,0,1,0,1.0,10.85,0,0,-2.6500000000000004,40.8,Tesla_Model_S_2015,4,6,15
19428,35.0,5.1,148106.0,3.0,1,1,1,1.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,10,0,21
7167,85.0,10.04,66727.0,3.0,0,0,1,2.0,13.1,0,0,0.4000000000000003,66.0,Tesla_Model_S_2015,8,6,12
2463,278.0,27.0,20129.0,2.0,0,1,1,1.0,25.94,0,0,9.84,145.0,Tesla_Model_S_2015,12,3,8
18176,35.0,1.0,49203.0,3.0,1,0,1,1.0,11.11,1,0,-1.3900000000000006,9.0,Tesla_Model_S_2015,7,1,21
9160,49.0,6.47,147539.0,3.0,1,0,1,1.0,12.71,0,0,-0.7899999999999991,50.9,Tesla_Model_S_2015,11,3,23
10146,49.0,2.6,20492.0,3.0,1,0,1,2.0,11.58,0,0,-1.92,84.4,Tesla_Model_S_2015,5,0,7
22381,278.0,55.0,52299.0,2.0,1,1,1,1.0,28.44,0,0,12.34,117.0,Tesla_Model_S_2015,2,0,26
20022,35.0,9.1,48531.0,3.0,1,0,1,1.0,13.0,1,0,0.5,70.0,Tesla_Model_S_2015,7,6,12
12537,85.0,3.06,9784.0,3.0,1,1,1,3.0,56.0,0,0,43.3,20.0,Tesla_Model_S_2015,7,3,9
8127,80.0,13.49,39759.0,3.0,0,1,0,1.0,13.8,0,1,-1.1999999999999993,317.0,Tesla_Model_S_2015,5,0,25
18886,35.0,7.1,33870.0,2.0,1,1,1,1.0,16.9,0,1,4.399999999999999,42.0,Tesla_Model_S_2015,12,3,11
18637,35.0,6.6,154585.0,2.0,1,1,1,1.0,15.35,0,1,2.85,43.0,Tesla_Model_S_2015,2,1,4
22078,278.0,17.0,50433.0,2.0,1,0,1,1.0,24.11,0,0,8.009999999999998,39.0,Tesla_Model_S_2015,2,4,2
11073,49.0,7.54,41820.0,3.0,1,1,1,1.0,11.86,0,0,-1.6400000000000006,63.6,Tesla_Model_S_2015,5,4,10
8594,49.0,7.0,138581.0,3.0,0,1,1,1.0,11.04,0,0,-2.460000000000001,51.8,Tesla_Model_S_2015,8,2,2
10593,49.0,3.45,125308.0,2.0,1,1,1,1.0,14.15,0,0,0.6500000000000004,66.7,Tesla_Model_S_2015,1,5,28
12039,85.0,0.94,15502.0,2.0,1,0,1,2.0,11.8,0,1,-0.8999999999999986,8.0,Tesla_Model_S_2015,10,3,29
14142,49.0,7.44,57181.0,2.0,1,0,1,1.0,15.47,0,1,2.9700000000000006,48.1,Tesla_Model_S_2015,1,1,25
2548,278.0,14.0,140434.0,2.0,0,0,1,1.0,28.46,0,0,12.36,63.0,Tesla_Model_S_2015,12,1,21
18341,35.0,8.9,127531.0,2.0,1,1,1,1.0,20.7,0,1,8.2,43.0,Tesla_Model_S_2015,11,2,28
19430,35.0,5.1,147982.0,3.0,1,1,1,1.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,10,4,18
