,power(kW),trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,park_heating,avg_speed(km/h),ecr_deviation,month,weekday,day
13819,49.0,47.9,5.28,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.48,8.0,4.0,9.0
13820,49.0,97.0,10.57,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.6,8.0,3.0,8.0
13821,49.0,113.9,11.94,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.02,8.0,1.0,6.0
13822,49.0,47.6,5.03,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.93,8.0,4.0,2.0
13823,49.0,103.0,11.02,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.8,8.0,3.0,1.0
13824,49.0,113.2,12.16,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.76,7.0,2.0,31.0
13825,49.0,52.3,5.52,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.95,7.0,4.0,26.0
13826,49.0,94.8,10.06,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.89,7.0,3.0,25.0
13827,49.0,96.2,10.22,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.88,7.0,2.0,24.0
13828,49.0,64.6,11.51,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.53,7.0,5.0,20.0
13829,49.0,58.5,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.53,7.0,5.0,20.0
13830,49.0,55.0,6.22,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.19,7.0,4.0,19.0
13831,49.0,94.1,10.28,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.58,7.0,3.0,18.0
13832,49.0,110.8,12.03,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.64,7.0,2.0,17.0
13833,49.0,68.2,7.62,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.33,7.0,5.0,13.0
13834,49.0,108.0,14.34,3.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.11,7.0,3.0,11.0
13835,49.0,71.2,4.81,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.11,7.0,2.0,10.0
13836,49.0,96.5,9.5,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-3.11,7.0,2.0,10.0
13837,49.0,72.7,9.4,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.57,7.0,1.0,9.0
13838,49.0,75.7,7.16,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.37,7.0,0.0,8.0
13839,49.0,44.0,3.65,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,6.0,7.0
13840,49.0,58.4,5.74,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,6.0,7.0
13841,49.0,68.3,11.41,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.11,7.0,5.0,6.0
13842,49.0,79.2,3.92,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.11,7.0,5.0,6.0
13843,49.0,84.7,13.25,3.0,0.0,1.0,1.0,3.0,0.0,0.0,-2.01,7.0,4.0,5.0
13844,49.0,28.3,4.52,3.0,0.0,0.0,1.0,3.0,0.0,0.0,-2.01,7.0,3.0,4.0
13845,49.0,63.3,4.8,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.01,7.0,3.0,4.0
13846,49.0,105.3,9.78,3.0,0.0,1.0,0.0,3.0,0.0,0.0,-2.01,7.0,3.0,4.0
13847,49.0,12.1,1.34,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.43,7.0,2.0,3.0
13848,49.0,139.6,15.78,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.2,7.0,2.0,3.0
13849,49.0,99.4,11.82,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.61,6.0,5.0,29.0
13850,49.0,94.8,10.92,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.98,6.0,2.0,26.0
13851,49.0,123.5,14.32,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.9,6.0,1.0,25.0
13852,49.0,101.9,11.1,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.61,6.0,5.0,22.0
13853,49.0,49.2,5.28,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.77,6.0,2.0,19.0
13854,49.0,96.3,10.37,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.73,6.0,1.0,18.0
13855,49.0,71.8,14.44,3.0,1.0,0.0,1.0,2.0,0.0,0.0,-2.44,6.0,0.0,17.0
13856,49.0,111.9,5.87,3.0,1.0,0.0,1.0,2.0,0.0,0.0,-2.44,6.0,6.0,16.0
13857,49.0,44.9,2.84,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,16.0
13858,49.0,15.8,2.8,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.74,6.0,6.0,16.0
13859,49.0,82.2,9.5,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.74,6.0,5.0,15.0
13860,49.0,36.2,4.18,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.74,6.0,5.0,15.0
13861,49.0,44.4,4.52,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.74,6.0,5.0,15.0
13862,49.0,25.5,2.77,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.64,6.0,4.0,14.0
13863,49.0,95.6,10.62,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.39,6.0,3.0,13.0
13864,49.0,122.1,13.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.85,6.0,2.0,12.0
13865,49.0,54.0,5.82,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.72,6.0,4.0,7.0
13866,49.0,96.3,10.79,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.3,6.0,3.0,6.0
13867,49.0,108.8,12.39,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.11,6.0,1.0,4.0
13868,49.0,83.5,9.89,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.66,5.0,4.0,31.0
13869,49.0,98.2,11.76,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.52,5.0,3.0,30.0
13870,49.0,101.7,12.25,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.45,5.0,1.0,28.0
13871,49.0,103.9,13.45,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.55,5.0,0.0,27.0
13872,49.0,48.2,5.91,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.24,5.0,4.0,24.0
13873,49.0,90.7,11.55,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.77,5.0,4.0,24.0
13874,49.0,102.0,11.99,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.75,5.0,3.0,23.0
13875,49.0,80.2,9.4,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.78,5.0,0.0,20.0
13876,49.0,99.8,11.6,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.88,5.0,4.0,17.0
13877,49.0,99.9,11.66,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.83,5.0,2.0,15.0
13878,49.0,114.4,14.26,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.03,5.0,1.0,14.0
13879,49.0,108.5,13.8,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.78,5.0,5.0,11.0
13880,49.0,107.5,13.3,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.13,5.0,5.0,11.0
13881,49.0,42.3,5.1,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.44,5.0,4.0,10.0
13882,49.0,63.6,7.54,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.64,5.0,4.0,10.0
13883,49.0,105.3,12.04,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.07,5.0,3.0,9.0
13884,49.0,115.5,13.39,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.91,5.0,0.0,6.0
13885,49.0,121.3,15.71,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.58,5.0,6.0,5.0
13886,49.0,107.4,11.54,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.58,5.0,5.0,4.0
13887,49.0,79.0,9.38,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.63,5.0,4.0,3.0
13888,49.0,97.3,11.32,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.87,5.0,2.0,1.0
13889,49.0,122.1,15.98,3.0,0.0,1.0,1.0,3.0,0.0,0.0,-0.41,4.0,6.0,28.0
13890,49.0,65.7,7.19,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.56,4.0,5.0,27.0
13891,49.0,96.2,10.88,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.19,4.0,3.0,25.0
13892,49.0,95.9,12.02,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.97,4.0,1.0,23.0
13893,49.0,116.3,14.44,3.0,0.0,1.0,1.0,3.0,0.0,0.0,-1.08,4.0,6.0,21.0
13894,49.0,110.9,13.35,3.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.46,4.0,5.0,20.0
13895,49.0,53.2,6.08,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.07,4.0,4.0,19.0
13896,49.0,96.7,11.21,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.03,4.0,3.0,18.0
13897,49.0,124.3,14.14,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.03,4.0,2.0,17.0
13898,49.0,61.4,9.19,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.34,4.0,4.0,12.0
13899,49.0,11.3,11.86,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.34,4.0,3.0,11.0
13900,49.0,99.8,3.03,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.34,4.0,3.0,11.0
13901,49.0,86.0,11.7,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.34,4.0,1.0,9.0
13902,49.0,99.7,13.75,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.06,4.0,5.0,6.0
13903,49.0,100.5,13.16,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.06,4.0,3.0,4.0
13904,49.0,74.3,12.16,2.0,1.0,1.0,1.0,3.0,0.0,0.0,2.87,4.0,1.0,2.0
13905,49.0,71.2,10.15,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.76,3.0,6.0,31.0
13906,49.0,43.8,11.31,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.62,3.0,4.0,29.0
13907,49.0,45.7,1.33,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.62,3.0,4.0,29.0
13908,49.0,100.4,14.34,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.52,3.0,4.0,29.0
13909,49.0,100.8,13.86,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.52,3.0,1.0,26.0
13910,49.0,97.6,12.42,2.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.77,3.0,6.0,24.0
13911,49.0,66.3,9.33,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.57,3.0,5.0,23.0
13912,49.0,98.1,13.53,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.07,3.0,5.0,23.0
13913,49.0,103.3,13.81,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.07,3.0,2.0,20.0
13914,49.0,55.5,7.47,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.04,3.0,0.0,18.0
13915,49.0,100.7,15.08,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.48,3.0,6.0,17.0
13916,49.0,64.9,8.86,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.15,3.0,5.0,16.0
13917,49.0,54.6,11.79,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.8,3.0,5.0,16.0
13918,49.0,102.1,10.62,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.8,3.0,3.0,14.0
13919,49.0,48.7,6.83,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.52,3.0,1.0,12.0
13920,49.0,79.9,10.42,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.46,3.0,0.0,11.0
13921,49.0,52.6,7.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.62,3.0,4.0,8.0
13922,49.0,97.6,12.34,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.62,3.0,3.0,7.0
13923,49.0,96.9,12.85,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.24,3.0,1.0,5.0
13924,49.0,42.8,6.74,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.01,3.0,6.0,3.0
13925,49.0,102.6,12.91,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.01,3.0,4.0,1.0
13926,49.0,101.1,13.92,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.27,2.0,3.0,28.0
13927,49.0,62.9,9.11,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.98,2.0,0.0,25.0
13928,49.0,48.9,7.36,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.4,2.0,4.0,22.0
13929,49.0,99.8,13.46,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.4,2.0,3.0,21.0
13930,49.0,97.6,13.42,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.4,2.0,2.0,20.0
13931,49.0,83.8,12.06,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.89,2.0,5.0,16.0
13932,49.0,49.2,7.17,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.27,2.0,4.0,15.0
13933,49.0,97.2,13.13,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.27,2.0,3.0,14.0
13934,49.0,100.4,13.68,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.27,2.0,1.0,12.0
13935,49.0,64.2,9.58,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.42,2.0,6.0,10.0
13936,49.0,48.7,6.82,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.5,2.0,4.0,8.0
13937,49.0,103.3,16.03,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.81,2.0,3.0,7.0
13938,49.0,103.7,13.6,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.81,2.0,1.0,5.0
13939,49.0,46.1,6.63,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.88,2.0,5.0,2.0
13940,49.0,48.3,6.83,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.64,2.0,4.0,1.0
13941,49.0,100.2,13.53,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.19,2.0,4.0,1.0
13942,49.0,98.1,13.61,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.19,1.0,2.0,30.0
13943,49.0,67.2,10.09,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.51,1.0,6.0,27.0
13944,49.0,88.2,12.87,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.09,1.0,5.0,26.0
13945,49.0,48.3,7.71,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.18,1.0,3.0,24.0
13946,49.0,101.3,14.25,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.18,1.0,3.0,24.0
13947,49.0,48.6,8.53,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.05,1.0,1.0,22.0
13948,49.0,70.6,10.24,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0,20.0
13949,49.0,27.8,6.59,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.29,1.0,4.0,18.0
13950,49.0,103.8,12.88,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.29,1.0,3.0,17.0
13951,49.0,51.8,7.88,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.19,1.0,1.0,15.0
13952,49.0,75.1,10.76,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.19,1.0,0.0,14.0
13953,49.0,48.6,6.84,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.57,1.0,4.0,11.0
13954,49.0,100.4,14.41,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.11,1.0,4.0,11.0
13955,49.0,102.9,12.82,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.11,1.0,1.0,8.0
13956,49.0,45.0,14.49,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.37,1.0,6.0,6.0
13957,49.0,81.1,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.37,1.0,6.0,6.0
13958,49.0,38.7,5.74,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.33,12.0,0.0,31.0
13959,49.0,106.0,14.53,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.21,12.0,5.0,29.0
13960,49.0,74.8,11.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.21,12.0,4.0,28.0
13961,49.0,64.0,9.51,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.36,12.0,3.0,27.0
13962,49.0,46.1,7.68,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.16,12.0,2.0,26.0
13963,49.0,72.5,9.81,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.03,12.0,1.0,25.0
13964,49.0,67.4,11.82,2.0,1.0,1.0,1.0,3.0,1.0,0.0,4.04,12.0,6.0,23.0
13965,49.0,76.2,13.06,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.58,12.0,5.0,22.0
13966,49.0,38.4,5.37,2.0,1.0,0.0,1.0,3.0,0.0,0.0,2.58,12.0,5.0,22.0
13967,49.0,55.6,7.84,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.6,12.0,5.0,22.0
13968,49.0,103.7,15.89,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.37,12.0,4.0,21.0
13969,49.0,89.1,12.77,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.37,12.0,1.0,18.0
13970,49.0,54.3,7.82,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.9,12.0,0.0,17.0
13971,49.0,103.3,13.84,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.59,12.0,5.0,15.0
13972,49.0,62.0,9.45,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.59,12.0,5.0,15.0
13973,49.0,52.1,7.69,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,12.0,4.0,14.0
13974,49.0,96.1,13.8,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,12.0,3.0,13.0
13975,49.0,96.7,13.59,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.55,12.0,1.0,11.0
13976,49.0,54.0,8.45,2.0,1.0,0.0,1.0,3.0,0.0,0.0,2.15,12.0,6.0,9.0
13977,49.0,48.5,6.82,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.43,12.0,4.0,7.0
13978,49.0,104.8,14.71,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.43,12.0,3.0,6.0
13979,49.0,102.9,14.17,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.43,12.0,2.0,5.0
13980,49.0,86.4,13.37,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.97,12.0,6.0,2.0
13981,49.0,99.7,13.4,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.06,12.0,5.0,1.0
13982,49.0,98.8,13.56,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.22,11.0,3.0,29.0
13983,49.0,107.2,14.41,2.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.06,11.0,1.0,27.0
13984,49.0,40.4,7.29,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.09,11.0,5.0,24.0
13985,49.0,105.8,12.31,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.09,11.0,5.0,24.0
13986,49.0,111.6,15.1,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.03,11.0,3.0,22.0
13987,49.0,108.6,15.13,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.43,11.0,1.0,20.0
13988,49.0,96.5,12.56,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.48,11.0,5.0,17.0
13989,49.0,100.5,14.13,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.56,11.0,3.0,15.0
13990,49.0,84.7,11.46,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.03,11.0,0.0,12.0
13991,49.0,100.6,13.25,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.33,11.0,5.0,10.0
13992,49.0,96.3,12.89,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.11,11.0,2.0,7.0
13993,49.0,115.6,15.89,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.25,11.0,0.0,5.0
13994,49.0,102.1,12.66,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.1,11.0,5.0,3.0
13995,49.0,122.2,15.75,2.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.61,11.0,3.0,1.0
13996,49.0,55.0,7.29,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.25,10.0,4.0,26.0
13997,49.0,113.2,14.03,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.11,10.0,4.0,26.0
13998,49.0,53.8,6.85,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.77,10.0,2.0,24.0
13999,49.0,108.7,12.61,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.9,10.0,2.0,24.0
14000,49.0,112.1,13.9,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.1,10.0,6.0,21.0
14001,49.0,54.1,6.72,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.08,10.0,3.0,18.0
14002,49.0,110.5,13.52,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.26,10.0,2.0,17.0
14003,49.0,53.1,15.67,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.17,10.0,1.0,16.0
14004,49.0,130.6,6.98,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.17,10.0,0.0,15.0
14005,49.0,129.6,15.93,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.21,10.0,6.0,14.0
14006,49.0,12.0,1.98,3.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,10.0,5.0,13.0
14007,49.0,98.1,11.89,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.38,10.0,5.0,13.0
14008,49.0,95.5,11.68,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.27,10.0,2.0,10.0
14009,49.0,103.6,12.58,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.36,10.0,0.0,8.0
14010,49.0,99.9,12.6,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.89,10.0,5.0,6.0
14011,49.0,49.0,6.01,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.23,10.0,3.0,4.0
14012,49.0,105.5,12.13,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.0,10.0,2.0,3.0
14013,49.0,131.6,14.61,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-2.4,9.0,6.0,30.0
14014,49.0,43.4,11.45,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-0.97,9.0,4.0,28.0
14015,49.0,69.6,2.71,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.97,9.0,4.0,28.0
14016,49.0,99.4,11.87,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.56,9.0,3.0,27.0
14017,49.0,109.5,12.12,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.43,9.0,2.0,26.0
14018,49.0,73.4,10.16,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.34,9.0,6.0,23.0
14019,49.0,78.4,9.72,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.1,9.0,5.0,22.0
14020,49.0,99.0,11.56,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.82,9.0,4.0,21.0
14021,49.0,120.2,14.07,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.79,9.0,3.0,20.0
14022,49.0,38.6,14.94,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,1.0,18.0
14023,49.0,109.2,3.1,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,17.0
14024,49.0,76.5,7.58,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,17.0
14025,49.0,89.1,10.35,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.88,9.0,6.0,16.0
14026,49.0,63.7,9.85,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.55,9.0,5.0,15.0
14027,49.0,50.1,3.28,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.55,9.0,5.0,15.0
14028,49.0,44.2,2.59,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.55,9.0,5.0,15.0
14029,49.0,47.0,9.08,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.91,9.0,2.0,12.0
14030,49.0,101.2,12.28,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.91,9.0,2.0,12.0
14031,49.0,50.1,16.16,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.28,9.0,1.0,11.0
14032,49.0,111.3,2.83,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.28,9.0,0.0,10.0
14033,49.0,106.2,11.04,3.0,0.0,1.0,1.0,3.0,0.0,0.0,-2.28,9.0,0.0,10.0
14034,49.0,81.7,9.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-2.48,9.0,6.0,9.0
14035,49.0,54.6,6.2,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.14,9.0,4.0,7.0
14036,49.0,100.8,11.1,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.49,9.0,3.0,6.0
14037,49.0,106.5,11.5,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.7,9.0,1.0,4.0
14038,49.0,133.0,16.25,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.78,9.0,5.0,1.0
14039,49.0,104.5,11.58,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.78,8.0,4.0,31.0
14040,49.0,98.1,10.84,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.45,8.0,2.0,29.0
14041,49.0,103.2,13.39,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.14,8.0,0.0,27.0
14042,49.0,71.5,6.46,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.14,8.0,3.0,23.0
14043,49.0,115.5,12.91,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.32,8.0,3.0,23.0
14044,49.0,98.2,11.98,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.3,8.0,1.0,21.0
14045,49.0,100.1,11.77,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.74,8.0,6.0,19.0
14046,49.0,99.7,10.38,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.09,8.0,4.0,17.0
14047,49.0,97.5,10.56,3.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.67,8.0,2.0,15.0
14048,49.0,118.7,13.2,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-2.38,8.0,0.0,13.0
14049,49.0,61.4,12.67,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.83,8.0,6.0,12.0
14050,49.0,75.6,3.32,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-1.83,8.0,5.0,11.0
14051,49.0,111.1,12.71,3.0,1.0,1.0,1.0,3.0,0.0,0.0,-2.06,8.0,5.0,11.0
