,power(kW),trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,park_heating,avg_speed(km/h),ecr_deviation,month,weekday,day
9263,85.0,16.0,1.9,2.0,1.0,0.0,0.0,2.0,0.0,31.0,-0.9,2.0,6.0,24.0
9264,85.0,15.0,1.6,2.0,1.0,0.0,0.0,2.0,0.0,31.0,-2.1,2.0,6.0,24.0
9265,85.0,162.0,21.1,2.0,0.0,1.0,0.0,2.0,0.0,79.0,0.3,2.0,5.0,23.0
9266,85.0,196.0,29.4,2.0,0.0,1.0,0.0,2.0,0.0,83.0,2.3,2.0,5.0,23.0
9267,85.0,43.0,6.1,2.0,1.0,0.0,1.0,2.0,0.0,67.0,1.4,2.0,5.0,23.0
9268,85.0,7.0,0.9,2.0,1.0,0.0,0.0,2.0,0.0,25.0,0.6,2.0,5.0,23.0
9269,85.0,23.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,42.0,-3.9,2.0,4.0,22.0
9270,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,48.0,5.1,2.0,4.0,22.0
9271,85.0,21.0,1.9,2.0,1.0,0.0,1.0,2.0,0.0,30.0,-3.5,2.0,3.0,21.0
9272,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,54.0,4.8,2.0,3.0,21.0
9273,85.0,24.0,2.1,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-3.9,2.0,2.0,20.0
9274,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,53.0,4.9,2.0,2.0,20.0
9275,85.0,63.0,7.7,2.0,1.0,0.0,1.0,2.0,0.0,58.0,-0.4,2.0,1.0,19.0
9276,85.0,2.0,0.3,2.0,1.0,0.0,0.0,2.0,0.0,14.0,0.6,2.0,1.0,19.0
9277,85.0,4.0,0.5,2.0,1.0,0.0,0.0,2.0,0.0,18.0,0.6,2.0,1.0,19.0
9278,85.0,23.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,31.0,-1.5,2.0,6.0,17.0
9279,85.0,38.0,4.4,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-1.1,2.0,6.0,17.0
9280,85.0,23.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,52.0,0.2,2.0,5.0,16.0
9281,85.0,63.0,8.7,2.0,1.0,0.0,1.0,2.0,0.0,62.0,1.1,2.0,4.0,15.0
9282,85.0,8.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,22.0,0.7,2.0,4.0,15.0
9283,85.0,10.0,1.2,2.0,1.0,0.0,0.0,2.0,0.0,22.0,-0.3,2.0,4.0,15.0
9284,85.0,24.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,27.0,-2.9,2.0,3.0,14.0
9285,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,52.0,5.5,2.0,3.0,14.0
9286,85.0,27.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,26.0,-3.0,2.0,2.0,13.0
9287,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,53.0,5.9,2.0,2.0,13.0
9288,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,42.0,5.4,2.0,1.0,12.0
9289,85.0,23.0,2.1,2.0,1.0,0.0,1.0,2.0,0.0,41.0,-3.4,2.0,1.0,12.0
9290,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,46.0,-3.2,2.0,0.0,11.0
9291,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,44.0,5.6,2.0,0.0,11.0
9292,85.0,9.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,30.0,-0.8,2.0,5.0,9.0
9293,85.0,9.0,1.2,2.0,1.0,0.0,0.0,2.0,0.0,37.0,0.7,2.0,5.0,9.0
9294,85.0,24.0,2.1,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-4.0,2.0,4.0,8.0
9295,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,46.0,6.5,2.0,4.0,8.0
9296,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,48.0,6.3,2.0,3.0,7.0
9297,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-4.7,2.0,3.0,7.0
9298,85.0,24.0,2.1,2.0,1.0,0.0,1.0,2.0,0.0,36.0,-4.0,2.0,2.0,6.0
9299,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,46.0,4.7,2.0,2.0,6.0
9300,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-4.0,2.0,1.0,5.0
9301,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,48.0,5.7,2.0,1.0,5.0
9302,85.0,225.0,32.9,2.0,0.0,1.0,0.0,2.0,0.0,81.0,1.9,2.0,0.0,4.0
9303,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,46.0,-4.2,2.0,0.0,4.0
9304,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,53.0,6.4,2.0,0.0,4.0
9305,85.0,162.0,23.3,2.0,0.0,1.0,0.0,2.0,0.0,78.0,1.7,2.0,5.0,2.0
9306,85.0,45.0,6.3,2.0,1.0,0.0,1.0,2.0,0.0,59.0,1.3,2.0,5.0,2.0
9307,85.0,24.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,35.0,-2.8,2.0,4.0,1.0
9308,85.0,20.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,50.0,7.3,2.0,4.0,1.0
9309,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,48.0,-3.2,1.0,3.0,31.0
9310,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,42.0,6.5,1.0,3.0,31.0
9311,85.0,25.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,36.0,-2.2,1.0,2.0,30.0
9312,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,49.0,5.6,1.0,2.0,30.0
9313,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,33.0,6.3,1.0,1.0,29.0
9314,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,52.0,-3.3,1.0,1.0,29.0
9315,85.0,24.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,35.0,-2.8,1.0,0.0,28.0
9316,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,43.0,6.3,1.0,0.0,28.0
9317,85.0,25.0,3.6,2.0,1.0,0.0,1.0,2.0,0.0,51.0,1.7,1.0,6.0,27.0
9318,85.0,30.0,4.7,2.0,1.0,0.0,1.0,2.0,0.0,54.0,2.9,1.0,6.0,27.0
9319,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-3.9,1.0,4.0,25.0
9320,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,47.0,5.3,1.0,4.0,25.0
9321,85.0,24.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,39.0,-1.8,1.0,3.0,24.0
9322,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,45.0,5.8,1.0,3.0,24.0
9323,85.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-2.9,1.0,2.0,23.0
9324,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,42.0,6.4,1.0,2.0,23.0
9325,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,45.0,6.2,1.0,1.0,22.0
9326,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,51.0,-4.0,1.0,1.0,22.0
9327,85.0,25.0,2.7,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-1.9,1.0,0.0,21.0
9328,85.0,20.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,40.0,12.3,1.0,0.0,21.0
9329,85.0,5.0,0.8,2.0,1.0,0.0,0.0,2.0,0.0,25.0,3.5,1.0,6.0,20.0
9330,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,23.0,2.2,1.0,6.0,20.0
9331,85.0,28.0,4.3,2.0,1.0,0.0,1.0,2.0,0.0,30.0,2.7,1.0,5.0,19.0
9332,85.0,2.0,0.3,2.0,1.0,0.0,0.0,2.0,0.0,18.0,3.5,1.0,5.0,19.0
9333,85.0,20.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,39.0,12.4,1.0,4.0,18.0
9334,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,47.0,-3.3,1.0,4.0,18.0
9335,85.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-2.8,1.0,3.0,17.0
9336,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,47.0,5.9,1.0,3.0,17.0
9337,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,43.0,-4.3,1.0,2.0,16.0
9338,85.0,23.0,4.1,2.0,1.0,0.0,1.0,2.0,0.0,42.0,5.1,1.0,2.0,16.0
9339,85.0,23.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,48.0,4.8,1.0,1.0,15.0
9340,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-4.2,1.0,1.0,15.0
9341,85.0,20.0,2.1,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-2.2,1.0,0.0,14.0
9342,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,41.0,6.4,1.0,0.0,14.0
9343,85.0,7.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,28.0,2.7,1.0,6.0,13.0
9344,85.0,5.0,0.8,2.0,1.0,0.0,0.0,2.0,0.0,18.0,2.7,1.0,5.0,12.0
9345,85.0,23.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,39.0,-2.4,1.0,4.0,11.0
9346,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,48.0,5.4,1.0,4.0,11.0
9347,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,50.0,5.3,1.0,3.0,10.0
9348,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-3.6,1.0,3.0,10.0
9349,85.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-2.9,1.0,2.0,9.0
9350,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,50.0,5.6,1.0,2.0,9.0
9351,85.0,24.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,36.0,-2.0,1.0,1.0,8.0
9352,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,46.0,4.6,1.0,1.0,8.0
9353,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,52.0,-3.6,1.0,0.0,7.0
9354,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,45.0,6.0,1.0,0.0,7.0
9355,85.0,162.0,24.9,2.0,0.0,1.0,0.0,2.0,0.0,78.0,2.7,1.0,6.0,6.0
9356,85.0,162.0,21.7,2.0,0.0,1.0,0.0,2.0,0.0,78.0,0.7,1.0,5.0,5.0
9357,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,21.0,1.8,1.0,4.0,4.0
9358,85.0,23.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,42.0,-1.4,1.0,4.0,4.0
9359,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,52.0,5.6,1.0,4.0,4.0
9360,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-3.8,1.0,3.0,3.0
9361,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,52.0,5.2,1.0,3.0,3.0
9362,85.0,7.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,18.0,2.3,1.0,2.0,2.0
9363,85.0,169.0,25.0,2.0,0.0,1.0,0.0,2.0,0.0,72.0,2.1,1.0,1.0,1.0
9364,85.0,168.0,23.5,2.0,0.0,1.0,0.0,2.0,0.0,75.0,1.3,12.0,5.0,29.0
9365,85.0,369.0,49.8,2.0,0.0,1.0,0.0,2.0,0.0,77.0,0.8,12.0,4.0,28.0
9366,85.0,7.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,19.0,2.8,12.0,4.0,28.0
9367,85.0,373.0,47.0,2.0,0.0,1.0,0.0,2.0,0.0,78.0,-0.1,12.0,3.0,27.0
9368,85.0,12.0,1.9,2.0,1.0,0.0,0.0,2.0,0.0,15.0,3.0,12.0,3.0,27.0
9369,85.0,36.0,4.7,2.0,1.0,0.0,1.0,2.0,0.0,53.0,0.3,12.0,2.0,26.0
9370,85.0,43.0,5.6,2.0,1.0,0.0,1.0,2.0,0.0,46.0,0.3,12.0,2.0,26.0
9371,85.0,3.0,0.5,2.0,1.0,0.0,0.0,2.0,0.0,14.0,4.3,12.0,0.0,24.0
9372,85.0,10.0,1.5,2.0,1.0,0.0,0.0,2.0,0.0,24.0,2.3,12.0,6.0,23.0
9373,85.0,3.0,0.3,2.0,1.0,0.0,0.0,2.0,0.0,29.0,-1.9,12.0,6.0,23.0
9374,85.0,22.0,3.3,2.0,1.0,0.0,1.0,2.0,0.0,40.0,2.5,12.0,5.0,22.0
9375,85.0,19.0,2.3,2.0,1.0,0.0,0.0,2.0,0.0,47.0,-0.5,12.0,5.0,22.0
9376,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,46.0,-3.7,12.0,4.0,21.0
9377,85.0,20.0,4.1,2.0,1.0,1.0,1.0,2.0,0.0,52.0,7.7,12.0,4.0,21.0
9378,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,41.0,-3.8,12.0,3.0,20.0
9379,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,45.0,4.4,12.0,3.0,20.0
9380,85.0,23.0,2.3,2.0,1.0,0.0,1.0,2.0,0.0,32.0,-2.8,12.0,2.0,19.0
9381,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,42.0,5.5,12.0,2.0,19.0
9382,85.0,26.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,44.0,-3.6,12.0,1.0,18.0
9383,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,49.0,5.8,12.0,1.0,18.0
9384,85.0,20.0,3.9,2.0,1.0,1.0,1.0,2.0,0.0,50.0,6.7,12.0,0.0,17.0
9385,85.0,21.0,1.9,2.0,1.0,0.0,1.0,2.0,0.0,45.0,-3.5,12.0,0.0,17.0
9386,85.0,5.0,0.8,2.0,1.0,0.0,0.0,2.0,0.0,24.0,2.7,12.0,6.0,16.0
9387,85.0,4.0,0.5,2.0,1.0,0.0,0.0,2.0,0.0,23.0,0.9,12.0,6.0,16.0
9388,85.0,4.0,0.3,2.0,1.0,0.0,0.0,2.0,0.0,32.0,-4.3,12.0,5.0,15.0
9389,85.0,4.0,0.8,2.0,1.0,0.0,0.0,2.0,0.0,19.0,7.6,12.0,5.0,15.0
9390,85.0,21.0,2.6,2.0,1.0,0.0,1.0,2.0,0.0,28.0,-0.5,12.0,4.0,14.0
9391,85.0,43.0,5.1,2.0,1.0,0.0,1.0,2.0,0.0,33.0,-0.8,12.0,4.0,14.0
9392,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,48.0,4.6,12.0,4.0,14.0
9393,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,39.0,6.4,12.0,3.0,13.0
9394,85.0,22.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,38.0,-1.8,12.0,3.0,13.0
9395,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,42.0,-3.3,12.0,2.0,12.0
9396,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,44.0,4.7,12.0,2.0,12.0
9397,85.0,26.0,3.1,2.0,1.0,0.0,1.0,2.0,0.0,34.0,-0.9,12.0,1.0,11.0
9398,85.0,23.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,42.0,4.8,12.0,1.0,11.0
9399,85.0,20.0,3.8,2.0,1.0,1.0,1.0,2.0,0.0,37.0,6.2,12.0,0.0,10.0
9400,85.0,27.0,2.9,2.0,1.0,0.0,1.0,2.0,0.0,41.0,-2.1,12.0,0.0,10.0
9401,85.0,3.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,33.0,1.6,12.0,6.0,9.0
9402,85.0,3.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,29.0,-1.0,12.0,6.0,9.0
9403,85.0,49.0,7.3,2.0,1.0,0.0,1.0,2.0,0.0,29.0,2.2,12.0,6.0,9.0
9404,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,44.0,-3.8,12.0,4.0,7.0
9405,85.0,23.0,4.2,2.0,1.0,0.0,1.0,2.0,0.0,41.0,5.6,12.0,4.0,7.0
9406,85.0,3.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,19.0,2.2,12.0,3.0,6.0
9407,85.0,3.0,0.5,2.0,1.0,0.0,0.0,2.0,0.0,17.0,3.0,12.0,1.0,4.0
9408,85.0,325.0,38.4,2.0,0.0,1.0,0.0,2.0,0.0,65.0,-0.9,12.0,0.0,3.0
9409,85.0,174.0,21.8,2.0,0.0,1.0,0.0,2.0,0.0,66.0,-0.2,11.0,4.0,30.0
9410,85.0,324.0,43.7,2.0,0.0,1.0,0.0,2.0,0.0,59.0,0.8,11.0,4.0,30.0
9411,85.0,86.0,12.9,2.0,1.0,0.0,1.0,2.0,0.0,36.0,2.3,11.0,2.0,28.0
9412,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,43.0,-3.9,11.0,2.0,28.0
9413,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,46.0,6.0,11.0,2.0,28.0
9414,85.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,33.0,-2.7,11.0,1.0,27.0
9415,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,48.0,5.2,11.0,1.0,27.0
9416,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,51.0,-3.7,11.0,0.0,26.0
9417,85.0,76.0,10.5,2.0,1.0,1.0,1.0,3.0,0.0,46.0,1.1,11.0,5.0,24.0
9418,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,21.0,2.1,11.0,4.0,23.0
9419,85.0,3.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,22.0,1.0,11.0,3.0,22.0
9420,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,22.0,2.7,11.0,2.0,21.0
9421,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,44.0,5.3,11.0,1.0,20.0
9422,85.0,24.0,2.5,2.0,1.0,0.0,1.0,2.0,0.0,42.0,-2.2,11.0,1.0,20.0
9423,85.0,20.0,1.9,2.0,1.0,1.0,1.0,2.0,0.0,48.0,-3.4,11.0,0.0,19.0
9424,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,43.0,5.3,11.0,0.0,19.0
9425,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,22.0,1.7,11.0,6.0,18.0
9426,85.0,4.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,24.0,2.2,11.0,6.0,18.0
9427,85.0,27.0,2.4,2.0,1.0,0.0,1.0,2.0,0.0,29.0,-3.8,11.0,4.0,16.0
9428,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,45.0,5.9,11.0,4.0,16.0
9429,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,44.0,5.8,11.0,3.0,15.0
9430,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,44.0,-3.9,11.0,3.0,15.0
9431,85.0,37.0,3.6,2.0,1.0,0.0,1.0,2.0,0.0,45.0,-2.9,11.0,2.0,14.0
9432,85.0,2.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,11.0,6.3,11.0,2.0,14.0
9433,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,48.0,5.0,11.0,2.0,14.0
9434,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,47.0,-4.9,11.0,1.0,13.0
9435,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,40.0,4.3,11.0,1.0,13.0
9436,85.0,22.0,1.9,2.0,1.0,0.0,1.0,2.0,0.0,41.0,-4.1,11.0,0.0,12.0
9437,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,43.0,4.3,11.0,0.0,12.0
9438,85.0,84.0,11.3,2.0,1.0,0.0,1.0,2.0,0.0,66.0,0.7,11.0,6.0,11.0
9439,85.0,41.0,5.5,2.0,1.0,0.0,1.0,2.0,0.0,48.0,0.7,11.0,6.0,11.0
9440,85.0,89.0,11.6,2.0,1.0,0.0,1.0,2.0,0.0,73.0,0.3,11.0,6.0,11.0
9441,85.0,27.0,3.3,2.0,1.0,0.0,1.0,2.0,0.0,51.0,-0.4,11.0,5.0,10.0
9442,85.0,24.0,1.9,2.0,1.0,0.0,1.0,2.0,0.0,36.0,-4.7,11.0,4.0,9.0
9443,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,49.0,4.4,11.0,4.0,9.0
9444,85.0,5.0,0.4,2.0,1.0,0.0,0.0,2.0,0.0,24.0,-4.6,11.0,3.0,8.0
9445,85.0,16.0,1.6,2.0,1.0,0.0,0.0,2.0,0.0,35.0,-2.7,11.0,3.0,8.0
9446,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,45.0,4.8,11.0,3.0,8.0
9447,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,41.0,4.7,11.0,2.0,7.0
9448,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,45.0,-4.7,11.0,2.0,7.0
9449,85.0,29.0,2.5,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-4.0,11.0,1.0,6.0
9450,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,49.0,4.2,11.0,1.0,6.0
9451,85.0,20.0,1.5,2.0,1.0,1.0,1.0,2.0,0.0,45.0,-5.0,11.0,0.0,5.0
9452,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,51.0,4.4,11.0,0.0,5.0
9453,85.0,11.0,1.4,2.0,1.0,0.0,0.0,2.0,0.0,33.0,-0.4,11.0,6.0,4.0
9454,85.0,16.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,30.0,0.1,11.0,6.0,4.0
9455,85.0,5.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,26.0,9.8,11.0,6.0,4.0
9456,85.0,90.0,12.4,2.0,1.0,0.0,1.0,2.0,0.0,49.0,1.1,11.0,5.0,3.0
9457,85.0,20.0,1.7,2.0,1.0,1.0,1.0,2.0,0.0,44.0,-4.1,11.0,4.0,2.0
9458,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,50.0,4.9,11.0,4.0,2.0
9459,85.0,9.0,1.2,2.0,1.0,0.0,0.0,2.0,0.0,22.0,0.8,11.0,3.0,1.0
9460,85.0,24.0,2.1,2.0,1.0,0.0,1.0,2.0,0.0,26.0,-4.1,10.0,2.0,31.0
9461,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,49.0,4.9,10.0,2.0,31.0
9462,85.0,20.0,3.7,2.0,1.0,1.0,1.0,2.0,0.0,50.0,5.8,10.0,1.0,30.0
9463,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-3.7,10.0,1.0,30.0
9464,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,47.0,-3.5,10.0,0.0,29.0
9465,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,50.0,4.7,10.0,0.0,29.0
9466,85.0,3.0,0.5,2.0,1.0,0.0,0.0,2.0,0.0,25.0,2.3,10.0,6.0,28.0
9467,85.0,6.0,0.7,2.0,1.0,0.0,0.0,2.0,0.0,22.0,-0.7,10.0,6.0,28.0
9468,85.0,5.0,0.7,2.0,1.0,0.0,0.0,2.0,0.0,22.0,1.8,10.0,6.0,28.0
9469,85.0,15.0,1.9,2.0,1.0,0.0,0.0,2.0,0.0,24.0,0.1,10.0,5.0,27.0
9470,85.0,20.0,1.8,2.0,1.0,1.0,1.0,2.0,0.0,46.0,-3.7,10.0,4.0,26.0
9471,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,49.0,4.8,10.0,4.0,26.0
9472,85.0,20.0,3.5,2.0,1.0,1.0,1.0,2.0,0.0,50.0,4.7,10.0,3.0,25.0
9473,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,46.0,-4.7,10.0,3.0,25.0
9474,85.0,24.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,35.0,-4.2,10.0,2.0,24.0
9475,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,46.0,5.1,10.0,2.0,24.0
9476,85.0,22.0,2.2,2.0,1.0,0.0,1.0,2.0,0.0,32.0,-2.7,10.0,1.0,23.0
9477,85.0,20.0,3.6,2.0,1.0,1.0,1.0,2.0,0.0,51.0,5.4,10.0,1.0,23.0
9478,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-4.7,10.0,0.0,22.0
9479,85.0,20.0,3.3,2.0,1.0,1.0,1.0,2.0,0.0,48.0,3.9,10.0,0.0,22.0
9480,85.0,173.0,20.8,2.0,0.0,1.0,0.0,2.0,0.0,69.0,-0.7,10.0,6.0,21.0
9481,85.0,9.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,23.0,-0.4,10.0,6.0,21.0
9482,85.0,192.0,21.5,2.0,0.0,1.0,0.0,2.0,0.0,59.0,-1.5,10.0,4.0,19.0
9483,85.0,20.0,3.3,2.0,1.0,1.0,1.0,2.0,0.0,47.0,3.9,10.0,4.0,19.0
9484,85.0,20.0,1.6,2.0,1.0,1.0,1.0,2.0,0.0,50.0,-4.7,10.0,3.0,18.0
9485,85.0,20.0,3.3,2.0,1.0,1.0,1.0,2.0,0.0,48.0,3.8,10.0,3.0,18.0
9486,85.0,20.0,1.4,2.0,1.0,1.0,1.0,2.0,0.0,49.0,-5.8,10.0,2.0,17.0
9487,85.0,20.0,3.3,2.0,1.0,1.0,1.0,2.0,0.0,47.0,3.7,10.0,2.0,17.0
9488,85.0,20.0,3.3,2.0,1.0,1.0,1.0,2.0,0.0,44.0,4.0,10.0,1.0,16.0
9489,85.0,2.0,0.3,2.0,1.0,0.0,0.0,2.0,0.0,24.0,1.9,10.0,1.0,16.0
9490,85.0,21.0,1.4,2.0,1.0,0.0,1.0,2.0,0.0,40.0,-6.0,10.0,1.0,16.0
9491,85.0,24.0,1.7,2.0,1.0,0.0,1.0,2.0,0.0,37.0,-5.5,10.0,0.0,15.0
9492,85.0,20.0,3.2,2.0,1.0,1.0,1.0,2.0,0.0,46.0,3.5,10.0,0.0,15.0
9493,85.0,8.0,1.1,2.0,1.0,0.0,0.0,2.0,0.0,27.0,1.0,10.0,6.0,14.0
9494,85.0,7.0,0.6,2.0,1.0,0.0,0.0,2.0,0.0,33.0,-3.7,10.0,6.0,14.0
9495,85.0,20.0,1.4,2.0,1.0,1.0,1.0,2.0,0.0,43.0,-5.5,10.0,4.0,12.0
9496,85.0,20.0,3.4,2.0,1.0,1.0,1.0,2.0,0.0,51.0,4.2,10.0,4.0,12.0
