,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),month,weekday,day
21365,132.0,4.17,92487.0,3.0,1,0,1,2.0,14.38,0,0,-2.2200000000000006,29.0,6,6,27
7128,85.0,15.8,51541.0,3.0,0,1,0,2.0,12.5,0,1,-0.1999999999999993,86.0,4,3,19
6821,85.0,6.14,51637.0,3.0,1,1,0,2.0,12.3,0,0,-0.3999999999999986,76.0,4,3,19
19883,35.0,6.2,90819.0,2.0,1,1,1,3.0,14.76,0,0,2.26,42.0,3,4,24
7072,85.0,2.86,84484.0,2.0,0,1,0,2.0,16.8,0,0,4.100000000000001,17.0,3,0,11
6178,85.0,11.8,25244.0,3.0,0,1,0,2.0,13.6,0,1,0.9000000000000004,81.0,10,3,5
2484,278.0,31.0,61857.0,3.0,1,1,1,1.0,20.14,0,0,4.039999999999999,188.0,6,5,23
20273,35.0,4.8,78088.0,2.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,9,3,15
7390,85.0,8.14,109621.0,3.0,0,1,1,1.0,14.0,0,0,1.3000000000000007,84.0,8,5,31
2108,278.0,14.0,143450.0,2.0,1,0,1,1.0,23.39,0,0,7.289999999999999,48.0,3,4,4
1676,278.0,27.0,71275.0,3.0,1,0,1,1.0,19.77,0,0,3.669999999999998,122.0,9,4,21
10050,49.0,7.75,160877.0,3.0,0,1,1,1.0,11.15,0,0,-2.35,38.2,7,6,1
13899,49.0,8.59,15748.0,2.0,1,0,1,1.0,14.02,0,0,1.5199999999999996,48.3,3,1,10
20642,35.0,9.9,99576.0,3.0,1,1,1,1.0,13.94,1,0,1.4399999999999995,71.0,8,6,6
7515,80.0,27.1,7075.0,2.0,0,0,1,1.0,17.8,0,1,2.8000000000000007,96.0,1,0,7
14396,49.0,10.34,53903.0,2.0,0,1,0,1.0,15.76,0,1,3.26,61.7,12,4,3
17929,35.0,4.8,179461.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,5,1,11
12576,85.0,6.38,7798.0,3.0,0,1,0,3.0,15.2,0,0,2.5,42.0,6,1,9
21511,132.0,7.23,65917.0,3.0,1,0,1,2.0,18.09,0,0,1.4899999999999984,64.0,7,4,12
21727,132.0,15.77,105113.0,3.0,1,1,1,1.0,23.93,0,1,7.329999999999998,0.1,4,0,4
18533,35.0,6.2,136478.0,3.0,1,1,1,1.0,14.76,0,0,2.26,42.0,4,1,9
10923,49.0,3.25,170101.0,3.0,1,1,0,1.0,11.62,0,0,-1.8800000000000008,24.5,10,3,4
7117,85.0,4.11,22422.0,3.0,0,1,0,3.0,12.2,0,0,-0.5,126.0,9,4,15
7797,80.0,14.12,37357.0,3.0,0,1,0,1.0,11.77,0,1,-3.2300000000000004,71.0,5,6,10
23085,278.0,32.0,71525.0,3.0,1,1,1,1.0,22.93,0,0,6.829999999999998,187.0,9,3,27
21757,132.0,21.87,43597.0,3.0,0,1,1,1.0,16.9,0,0,0.2999999999999971,122.0,7,3,12
7495,80.0,3.46,42594.0,3.0,0,1,0,1.0,16.9,1,0,1.8999999999999984,15.0,6,3,25
6545,85.0,11.16,92177.0,3.0,0,0,1,1.0,14.4,0,1,1.700000000000001,62.0,5,4,10
8650,49.0,7.34,124235.0,2.0,1,0,1,1.0,15.23,0,0,1.7300000000000004,48.2,1,2,4
13962,49.0,6.46,16410.0,2.0,1,0,1,1.0,12.4,0,0,-0.0999999999999996,52.1,3,1,17
18548,35.0,5.5,104311.0,2.0,1,1,1,1.0,12.79,0,0,0.2899999999999991,43.0,10,4,27
14696,49.0,8.02,30384.0,3.0,1,0,1,1.0,12.69,0,0,0.1899999999999995,63.2,11,2,11
19122,35.0,19.7,59271.0,2.0,1,1,1,1.0,22.91,0,1,10.41,86.0,12,4,11
18955,35.0,8.4,61955.0,2.0,1,1,1,1.0,20.0,0,1,7.5,42.0,1,4,22
19052,35.0,5.1,180379.0,3.0,1,1,1,1.0,12.44,0,0,-0.0600000000000005,41.0,6,0,7
12337,85.0,2.14,14985.0,2.0,1,1,1,2.0,10.7,0,1,-2.0,20.0,10,2,21
21703,132.0,14.4,88583.0,3.0,1,1,0,2.0,22.6,0,1,6.0,71.0,4,4,16
20173,35.0,6.9,111047.0,2.0,1,1,1,1.0,16.05,0,1,3.5500000000000007,43.0,3,4,16
10266,49.0,12.9,9617.0,3.0,1,0,1,1.0,12.62,0,0,-0.8800000000000008,102.2,11,3,10
1738,278.0,64.0,43070.0,2.0,1,1,1,1.0,24.8,0,0,8.7,105.0,11,4,10
10140,49.0,7.18,173938.0,2.0,1,0,1,1.0,14.84,0,0,1.34,52.6,12,1,4
13833,49.0,9.88,64194.0,3.0,1,1,1,1.0,12.32,0,0,-0.1799999999999997,80.2,5,0,30
10569,49.0,6.49,68271.0,3.0,1,0,1,1.0,10.96,0,0,-2.539999999999999,59.2,7,3,31
6278,85.0,8.51,92587.0,3.0,0,1,1,1.0,15.2,0,1,2.5,84.0,5,1,14
11018,49.0,3.21,140848.0,3.0,0,1,0,1.0,11.72,0,1,-1.7799999999999994,51.5,8,4,11
22720,278.0,27.0,150643.0,3.0,1,0,1,1.0,21.56,0,0,5.459999999999997,174.0,9,3,1
2318,278.0,52.0,32531.0,3.0,0,1,0,1.0,20.4,0,0,4.299999999999997,237.0,5,5,20
2345,278.0,14.0,35171.0,3.0,1,0,1,1.0,19.68,0,0,3.5799999999999983,41.0,6,0,12
22320,278.0,40.0,57861.0,3.0,0,1,1,1.0,20.27,0,0,4.169999999999998,268.0,5,4,18
10228,49.0,10.6,101810.0,2.0,1,0,1,1.0,14.9,0,0,1.4000000000000004,43.4,1,5,16
8116,80.0,22.37,56806.0,2.0,1,0,1,2.0,18.2,0,1,3.2,71.0,1,5,30
17240,88.0,13.99,13867.0,3.0,0,0,0,2.0,9.99,0,0,2.338644558918237,140.0,7,3,26
18512,35.0,18.1,150732.0,2.0,1,1,1,1.0,19.67,0,1,7.170000000000002,92.0,12,0,2
1720,278.0,10.0,99966.0,3.0,1,0,1,1.0,21.53,0,0,5.43,186.0,8,0,19
10389,49.0,3.85,77543.0,2.0,1,1,1,3.0,14.45,0,0,0.9499999999999992,61.6,12,1,23
13992,49.0,10.79,63067.0,3.0,1,0,1,1.0,11.37,0,0,-1.1300000000000008,94.9,5,2,11
18397,35.0,6.2,21582.0,3.0,1,1,1,2.0,13.19,0,0,0.6899999999999995,47.0,5,3,29
17918,35.0,6.5,151928.0,2.0,1,1,1,1.0,15.12,0,1,2.619999999999999,43.0,12,0,16
17865,35.0,5.7,123751.0,3.0,1,1,1,1.0,13.57,0,1,1.0700000000000005,42.0,9,2,26
17219,88.0,2.62,7828.0,3.0,0,0,0,2.0,18.09,0,0,2.338644558918237,14.5,3,3,8
23265,278.0,5.0,27804.0,2.0,1,0,0,1.0,23.39,0,0,7.289999999999999,19.0,3,0,13
6129,85.0,17.43,97196.0,3.0,0,1,1,2.0,13.3,0,0,0.6000000000000014,124.0,6,2,12
10370,49.0,7.95,127458.0,3.0,0,1,1,1.0,12.42,0,0,-1.08,64.0,3,1,14
10219,49.0,12.06,99844.0,2.0,1,1,1,1.0,13.24,0,0,-0.2599999999999998,91.1,12,2,16
12372,85.0,42.6,57659.0,3.0,0,1,0,2.0,12.1,0,0,-0.5999999999999996,352.0,10,1,31
18481,35.0,7.1,161636.0,3.0,1,1,1,1.0,13.15,0,0,0.6500000000000004,54.0,6,6,21
11132,49.0,13.58,80078.0,2.0,1,1,1,1.0,13.64,0,0,0.1400000000000005,41.4,2,5,14
1762,278.0,10.0,74369.0,2.0,1,0,1,1.0,25.29,0,0,9.189999999999998,77.0,10,6,28
8717,49.0,6.44,103903.0,2.0,1,0,1,1.0,14.19,0,0,0.6899999999999995,48.2,2,2,17
10713,49.0,2.5,152747.0,2.0,1,1,1,1.0,13.95,0,0,0.4499999999999993,30.9,3,5,17
7634,80.0,20.95,25694.0,2.0,1,0,1,1.0,24.3,1,0,9.3,60.0,12,1,10
9257,49.0,8.54,134617.0,3.0,0,1,0,1.0,10.42,1,0,-3.08,91.8,5,0,29
21733,132.0,15.0,83594.0,3.0,0,1,0,2.0,15.3,0,0,-1.3000000000000007,193.0,10,5,17
22808,278.0,67.0,25519.0,2.0,1,1,1,1.0,27.87,0,0,11.77,222.0,2,4,24
10369,49.0,3.5,181442.0,3.0,0,1,1,1.0,14.81,0,0,1.3100000000000005,46.2,4,4,19
7997,80.0,11.0,40571.0,3.0,0,1,0,1.0,18.8,0,1,3.8000000000000007,201.0,6,1,2
6500,85.0,10.91,78909.0,2.0,0,0,1,1.0,16.5,0,1,3.8000000000000007,64.0,11,4,16
13934,49.0,5.82,20096.0,3.0,1,0,1,1.0,11.88,0,0,-0.6199999999999992,49.0,5,1,26
21286,132.0,5.66,27291.0,3.0,1,0,0,2.0,21.6,0,0,5.0,22.0,10,1,31
21634,132.0,9.05,45232.0,3.0,1,0,1,2.0,15.24,0,0,-1.3600000000000012,14.0,8,3,2
10302,49.0,6.8,177683.0,2.0,1,0,1,1.0,13.57,0,0,0.0700000000000002,50.1,2,4,22
20498,35.0,7.0,31556.0,2.0,1,1,1,1.0,16.28,0,1,3.780000000000001,43.0,11,1,11
8556,49.0,12.66,123694.0,2.0,1,0,1,1.0,14.21,0,0,0.7100000000000009,77.5,12,4,23
21982,132.0,25.0,50788.0,1.0,1,1,1,1.0,17.99,0,1,1.389999999999997,139.0,11,2,14
8386,49.0,7.79,116537.0,3.0,0,1,1,1.0,11.44,0,0,-2.0600000000000005,82.1,9,2,7
9309,49.0,8.15,130316.0,3.0,0,1,0,3.0,15.32,0,0,1.8200000000000005,65.1,4,6,16
8825,49.0,4.5,181396.0,3.0,1,0,1,1.0,13.48,0,0,-0.0199999999999995,18.3,4,3,18
19275,35.0,8.0,177651.0,3.0,1,1,1,1.0,14.81,0,0,2.3100000000000005,54.0,4,6,11
16552,88.0,4.85,7847.0,3.0,0,0,1,2.0,15.86,0,0,2.338644558918237,30.6,3,4,9
19598,35.0,7.0,157671.0,2.0,1,1,1,1.0,16.28,0,1,3.780000000000001,43.0,3,4,20
17934,35.0,6.7,80127.0,2.0,1,1,1,3.0,15.95,0,1,3.45,42.0,10,3,13
20318,35.0,5.4,164328.0,3.0,1,1,1,1.0,12.86,1,0,0.3599999999999994,42.0,7,4,31
22174,278.0,38.0,135486.0,3.0,0,1,0,1.0,18.78,0,0,2.68,362.0,8,3,26
22173,278.0,42.0,102036.0,3.0,0,1,0,1.0,19.37,0,0,3.27,177.0,9,0,23
20711,35.0,7.4,57982.0,2.0,1,1,1,1.0,17.62,0,1,5.120000000000001,42.0,11,2,25
10031,49.0,14.34,45859.0,3.0,0,1,0,1.0,10.39,0,0,-3.1099999999999994,108.0,7,3,11
14622,49.0,6.46,39156.0,3.0,1,0,1,1.0,12.83,0,0,0.33,51.0,5,1,4
18091,35.0,5.4,54242.0,3.0,1,1,1,3.0,12.86,0,1,0.3599999999999994,42.0,10,2,7
19684,35.0,14.0,92124.0,3.0,1,0,1,3.0,13.73,0,0,1.2300000000000004,102.0,4,6,9
6093,85.0,2.64,19931.0,3.0,0,0,1,2.0,13.6,0,0,0.9000000000000004,18.0,9,4,1
22167,278.0,7.0,140943.0,2.0,1,0,0,1.0,28.34,0,0,12.239999999999998,2.0,1,0,3
2213,278.0,23.0,48449.0,2.0,1,0,1,1.0,26.41,0,0,10.31,36.0,1,2,17
16650,88.0,10.18,11175.0,3.0,1,0,1,2.0,11.3,0,0,2.338644558918237,90.1,5,6,20
7059,85.0,1.95,33430.0,2.0,0,1,0,2.0,17.5,0,1,4.800000000000001,46.0,12,3,14
21463,132.0,2.9,96646.0,3.0,1,0,0,2.0,19.33,0,0,2.729999999999997,15.0,9,5,4
10417,49.0,5.51,61967.0,3.0,1,0,1,1.0,11.58,0,0,-1.92,47.6,4,2,30
20855,132.0,14.0,54352.0,1.0,0,1,1,3.0,21.2,0,1,4.599999999999998,136.0,12,6,23
17576,35.0,6.0,148422.0,3.0,1,1,1,1.0,14.29,0,0,1.7899999999999991,42.0,10,4,25
18762,35.0,7.1,126883.0,2.0,1,1,1,1.0,16.9,0,1,4.399999999999999,42.0,11,0,19
6571,85.0,12.15,67094.0,3.0,0,1,0,2.0,13.5,0,0,0.8000000000000007,75.0,8,1,14
8400,49.0,10.33,88955.0,3.0,1,1,1,1.0,10.97,1,0,-2.53,94.6,7,3,2
9364,49.0,11.55,42666.0,3.0,1,1,1,1.0,12.73,0,0,-0.7699999999999996,90.7,5,4,24
1967,278.0,30.0,86874.0,3.0,1,0,1,1.0,18.66,0,0,2.5599999999999987,123.0,4,4,19
14546,49.0,7.88,65808.0,3.0,0,1,1,1.0,11.8,0,0,-0.6999999999999993,117.0,6,5,18
8363,49.0,5.26,159689.0,3.0,1,1,1,1.0,11.6,1,0,-1.9000000000000004,96.2,6,5,9
17109,88.0,20.56,41319.0,3.0,1,1,1,2.0,14.35,0,0,2.338644558918237,143.2,12,3,12
6167,85.0,7.63,70234.0,3.0,0,1,0,1.0,15.9,0,0,3.200000000000001,20.0,9,5,8
18589,35.0,5.3,147307.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,10,2,9
8971,49.0,5.45,133208.0,3.0,0,0,1,1.0,11.56,0,0,-1.9399999999999995,47.8,5,5,20
22724,278.0,33.0,85187.0,2.0,1,0,1,1.0,22.98,0,0,6.879999999999999,147.0,3,6,31
8762,49.0,6.84,188630.0,3.0,1,0,1,1.0,11.92,0,0,-1.58,57.4,8,2,7
2642,278.0,50.0,117382.0,3.0,1,1,1,1.0,21.93,0,0,5.829999999999998,228.0,6,5,13
1897,278.0,54.0,29117.0,3.0,1,0,1,1.0,21.48,0,0,5.379999999999999,109.0,4,6,2
1925,278.0,30.0,68829.0,3.0,0,1,0,1.0,20.17,0,0,4.07,255.0,9,0,3
16430,88.0,12.44,54040.0,3.0,1,1,1,2.0,13.56,0,0,2.338644558918237,91.7,2,2,3
13885,49.0,5.35,72824.0,3.0,0,1,0,1.0,13.21,0,0,0.7100000000000009,41.8,9,4,30
20354,35.0,7.2,116573.0,3.0,1,1,1,1.0,13.33,0,0,0.8300000000000001,54.0,6,0,11
10342,49.0,5.6,49819.0,3.0,1,0,1,1.0,12.19,0,0,-1.3100000000000005,41.0,9,5,28
17785,35.0,5.8,122561.0,3.0,1,1,1,1.0,13.81,0,0,1.3100000000000005,42.0,9,0,10
9999,49.0,6.14,157800.0,3.0,1,0,1,1.0,11.02,0,0,-2.4800000000000004,55.7,5,0,28
19964,35.0,16.2,53559.0,3.0,1,0,1,1.0,13.28,0,1,0.7799999999999994,122.0,9,6,27
11497,85.0,3.2,47732.0,3.0,1,1,1,2.0,16.9,0,0,4.199999999999999,19.0,5,3,18
13939,49.0,8.1,13940.0,2.0,1,0,1,1.0,15.67,1,1,3.17,51.7,2,2,5
7944,80.0,13.55,34420.0,3.0,0,1,0,1.0,12.13,0,1,-2.869999999999999,72.0,4,1,14
10285,49.0,7.0,153604.0,2.0,0,1,1,1.0,15.17,0,0,1.67,37.4,4,0,2
11522,85.0,8.69,39333.0,2.0,1,0,1,1.0,15.8,0,0,3.1000000000000014,55.0,12,6,11
11504,85.0,0.68,7180.0,3.0,1,0,0,2.0,13.6,0,0,0.9000000000000004,5.0,6,3,4
8791,49.0,12.25,42920.0,3.0,1,0,1,1.0,12.05,0,0,-1.4499999999999993,101.7,5,1,28
6947,85.0,11.66,99693.0,3.0,0,1,1,1.0,15.0,0,0,2.3000000000000007,84.0,6,4,28
7897,80.0,22.89,35555.0,3.0,0,1,0,1.0,13.3,0,1,-1.6999999999999993,116.0,4,0,20
17319,88.0,21.21,48621.0,3.0,1,0,0,2.0,10.8,0,0,2.338644558918237,196.3,8,0,3
9592,49.0,4.84,9025.0,3.0,1,1,1,1.0,12.51,0,0,-0.9900000000000002,116.8,10,5,29
19000,35.0,5.7,137294.0,3.0,1,1,1,1.0,13.9,0,1,1.4000000000000004,41.0,4,3,18
16441,88.0,16.36,16043.0,3.0,0,0,0,2.0,11.55,0,0,2.338644558918237,141.6,9,2,12
20489,35.0,5.7,50106.0,3.0,1,1,0,1.0,12.13,0,0,-0.3699999999999992,47.0,7,4,31
10406,49.0,8.36,70413.0,3.0,1,0,1,1.0,11.22,0,0,-2.28,74.5,9,4,5
16816,88.0,4.8,8517.0,3.0,1,0,0,2.0,12.43,0,0,2.338644558918237,38.6,3,6,25
2638,278.0,18.0,73158.0,3.0,0,1,0,1.0,21.65,0,0,5.549999999999997,177.0,10,1,9
16818,88.0,12.74,53558.0,3.0,1,1,1,2.0,13.89,0,0,2.338644558918237,91.7,1,2,13
14590,49.0,10.58,22405.0,3.0,1,0,1,1.0,11.2,0,0,-1.3000000000000007,91.0,6,6,28
7143,85.0,6.86,26663.0,3.0,0,1,0,1.0,13.3,0,0,0.6000000000000014,81.0,10,1,17
20682,35.0,13.2,127860.0,2.0,1,1,1,3.0,19.13,0,1,6.629999999999999,69.0,12,6,2
20269,35.0,9.3,122478.0,3.0,0,0,1,3.0,14.09,0,0,1.59,66.0,9,6,9
9956,49.0,10.67,108197.0,3.0,1,1,1,1.0,11.16,0,0,-2.34,46.0,5,4,6
9082,49.0,8.69,161657.0,3.0,1,1,1,1.0,11.76,0,0,-1.7400000000000002,46.3,7,6,8
8449,49.0,7.19,165957.0,3.0,0,1,0,2.0,11.57,0,0,-1.93,65.7,8,4,31
22048,278.0,17.0,117510.0,3.0,1,1,1,1.0,22.8,0,0,6.699999999999999,128.0,6,5,20
22885,278.0,10.0,52424.0,2.0,1,1,1,1.0,28.44,0,0,12.34,125.0,2,1,27
17913,35.0,6.9,176680.0,2.0,1,1,1,1.0,16.43,0,1,3.93,42.0,3,2,24
9964,49.0,5.13,140369.0,3.0,0,1,1,3.0,11.72,0,0,-1.7799999999999994,44.5,8,3,10
10874,49.0,5.46,158749.0,3.0,1,0,1,1.0,10.54,0,0,-2.960000000000001,79.3,6,0,4
21389,132.0,2.18,106000.0,3.0,1,0,0,1.0,19.82,0,0,3.219999999999999,11.0,5,0,9
19823,35.0,7.5,30368.0,3.0,1,1,1,1.0,13.89,0,0,1.3900000000000006,54.0,10,0,20
9772,49.0,16.04,67475.0,3.0,1,1,1,1.0,10.98,0,0,-2.52,146.1,7,2,16
10165,49.0,7.97,129628.0,3.0,1,0,1,1.0,12.59,0,0,-0.91,63.3,4,4,7
14304,49.0,11.75,46595.0,3.0,1,0,1,1.0,11.89,0,0,-0.6099999999999994,98.8,8,1,31
19022,35.0,5.4,122011.0,3.0,1,1,1,3.0,12.86,0,0,0.3599999999999994,42.0,9,0,3
17220,88.0,13.24,30388.0,3.0,1,1,1,2.0,10.97,0,0,2.338644558918237,120.7,5,2,15
19770,35.0,6.5,104022.0,2.0,1,1,1,1.0,15.12,0,1,2.619999999999999,43.0,10,2,25
1514,278.0,36.0,118333.0,3.0,0,1,0,1.0,21.62,0,0,5.52,270.0,6,2,24
9385,49.0,9.08,29560.0,3.0,0,0,1,1.0,14.41,0,0,0.91,47.0,9,2,12
19152,35.0,8.7,47087.0,3.0,0,1,1,3.0,14.5,0,0,2.0,60.0,6,0,22
17900,35.0,6.8,158711.0,3.0,1,0,1,1.0,14.17,1,0,1.67,48.0,4,1,7
8026,80.0,25.36,7333.0,2.0,0,0,1,1.0,18.0,0,1,3.0,162.0,1,1,15
10110,49.0,1.93,183652.0,3.0,1,0,0,1.0,12.78,0,0,-0.7200000000000006,0.6,5,5,18
16710,88.0,11.6,54449.0,3.0,1,1,1,2.0,12.87,0,0,2.338644558918237,90.1,2,0,15
7664,80.0,5.11,74988.0,3.0,1,0,1,2.0,17.87,0,0,2.870000000000001,1.0,5,5,7
16717,88.0,7.87,5808.0,3.0,1,1,1,2.0,13.22,0,0,2.338644558918237,59.6,1,2,24
14613,49.0,5.41,25223.0,3.0,1,0,1,1.0,11.66,0,0,-0.8399999999999999,46.4,8,2,5
6102,85.0,12.42,109667.0,3.0,0,0,1,1.0,12.8,0,0,0.1000000000000014,46.0,8,5,31
23073,278.0,53.0,45474.0,2.0,1,0,1,1.0,27.02,0,0,10.919999999999998,205.0,12,4,15
6537,85.0,3.33,109185.0,3.0,0,0,1,2.0,12.8,1,0,0.1000000000000014,26.0,8,3,29
2088,278.0,18.12,130720.0,3.0,0,0,1,1.0,21.27,0,0,5.169999999999998,80.0,6,1,8
8067,80.0,18.2,46534.0,3.0,0,1,0,1.0,18.76,1,0,3.7600000000000016,133.0,7,2,15
6865,85.0,15.86,92031.0,3.0,0,1,1,1.0,13.9,0,0,1.200000000000001,34.0,5,1,7
2435,278.0,50.0,85862.0,3.0,1,0,1,1.0,22.98,0,0,6.879999999999999,146.0,4,6,14
18353,35.0,7.0,125474.0,2.0,1,1,1,1.0,16.28,0,1,3.780000000000001,43.0,10,2,24
21913,132.0,43.0,63111.0,3.0,0,1,0,2.0,15.2,0,0,-1.400000000000002,334.0,6,6,9
7093,85.0,13.94,86935.0,2.0,0,1,1,2.0,14.3,0,0,1.6000000000000014,32.0,4,1,2
6859,85.0,4.65,48449.0,2.0,0,0,1,2.0,18.1,0,1,5.400000000000002,33.0,4,6,1
21461,132.0,23.28,70763.0,3.0,1,0,1,1.0,17.4,0,0,0.7999999999999972,124.0,9,2,25
17097,88.0,16.43,6239.0,3.0,0,0,0,2.0,14.8,0,0,2.338644558918237,111.0,2,5,3
9718,49.0,13.11,107786.0,3.0,0,1,1,1.0,12.06,0,0,-1.4399999999999995,108.7,4,5,30
18395,35.0,6.3,177281.0,2.0,1,1,1,1.0,14.65,0,0,2.1500000000000004,43.0,4,0,5
14329,49.0,6.31,27839.0,3.0,1,0,1,1.0,11.45,0,0,-1.0500000000000007,55.1,9,2,23
10358,49.0,5.96,71856.0,3.0,1,0,1,1.0,12.05,0,0,-1.4499999999999993,48.7,9,0,22
11750,85.0,3.8,87141.0,2.0,1,1,1,2.0,19.0,0,0,6.300000000000001,20.0,2,3,7
17018,88.0,12.14,40476.0,3.0,1,1,1,2.0,13.72,0,0,2.338644558918237,88.5,12,6,1
18388,35.0,10.1,134430.0,2.0,1,1,1,1.0,16.56,0,1,4.059999999999999,61.0,3,2,13
21266,132.0,5.3,58965.0,1.0,1,0,1,1.0,16.62,0,0,0.0199999999999995,97.0,3,4,15
18540,35.0,5.5,21236.0,3.0,1,1,1,3.0,13.1,0,0,0.5999999999999996,42.0,5,4,23
1620,278.0,37.0,122372.0,3.0,0,1,0,1.0,21.2,0,0,5.099999999999998,50.0,9,4,4
22322,278.0,44.0,30382.0,3.0,1,0,1,1.0,18.94,0,0,2.84,61.0,4,1,25
20667,35.0,6.8,59066.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,12,2,9
12451,85.0,1.98,19622.0,2.0,1,1,1,2.0,9.0,0,0,-3.6999999999999993,22.0,1,1,26
11491,85.0,22.24,32040.0,3.0,0,1,0,2.0,10.8,0,0,-1.8999999999999984,206.0,9,6,18
22074,278.0,18.0,100709.0,3.0,1,0,1,1.0,20.09,0,0,3.9899999999999984,40.0,9,3,12
7667,80.0,13.0,44174.0,3.0,0,1,0,1.0,12.01,1,0,-2.99,171.0,7,6,5
22841,278.0,16.0,81115.0,2.0,1,1,1,1.0,25.32,0,0,9.22,151.0,2,4,15
21387,132.0,14.86,59910.0,1.0,1,1,1,2.0,17.76,0,1,1.16,49.0,3,4,29
19677,35.0,6.9,149762.0,2.0,1,1,1,1.0,16.05,0,1,3.5500000000000007,43.0,11,0,18
19812,35.0,8.5,61728.0,2.0,1,1,1,1.0,19.32,0,1,6.82,44.0,1,2,20
17174,88.0,10.08,47387.0,3.0,1,1,1,2.0,11.19,0,0,2.338644558918237,90.1,6,0,22
20819,132.0,27.2,82980.0,3.0,0,1,0,2.0,17.5,0,1,0.8999999999999986,147.0,10,6,11
17399,88.0,17.16,4921.0,3.0,0,0,0,2.0,14.22,0,0,2.338644558918237,120.7,1,0,8
16925,88.0,3.62,15050.0,3.0,1,0,0,2.0,13.23,0,0,2.338644558918237,27.4,8,6,26
13927,49.0,4.93,39655.0,3.0,1,0,1,1.0,11.78,0,0,-0.7200000000000006,6.0,5,4,14
14560,49.0,9.27,51922.0,3.0,1,0,1,1.0,13.18,0,0,0.6799999999999997,65.9,10,4,29
2244,278.0,21.0,74223.0,2.0,1,0,1,1.0,20.88,0,0,4.779999999999998,128.0,10,2,24
8851,49.0,3.9,160454.0,3.0,1,1,0,3.0,12.53,0,0,-0.9700000000000006,56.8,6,0,25
14165,49.0,7.7,34069.0,2.0,1,0,1,1.0,14.39,0,0,1.8900000000000008,53.5,1,4,29
19942,35.0,6.4,136026.0,2.0,1,1,1,1.0,15.24,0,1,2.74,42.0,4,1,2
19161,35.0,5.7,179834.0,3.0,1,1,1,1.0,13.57,0,1,1.0700000000000005,42.0,5,3,20
6396,85.0,10.46,107835.0,3.0,0,1,1,3.0,15.1,1,0,2.4000000000000004,37.0,8,1,20
16437,88.0,24.09,41433.0,3.0,1,1,1,2.0,13.13,0,0,2.338644558918237,183.5,12,4,13
9407,49.0,4.66,80899.0,2.0,1,0,1,1.0,13.39,0,0,-0.1099999999999994,32.4,2,5,28
10019,49.0,4.78,162762.0,3.0,1,0,1,1.0,12.51,0,0,-0.9900000000000002,38.2,7,5,21
19624,35.0,8.0,34109.0,2.0,1,1,1,1.0,18.6,0,1,6.100000000000001,43.0,12,1,16
20904,132.0,2.72,93660.0,3.0,1,0,0,2.0,12.8,0,0,-3.8000000000000007,19.0,7,2,21
19033,35.0,7.3,55806.0,2.0,1,1,1,1.0,16.59,0,1,4.09,44.0,10,2,28
22387,278.0,18.0,42929.0,2.0,1,1,1,1.0,24.8,0,0,8.7,160.0,11,3,9
14942,49.0,5.0,4102.0,3.0,0,1,1,3.0,15.858868859523142,0,0,2.338644558918237,58.1,9,4,27
1391,278.0,23.0,39776.0,3.0,1,1,1,1.0,23.06,0,0,6.959999999999997,242.0,9,0,11
6099,85.0,10.23,57368.0,3.0,0,1,0,2.0,12.4,1,0,-0.2999999999999989,86.0,6,4,1
20162,35.0,4.9,139780.0,3.0,1,1,1,1.0,11.67,0,0,-0.8300000000000001,42.0,6,1,4
14921,49.0,15.16,55976.0,2.0,0,1,1,3.0,17.9,0,0,5.399999999999999,64.1,12,1,28
18550,35.0,5.2,114440.0,3.0,1,1,1,1.0,12.38,0,0,-0.1199999999999992,42.0,5,3,3
19398,35.0,8.1,170566.0,2.0,1,1,1,1.0,18.84,0,1,6.34,43.0,12,3,3
7963,80.0,25.22,44752.0,3.0,0,1,0,1.0,13.9,1,0,-1.0999999999999996,70.0,7,0,6
19555,35.0,12.9,53437.0,3.0,1,0,1,1.0,13.87,0,1,1.3699999999999992,93.0,9,5,26
19704,35.0,5.3,20685.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,5,4,16
7211,85.0,11.35,72748.0,3.0,0,1,0,2.0,13.3,0,0,0.6000000000000014,100.0,9,1,25
2663,278.0,26.0,124132.0,3.0,1,0,1,1.0,22.03,0,0,5.93,85.0,10,3,8
1827,278.0,9.0,81377.0,2.0,1,0,1,1.0,28.48,0,0,12.38,22.0,2,4,22
8986,49.0,13.3,41970.0,3.0,1,1,1,1.0,12.37,0,0,-1.1300000000000008,107.5,5,5,11
8546,49.0,11.95,109877.0,3.0,0,1,1,1.0,11.15,0,0,-2.35,107.2,5,5,28
23122,278.0,8.0,51814.0,2.0,1,1,1,1.0,27.71,0,0,11.61,115.0,2,4,16
18725,35.0,5.0,115922.0,3.0,1,1,1,1.0,12.2,0,0,-0.3000000000000007,41.0,6,0,4
1952,278.0,16.0,49354.0,2.0,0,1,1,1.0,22.61,0,0,6.509999999999998,52.0,1,2,24
