,manufacturer,model,year,version,power(kW),odometer,quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,trip_distance(km),month,weekday,day
13594,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,63955.0,2.89,Electricity,3.0,1,0,1,2.0,9.58,0,0,,-3.92,"Noch 9 Balken, 85km Reichweite, 12 Minuten geladen, Ladeende 27,9°C, RRW 116km, 13 Balken, (21,2% Kernkraft, 45,7% Fossile, 33,1% Erneuerbare. 489 g/kWh CO2-Emission, 0,0006 g/kWh radioaktiver Abfall) [1413,21g]",Tesla_Model_S_2015,68.2,5,5,24
27896,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,52296.0,6.4,Electricity,3.0,1,1,0,1.0,13.62,0,0,,1.1199999999999992,,Tesla_Model_S_2015,47.0,9,3,10
8572,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,106603.0,8.43,Electricity,3.0,1,1,1,1.0,14.0,0,0,,0.5,"Noch 7 Balken, 53km Reichweite, 46,0%, Batterie 21-25°C, 22,1°C, 4h geladen, Mainova Ökostrom Novanatur, Ladeende 14,1°C, Batterie 22-27°C, 24,2°C, RRW 133km, 100%, 6km vmax",Tesla_Model_S_2015,60.2,4,6,10
24986,Hyundai,IONIQ,2018,electric,88.0,33178.0,7.81,Electricity,3.0,0,1,1,2.0,13.7,1,1,,,,Tesla_Model_S_2015,63.0,9,3,19
11332,Volkswagen,Golf,2014,e-Golf,85.0,,0.22,Electricity,3.0,1,0,0,2.0,11.2,0,0,20.0,-1.5,,Tesla_Model_S_2015,2.0,9,1,1
803,Volkswagen,Golf,2018,e-Golf,100.0,,3.8,Electricity,1.0,0,1,0,3.0,15.92,1,0,,3.02,,Tesla_Model_S_2015,31.0,4,1,13
31512,Tesla Motors,Model S,2015,Model S85,278.0,35171.0,14.0,Electricity,3.0,1,0,1,3.0,19.68,0,0,,3.5799999999999983,,Tesla_Model_S_2015,41.0,6,0,12
24839,Hyundai,IONIQ,2018,electric,88.0,44496.0,1.52,Electricity,2.0,0,0,1,2.0,15.3,1,1,,,,Tesla_Model_S_2015,84.0,12,0,23
10829,Volkswagen,Golf,2014,e-Golf,85.0,,3.46,Electricity,3.0,1,1,1,3.0,17.2,0,0,50.0,4.5,,Tesla_Model_S_2015,20.0,5,2,18
23002,Hyundai,IONIQ,2017,Premium,88.0,35128.0,7.68,Electricity,3.0,1,0,0,2.0,11.1,0,0,,,,Tesla_Model_S_2015,69.2,8,0,19
2034,Tesla Motors,Model S,2017,75D,315.0,64184.0,57.8,Electricity,3.0,1,1,0,2.0,29.73,0,0,,14.93,,Tesla_Model_S_2015,54.0,11,2,20
26124,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,144523.0,5.6,Electricity,3.0,1,1,1,3.0,13.02,0,0,,0.5199999999999996,,Tesla_Model_S_2015,43.0,8,0,26
23981,Hyundai,IONIQ,2018,electric,88.0,114343.0,3.1,Electricity,2.0,0,1,1,2.0,12.9,1,1,,,,Tesla_Model_S_2015,4.0,12,2,15
9941,Volkswagen,Golf,2014,e-Golf,85.0,,3.3,Electricity,3.0,1,1,1,2.0,16.5,0,0,45.0,3.8000000000000007,,Tesla_Model_S_2015,20.0,10,2,18
30689,Tesla Motors,Model S,2015,Model S85,278.0,130639.0,12.34,Electricity,3.0,1,1,1,3.0,21.27,0,0,,5.169999999999998,,Tesla_Model_S_2015,123.0,6,2,2
4404,Kia,Soul,2016,Kia Soul EV,60.0,,13.8,Electricity,3.0,0,1,1,3.0,19.91,1,0,,5.609999999999999,,Tesla_Model_S_2015,98.0,10,5,28
7503,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,164749.0,4.79,Electricity,3.0,1,1,1,3.0,10.69,0,0,,-2.8100000000000005,"Noch 10 Balken, 64km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, 99,5%, Ladeende 19,8°C, RRW 107km, Batterie 29-36°C, 32,7°C",Tesla_Model_S_2015,44.8,8,5,18
19750,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.6,Electricity,1.0,0,0,0,3.0,14.5,0,0,,-0.5,"0,5",Tesla_Model_S_2015,11.1,5,2,8
9940,Volkswagen,Golf,2014,e-Golf,85.0,,1.4,Electricity,3.0,1,1,1,2.0,7.5,0,0,48.0,-5.199999999999999,,Tesla_Model_S_2015,19.0,10,2,18
8044,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,138842.0,5.6,Electricity,3.0,1,1,1,3.0,11.04,1,0,,-2.460000000000001,"Noch 3 Balken, 21km Reichweite, Batterie 29-38°C, 34,1°C, 28,0%, Ökostrom, 19m03s geladen, Ladeende 28,5°C, RRW 76km, Batterie 24-39°C, 32,6°C, 76,0%, 13B",Tesla_Model_S_2015,59.5,8,2,2
2581,Tesla Motors,Model S,2017,75D,315.0,7473.0,56.2,Electricity,2.0,1,1,0,2.0,30.38,0,0,,15.579999999999998,,Tesla_Model_S_2015,185.0,2,2,7
28776,Volkswagen,Golf,2016,e-Golf,85.0,34998.0,13.82,Electricity,3.0,1,1,1,3.0,12.8,1,0,66.0,0.1000000000000014,Restreichweite 42km = Total 150km,Tesla_Model_S_2015,108.0,9,6,2
5388,Volkswagen,Golf,2015,e-Golf,85.0,77032.0,7.48,Electricity,3.0,0,1,0,3.0,13.0,0,0,61.0,0.3000000000000007,,Tesla_Model_S_2015,72.0,10,4,19
29233,Mercedes-Benz,B-Klasse,2015,B250e,132.0,105278.0,10.09,Electricity,3.0,1,0,0,3.0,24.04,0,0,,7.439999999999998,,Tesla_Model_S_2015,14.0,4,1,5
19759,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.7,Electricity,1.0,0,0,0,3.0,15.3,0,0,,0.3000000000000007,"0,8",Tesla_Model_S_2015,17.8,5,6,5
780,Volkswagen,Golf,2018,e-Golf,100.0,,13.0,Electricity,1.0,0,1,0,3.0,15.92,1,0,,3.02,,Tesla_Model_S_2015,145.0,4,2,28
10140,Volkswagen,Golf,2014,e-Golf,85.0,,1.2,Electricity,3.0,1,1,1,2.0,6.3,0,0,49.0,-6.4,,Tesla_Model_S_2015,19.0,6,3,29
6479,Nissan,Leaf,2017,Black Edition,80.0,58918.0,20.72,Electricity,2.0,1,0,1,2.0,16.0,0,1,,1.0,100% ,Tesla_Model_S_2015,103.0,3,3,25
2517,Tesla Motors,Model S,2017,75D,315.0,13859.0,12.0,Electricity,2.0,1,1,0,2.0,27.91,0,0,,13.11,,Tesla_Model_S_2015,43.0,4,5,14
23159,Hyundai,IONIQ,2017,Premium,88.0,25335.0,18.33,Electricity,3.0,1,1,1,2.0,14.06,0,0,,,,Tesla_Model_S_2015,130.4,2,4,8
4522,Kia,Soul,2016,Kia Soul EV,60.0,,26.0,Electricity,3.0,1,1,0,3.0,16.28,1,0,,1.9800000000000004,,Tesla_Model_S_2015,117.0,6,4,23
23594,Hyundai,IONIQ,2017,Premium,88.0,8493.0,13.41,Electricity,3.0,0,0,0,2.0,14.12,0,0,,,,Tesla_Model_S_2015,95.0,3,4,23
14124,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,21010.0,11.63,Electricity,3.0,1,0,1,3.0,11.02,0,0,,-2.4800000000000004,"noch 5 Balken, 51 km Reichweite, Mainova Ökostrom Novanatur, 5,5h geladen, Ladeende 19°C",Tesla_Model_S_2015,105.5,5,3,10
31174,Tesla Motors,Model S,2015,Model S85,278.0,77845.0,27.0,Electricity,2.0,1,0,1,3.0,27.97,0,0,,11.869999999999996,,Tesla_Model_S_2015,86.0,12,4,28
17446,Volkswagen,Golf,2016,e-Golf,85.0,58080.0,6.26,Electricity,2.0,1,0,1,3.0,21.6,1,0,41.0,8.900000000000002,Restreichweite 88km = Total 117km,Tesla_Model_S_2015,29.0,12,0,30
1164,Volkswagen,Golf,2018,e-Golf,100.0,,16.0,Electricity,2.0,0,1,0,3.0,17.49,1,0,,4.589999999999998,,Tesla_Model_S_2015,85.0,3,2,11
9371,Volkswagen,Golf,2014,e-Golf,85.0,,0.5,Electricity,2.0,1,0,0,2.0,17.0,0,0,14.0,4.300000000000001,,Tesla_Model_S_2015,3.0,12,0,24
23336,Hyundai,IONIQ,2017,Premium,88.0,15353.0,3.17,Electricity,3.0,0,0,0,2.0,10.37,0,0,,,,Tesla_Model_S_2015,30.6,9,5,1
15483,Kia,Soul,2016,Kia Soul EV,60.0,,18.3,Electricity,2.0,0,1,1,3.0,20.34,1,0,,6.039999999999999,,Tesla_Model_S_2015,77.0,1,2,30
6938,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,189067.0,2.75,Electricity,3.0,1,1,1,1.0,13.65,0,0,,0.1500000000000003,"Noch 6 Balken, 28km Reichweite, 42%, Ökostrom, 1,748kWh in 8m7s geladen, 58%, 1,004kWh in 6m35s geladen, 67%, Ladeende 21,3°C, RRW 52km, 12B",Tesla_Model_S_2015,49.9,8,5,17
2803,Hyundai,IONIQ,2018,Roadrunner,88.0,,0.95,Electricity,1.0,0,0,0,3.0,14.39,0,0,,,,Tesla_Model_S_2015,6.6,6,2,30
24769,Hyundai,IONIQ,2018,electric,88.0,49456.0,13.2,Electricity,2.0,0,1,1,2.0,14.0,1,1,,,,Tesla_Model_S_2015,121.0,2,1,11
13737,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,53098.0,10.51,Electricity,2.0,1,0,1,3.0,13.37,0,0,,-0.1300000000000007,"Noch 6 Balken, 47km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Ladeende 7,3°C",Tesla_Model_S_2015,78.6,11,0,18
6144,Volkswagen,Golf,2015,e-Golf,85.0,24589.0,1.72,Electricity,3.0,1,1,1,2.0,12.6,0,0,51.0,-0.0999999999999996,,Tesla_Model_S_2015,105.0,9,5,30
17300,Volkswagen,Golf,2016,e-Golf,85.0,69119.0,17.3,Electricity,2.0,1,0,1,3.0,16.8,1,0,45.0,4.100000000000001,0°C,Tesla_Model_S_2015,103.0,1,3,14
5444,Volkswagen,Golf,2015,e-Golf,85.0,72748.0,11.35,Electricity,3.0,0,1,0,2.0,13.3,0,0,70.0,0.6000000000000014,,Tesla_Model_S_2015,100.0,9,1,25
10243,Volkswagen,Golf,2014,e-Golf,85.0,46236.0,3.5,Electricity,2.0,1,0,1,2.0,9.5,0,0,40.0,-3.2,,Tesla_Model_S_2015,37.0,4,5,29
4203,Kia,Soul,2016,Kia Soul EV,60.0,,4.6,Electricity,2.0,1,0,1,3.0,18.65,1,0,,4.349999999999998,,Tesla_Model_S_2015,43.0,4,0,2
82,Volkswagen,Golf,2018,e-Golf,100.0,,7.2,Electricity,1.0,0,1,0,3.0,15.57,1,0,,2.67,,Tesla_Model_S_2015,58.0,11,3,25
19877,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.9,Electricity,1.0,0,0,0,3.0,14.2,0,0,,-0.8000000000000007,"0,9",Tesla_Model_S_2015,20.5,3,5,9
27943,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,49370.0,5.9,Electricity,3.0,1,1,1,3.0,14.05,1,0,,1.5500000000000007,,Tesla_Model_S_2015,42.0,7,3,23
9504,Volkswagen,Golf,2014,e-Golf,85.0,,3.7,Electricity,2.0,1,1,1,2.0,18.3,0,0,53.0,5.600000000000001,,Tesla_Model_S_2015,20.0,10,0,8
14399,Kia,Soul,2016,Kia Soul EV,60.0,,15.9,Electricity,2.0,1,0,0,3.0,20.72,1,0,,6.419999999999998,,Tesla_Model_S_2015,87.0,5,5,21
31546,Tesla Motors,Model S,2015,Model S85,278.0,30849.0,59.0,Electricity,3.0,1,1,1,3.0,23.23,0,0,,7.129999999999999,,Tesla_Model_S_2015,254.0,5,3,4
5282,Volkswagen,Golf,2015,e-Golf,85.0,82967.0,9.7,Electricity,2.0,0,1,0,1.0,20.9,0,1,78.0,8.2,,Tesla_Model_S_2015,50.0,2,2,20
27778,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,58720.0,7.2,Electricity,2.0,1,1,1,1.0,17.14,0,1,,4.640000000000001,,Tesla_Model_S_2015,42.0,12,4,4
26951,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,101507.0,6.9,Electricity,3.0,1,1,1,3.0,16.43,0,0,,3.93,starker Gegenwind,Tesla_Model_S_2015,42.0,9,4,15
22864,Hyundai,IONIQ,2017,Premium,88.0,44056.0,7.35,Electricity,3.0,0,0,1,2.0,12.69,0,0,,,,Tesla_Model_S_2015,57.9,2,6,2
30263,Mercedes-Benz,B-Klasse,2015,B250e,132.0,33738.0,11.0,Electricity,3.0,1,0,1,2.0,20.37,0,1,,3.77,,Tesla_Model_S_2015,54.0,2,0,5
17510,Volkswagen,Golf,2016,e-Golf,85.0,54070.0,8.06,Electricity,3.0,1,0,1,2.0,15.5,0,0,43.0,2.8000000000000007,Restreichweite 93km = Total 145km,Tesla_Model_S_2015,52.0,10,2,9
29667,Mercedes-Benz,B-Klasse,2015,B250e,132.0,80555.0,2.3,Electricity,3.0,1,0,0,2.0,16.44,0,0,,-0.1600000000000001,,Tesla_Model_S_2015,16.0,8,5,1
28425,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,24318.0,8.2,Electricity,3.0,1,1,1,1.0,16.73,0,0,,4.23,,Tesla_Model_S_2015,49.0,7,3,10
14866,Kia,Soul,2016,Kia Soul EV,60.0,,1.44,Electricity,3.0,1,0,1,3.0,15.2,1,0,,0.8999999999999986,,Tesla_Model_S_2015,14.0,8,1,11
28566,Volkswagen,Golf,2016,e-Golf,85.0,50842.0,4.77,Electricity,3.0,1,0,1,2.0,12.9,0,0,43.0,0.200000000000001,Nur Kurzstrecken,Tesla_Model_S_2015,37.0,8,3,8
19287,Nissan,Leaf,2013,Leaf ZE0,80.0,,3.3,Electricity,1.0,0,0,0,3.0,15.1,0,0,,0.0999999999999996,"1,1",Tesla_Model_S_2015,21.7,11,4,8
19502,Nissan,Leaf,2013,Leaf ZE0,80.0,,12.2,Electricity,1.0,0,0,0,3.0,13.3,0,0,,-1.6999999999999993,"2,2",Tesla_Model_S_2015,92.1,8,5,31
27630,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,66204.0,6.5,Electricity,2.0,1,1,1,3.0,15.48,0,1,,2.9800000000000004,,Tesla_Model_S_2015,42.0,3,2,23
31422,Tesla Motors,Model S,2015,Model S85,278.0,44794.0,19.0,Electricity,2.0,1,0,1,3.0,27.02,0,0,,10.919999999999998,,Tesla_Model_S_2015,78.0,12,0,4
29586,Mercedes-Benz,B-Klasse,2015,B250e,132.0,85508.0,7.12,Electricity,1.0,1,1,0,3.0,18.15,0,1,,1.5499999999999972,,Tesla_Model_S_2015,149.0,12,4,25
23767,Hyundai,IONIQ,2017,Premium,88.0,4453.0,1.89,Electricity,3.0,0,0,0,2.0,16.77,0,0,,,,Tesla_Model_S_2015,11.3,12,1,26
19453,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.1,Electricity,1.0,0,0,0,3.0,11.4,0,0,,-3.6,"0,6",Tesla_Model_S_2015,18.1,9,0,16
106,Volkswagen,Golf,2018,e-Golf,100.0,,7.0,Electricity,1.0,0,1,0,3.0,15.46,1,0,,2.5600000000000005,,Tesla_Model_S_2015,56.0,11,3,11
19596,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.5,Electricity,1.0,0,0,0,3.0,13.4,0,0,,-1.5999999999999996,"0,6",Tesla_Model_S_2015,11.1,7,2,10
30445,Mercedes-Benz,B-Klasse,2015,B250e,132.0,18731.0,18.72,Electricity,2.0,1,1,1,2.0,19.91,0,0,,3.3099999999999987,,Tesla_Model_S_2015,94.0,6,6,18
3580,Hyundai,IONIQ,2018,Roadrunner,88.0,,11.7,Electricity,1.0,0,0,0,3.0,16.14,0,0,,,,Tesla_Model_S_2015,72.5,3,0,18
7051,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,184048.0,6.6,Electricity,3.0,1,0,1,3.0,12.92,0,0,,-0.5800000000000001,"Noch 7 Balken, 41km Reichweite, Mainova Ökostrom Novanatur, 3,25h geladen, Ladeende 13,3°C, RRW 100km, 98,5%, Batterie 23-27°C, 24,9°C",Tesla_Model_S_2015,51.1,5,3,23
28587,Volkswagen,Golf,2016,e-Golf,85.0,49065.0,7.74,Electricity,3.0,1,1,1,3.0,12.7,0,0,62.0,0.0,Restreichweite 84km = Total 145km,Tesla_Model_S_2015,61.0,6,6,9
23555,Hyundai,IONIQ,2017,Premium,88.0,9398.0,10.78,Electricity,3.0,1,1,0,2.0,12.18,0,0,,,,Tesla_Model_S_2015,88.5,4,5,14
30275,Mercedes-Benz,B-Klasse,2015,B250e,132.0,32512.0,13.0,Electricity,3.0,1,1,0,3.0,19.4,0,0,,2.799999999999997,,Tesla_Model_S_2015,67.0,1,2,17
6262,Nissan,Leaf,2017,Black Edition,80.0,80577.0,8.73,Electricity,3.0,1,0,1,2.0,15.47,0,0,,0.4700000000000006,,Tesla_Model_S_2015,118.0,9,3,1
23863,Hyundai,IONIQ,2018,electric,88.0,121650.0,14.04,Electricity,2.0,0,1,1,2.0,14.1,1,1,,,,Tesla_Model_S_2015,89.0,2,0,28
7384,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,169854.0,3.5,Electricity,3.0,1,1,1,3.0,12.53,0,0,,-0.9700000000000006,"Noch 9 Balken, 43km Reichweite, Süwag, 1h17m geladen, Ladeende 16,0°C, RRW 69km, 15B",Tesla_Model_S_2015,34.9,10,2,3
6129,Volkswagen,Golf,2015,e-Golf,85.0,25448.0,2.03,Electricity,3.0,0,0,1,2.0,13.8,0,1,51.0,1.1000000000000014,,Tesla_Model_S_2015,37.0,10,5,7
8905,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,84007.0,13.46,Electricity,3.0,1,1,1,3.0,11.75,0,0,,-1.75,"Noch 2 Balken, 17km Reichweite, 5,5h geladen, Mainova Ökostrom Novanatur, Ladeende 6,7°C, RRW 148km, Batterie 18-25°C, 21,0°C, 100%, Autobahn 105km/h",Tesla_Model_S_2015,114.6,4,2,22
8589,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,105508.0,6.33,Electricity,2.0,1,0,1,3.0,13.16,0,0,,-0.3399999999999998,"Noch 9 Balken, 71km Reichweite, 4,25h geladen, Mainova Ökostrom Novanatur, Ladeende 7,8°C, Batterie 13-17°C, 14,8°C, RRW 126km, 100%",Tesla_Model_S_2015,48.1,3,1,22
4012,Kia,Soul,2016,Kia Soul EV,60.0,,10.0,Electricity,3.0,0,1,1,3.0,12.9,1,0,,-1.4000000000000004,,Tesla_Model_S_2015,22.0,10,4,26
27244,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,86545.0,23.4,Electricity,2.0,1,1,1,3.0,23.17,0,1,,10.670000000000002,,Tesla_Model_S_2015,101.0,1,0,23
7613,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,159532.0,4.6,Electricity,3.0,1,1,1,3.0,11.71,1,0,,-1.7899999999999991,"Noch 3 Balken, 16km Reichweite, 28%, Ökostrom, 16m04s, 70% geladen, Ladeende 35,2°C, RRW 50km, 11B, AC Stufe 1",Tesla_Model_S_2015,68.3,6,4,8
31455,Tesla Motors,Model S,2015,Model S85,278.0,41327.0,10.0,Electricity,2.0,1,0,1,1.0,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,31.0,10,3,5
7118,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,180949.0,6.7,Electricity,3.0,1,0,1,3.0,14.05,0,0,,0.5500000000000007,"Noch 6 Balken, 35km Reichweite, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 9,5°C, RRW 90km, Regen",Tesla_Model_S_2015,47.7,4,1,9
25245,Hyundai,IONIQ,2018,electric,88.0,9590.0,24.8,Electricity,2.0,0,1,1,2.0,15.4,1,0,,,,Tesla_Model_S_2015,155.0,2,5,23
30230,Mercedes-Benz,B-Klasse,2015,B250e,132.0,36288.0,28.0,Electricity,3.0,1,1,1,1.0,18.52,0,1,,1.9199999999999984,,Tesla_Model_S_2015,62.0,3,4,16
7240,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,176012.0,7.9,Electricity,2.0,1,1,1,3.0,14.66,0,0,,1.16,"Noch 4 Balken, 20km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Ladeende -4,5°C, RRW 88km, 96,5%, Batterie 10-19°C, 14,6°C, 16B",Tesla_Model_S_2015,60.1,1,6,20
25254,Hyundai,IONIQ,2018,electric,88.0,8870.0,6.83,Electricity,2.0,0,0,1,2.0,15.5,1,0,,,,Tesla_Model_S_2015,56.0,2,0,18
9931,Volkswagen,Golf,2014,e-Golf,85.0,,3.7,Electricity,3.0,1,1,1,2.0,18.6,0,0,48.0,5.900000000000002,,Tesla_Model_S_2015,20.0,10,1,24
11002,Volkswagen,Golf,2014,e-Golf,85.0,,1.9,Electricity,2.0,1,1,1,2.0,9.5,0,0,51.0,-3.2,,Tesla_Model_S_2015,20.0,2,1,23
5057,Volkswagen,Golf,2015,e-Golf,85.0,99486.0,11.74,Electricity,3.0,0,1,1,3.0,15.1,0,0,86.0,2.4000000000000004,,Tesla_Model_S_2015,84.0,6,3,27
17303,Volkswagen,Golf,2016,e-Golf,85.0,68962.0,2.69,Electricity,2.0,1,0,1,3.0,20.7,1,0,41.0,8.0,-3°C,Tesla_Model_S_2015,13.0,1,3,7
4069,Kia,Soul,2016,Kia Soul EV,60.0,,20.5,Electricity,3.0,1,1,1,3.0,15.93,1,0,,1.629999999999999,,Tesla_Model_S_2015,42.0,8,1,14
7474,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,166118.0,9.6,Electricity,3.0,1,1,1,3.0,11.57,0,0,,-1.93,"Noch 4 Balken, 25km Reichweite, 32,5%, Batterie 27-38°C, 32,8°C, XXX, 8,5h geladen, 99,5%, Ladeende 24,0°C, RRW 98km, Batterie 27-32°C, 29,9°C, 42müNN",Tesla_Model_S_2015,37.4,9,5,1
5109,Volkswagen,Golf,2015,e-Golf,85.0,94502.0,10.15,Electricity,3.0,0,1,1,2.0,13.4,0,1,82.0,0.7000000000000011,,Tesla_Model_S_2015,84.0,5,4,24
362,Volkswagen,Golf,2018,e-Golf,100.0,,6.0,Electricity,1.0,0,1,0,3.0,16.95,1,0,,4.049999999999999,,Tesla_Model_S_2015,4.0,4,4,8
13756,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,51591.0,10.83,Electricity,3.0,1,0,1,3.0,11.94,0,0,,-1.5600000000000005,"Noch 5 Balken, 49km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Ladeende 12,2°C",Tesla_Model_S_2015,90.7,10,0,21
8491,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,112570.0,8.92,Electricity,3.0,1,1,1,3.0,11.49,0,0,,-2.01,"Noch 6 Balken, 48km Reichweite, 5h geladen, Mainova Ökostrom Novanatur, Ladeende 25,0°C, Batterie 27-31°C, 28,6°C, RRW 133km, 100%, Autobahn 82km/h",Tesla_Model_S_2015,77.6,7,5,16
28552,Volkswagen,Golf,2016,e-Golf,85.0,51987.0,8.48,Electricity,3.0,1,1,1,2.0,10.6,1,0,69.0,-2.1,,Tesla_Model_S_2015,80.0,8,5,31
23769,Hyundai,IONIQ,2017,Premium,88.0,4446.0,2.16,Electricity,3.0,0,0,0,2.0,13.42,0,0,,,,Tesla_Model_S_2015,16.1,12,0,25
19171,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.2,Electricity,1.0,0,0,0,3.0,22.3,0,0,,7.300000000000001,"0,1",Tesla_Model_S_2015,0.7,12,3,12
28499,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,20602.0,5.8,Electricity,3.0,1,1,1,1.0,13.81,0,0,,1.3100000000000005,,Tesla_Model_S_2015,42.0,5,3,15
25134,Hyundai,IONIQ,2018,electric,88.0,19618.0,15.57,Electricity,3.0,0,1,1,2.0,13.0,1,0,,,,Tesla_Model_S_2015,109.0,5,3,16
6474,Nissan,Leaf,2017,Black Edition,80.0,59608.0,22.92,Electricity,2.0,0,1,1,2.0,19.12,0,0,,4.120000000000001,,Tesla_Model_S_2015,112.0,4,5,17
28923,Volkswagen,Golf,2016,e-Golf,85.0,23506.0,5.37,Electricity,2.0,1,0,1,3.0,19.2,0,1,48.0,6.5,2°C. Restreichweite 113km = Total 141km,Tesla_Model_S_2015,28.0,12,2,27
26882,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,105232.0,6.6,Electricity,2.0,1,1,1,3.0,15.35,0,1,,2.85,,Tesla_Model_S_2015,43.0,12,1,12
24090,Hyundai,IONIQ,2018,electric,88.0,106333.0,13.62,Electricity,3.0,0,1,1,2.0,10.7,1,0,,,,Tesla_Model_S_2015,146.0,9,3,16
810,Volkswagen,Golf,2018,e-Golf,100.0,,8.0,Electricity,1.0,0,1,0,3.0,16.71,1,0,,3.810000000000001,,Tesla_Model_S_2015,85.0,4,3,8
18820,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.7,Electricity,1.0,0,0,0,3.0,10.1,0,0,,-4.9,"0,2",Tesla_Model_S_2015,6.5,8,4,7
23793,Hyundai,IONIQ,2018,electric,88.0,126479.0,5.69,Electricity,3.0,0,1,1,2.0,12.9,1,0,,,,Tesla_Model_S_2015,3.0,4,2,20
3013,Hyundai,IONIQ,2018,Roadrunner,88.0,,1.56,Electricity,1.0,0,0,0,3.0,14.72,0,0,,,,Tesla_Model_S_2015,10.6,5,5,16
25594,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,169832.0,11.0,Electricity,2.0,1,1,1,3.0,17.19,0,1,,4.690000000000001,,Tesla_Model_S_2015,64.0,11,0,23
30250,Mercedes-Benz,B-Klasse,2015,B250e,132.0,34779.0,24.0,Electricity,3.0,1,1,1,2.0,24.74,0,1,,8.139999999999997,,Tesla_Model_S_2015,97.0,2,1,20
8119,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,134758.0,5.73,Electricity,3.0,1,0,1,3.0,11.65,0,0,,-1.85,"Noch 9 Balken, 59km Reichweite, Batterie 25-28°C, 27,0°C, 56,5%, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 19,7°C, RRW 113km, Batterie 26-30°C, 28,2°C, 100%",Tesla_Model_S_2015,49.2,5,1,30
19799,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.2,Electricity,1.0,0,0,0,3.0,15.8,0,0,,0.8000000000000007,"0,4",Tesla_Model_S_2015,7.8,4,4,12
5279,Volkswagen,Golf,2015,e-Golf,85.0,83083.0,6.15,Electricity,2.0,0,1,0,3.0,17.0,0,1,52.0,4.300000000000001,,Tesla_Model_S_2015,19.0,2,3,21
19974,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.7,Electricity,3.0,0,0,0,2.0,15.0,0,0,,0.0,"0,5",Tesla_Model_S_2015,31.3,1,1,29
5300,Volkswagen,Golf,2015,e-Golf,85.0,81963.0,6.84,Electricity,2.0,1,0,0,3.0,16.1,0,1,23.0,3.400000000000002,,Tesla_Model_S_2015,15.0,2,6,3
18821,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.1,Electricity,1.0,0,0,0,3.0,12.0,0,0,,-3.0,"0,6",Tesla_Model_S_2015,17.0,8,4,7
15229,Kia,Soul,2016,Kia Soul EV,60.0,,17.4,Electricity,3.0,1,0,1,3.0,19.46,1,0,,5.16,,Tesla_Model_S_2015,93.0,10,1,8
11335,Volkswagen,Golf,2014,e-Golf,85.0,12763.0,8.78,Electricity,3.0,0,1,1,2.0,12.2,0,0,53.0,-0.5,,Tesla_Model_S_2015,72.0,8,0,31
