,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),month,weekday,day
30599,278.0,17.0,139409.0,2.0,0,0,1,1.0,26.61,0,0,10.509999999999998,66.0,11,4,12
28458,35.0,3.8,22747.0,3.0,1,0,1,1.0,13.57,0,0,1.0700000000000005,28.0,6,4,20
26610,35.0,5.1,119860.0,3.0,1,1,1,2.0,12.14,0,0,-0.3599999999999994,42.0,7,3,19
6123,85.0,10.0,25820.0,3.0,0,1,0,2.0,14.5,0,1,1.8000000000000007,82.0,10,1,10
8188,49.0,3.53,130814.0,3.0,1,0,1,1.0,13.47,0,0,-0.0299999999999993,26.2,4,5,22
8815,49.0,8.76,91180.0,3.0,1,1,1,1.0,11.39,1,0,-2.1099999999999994,103.6,8,0,3
31088,278.0,10.0,87454.0,3.0,1,0,1,1.0,20.4,0,0,4.299999999999997,93.0,4,6,21
14300,49.0,16.5,6093.0,3.0,1,0,1,1.0,11.42,0,0,-2.08,144.5,9,5,3
18003,49.0,12.24,42933.0,3.0,1,0,1,1.0,11.92,0,0,-0.5800000000000001,102.7,7,3,8
26664,35.0,5.3,116922.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,6,4,15
27559,35.0,18.6,70475.0,2.0,1,0,1,1.0,13.29,1,0,0.7899999999999991,140.0,5,6,22
8585,49.0,5.0,105779.0,3.0,0,1,1,1.0,13.31,0,0,-0.1899999999999995,72.0,3,4,25
14228,49.0,6.24,12971.0,2.0,1,0,1,1.0,16.96,0,0,3.460000000000001,53.3,1,1,17
17685,49.0,5.39,62673.0,3.0,1,0,1,1.0,11.28,0,0,-1.2200000000000006,47.8,5,1,3
29721,132.0,6.0,77158.0,1.0,1,0,1,2.0,17.46,0,0,0.8599999999999994,36.0,2,0,3
29206,132.0,16.0,106221.0,3.0,1,1,1,3.0,19.79,1,0,3.1899999999999977,97.0,5,0,16
31637,278.0,19.0,19640.0,2.0,0,1,1,3.0,26.39,0,0,10.29,73.0,12,4,2
13834,49.0,14.34,45859.0,3.0,0,1,0,1.0,10.39,0,0,-3.1099999999999994,108.0,7,3,11
25574,35.0,9.5,170742.0,2.0,1,1,1,3.0,19.39,0,1,6.890000000000001,49.0,12,6,6
25351,35.0,6.1,180111.0,3.0,1,1,1,1.0,12.98,0,0,0.4800000000000004,47.0,6,1,1
31036,278.0,14.0,96241.0,3.0,1,1,1,1.0,19.21,0,0,3.1099999999999994,143.0,7,0,8
8797,49.0,10.58,92608.0,3.0,1,0,1,1.0,11.09,0,0,-2.41,95.4,8,1,25
30244,132.0,10.0,35253.0,3.0,1,1,1,2.0,22.04,0,1,5.439999999999998,62.0,2,2,28
8869,49.0,3.95,86983.0,3.0,1,0,1,1.0,11.97,0,0,-1.5299999999999994,28.5,6,5,6
31103,278.0,32.0,85628.0,2.0,1,0,1,1.0,22.98,0,0,6.879999999999999,137.0,4,2,10
25855,35.0,7.0,157585.0,2.0,1,1,1,1.0,16.28,0,1,3.780000000000001,43.0,3,3,19
9004,49.0,6.34,76758.0,2.0,1,0,1,1.0,13.13,0,0,-0.3699999999999992,48.3,12,4,12
23268,88.0,17.58,18078.0,3.0,1,1,1,2.0,12.14,0,0,2.306997751726371,144.8,10,1,16
31079,278.0,21.0,88899.0,3.0,1,1,1,1.0,20.4,0,0,4.299999999999997,71.0,5,4,10
23542,88.0,13.65,9775.0,3.0,0,0,0,2.0,11.95,0,0,2.306997751726371,114.3,4,5,21
27762,35.0,7.1,59664.0,2.0,1,1,1,3.0,16.51,0,1,4.010000000000002,43.0,12,1,15
31019,278.0,43.0,98566.0,3.0,1,1,1,1.0,19.66,0,0,3.5599999999999987,303.0,7,2,31
26952,35.0,4.7,101465.0,3.0,1,1,1,2.0,11.46,0,0,-1.0399999999999991,41.0,9,3,14
7473,49.0,3.5,166146.0,3.0,1,0,1,3.0,12.13,0,0,-1.3699999999999992,28.5,9,5,1
31155,278.0,45.0,79913.0,2.0,0,1,1,1.0,25.71,0,0,9.61,175.0,1,2,30
27180,35.0,6.8,89508.0,2.0,1,1,1,1.0,15.81,0,1,3.3100000000000005,43.0,3,0,6
