id,y,power(kW),quantity(kWh),odometer,consumption(kWh/100km),ecr_deviation,month,weekday,day,tire_type,city,motor_way,country_roads,driving_style,A/C,park_heating
3,-0.20462633451957293,-0.9230769230769231,-0.08850574712643675,0.7605198063411299,-0.04173913043478265,-0.48931302894818846,-0.8333333333333334,-0.6666666666666666,1.0,2.0,1,0,1,3.0,0,0
5,-0.30249110320284694,-1.2820512820512822,-0.36781609195402293,1.5274314829561872,-0.076521739130435,-0.3058267904160785,-0.16666666666666666,0.0,0.26666666666666666,3.0,1,1,1,3.0,0,0
7,0.09964412811387889,-0.9230769230769231,0.31149425287356336,0.7970528333533006,-0.21391304347826096,-0.7163772491316749,-0.5,0.0,0.4666666666666667,3.0,1,1,1,3.0,0,0
9,-0.32028469750889677,-1.2820512820512822,-0.34482758620689646,-0.546705755502153,0.06434782608695638,-0.1200469739023168,0.8333333333333334,-1.0,0.5333333333333333,2.0,1,1,1,3.0,0,1
10,-0.5249110320284697,-0.9230769230769231,-0.5425287356321838,1.1798744177196456,-0.6156521739130436,-1.2461937628931432,-0.3333333333333333,1.0,-0.06666666666666667,3.0,0,1,1,3.0,0,0
11,-0.24911032028469748,-1.2820512820512822,-0.32183908045977,-0.05398910492674367,-0.0834782608695653,-0.31500110234268386,-0.3333333333333333,-0.3333333333333333,-0.2,2.0,1,1,1,3.0,0,0
12,0.39323843416370097,-0.9230769230769231,-0.16206896551724131,0.6358818596325555,-0.5130434782608697,-1.1108726619757119,0.5,-0.3333333333333333,-0.6,3.0,0,1,1,3.0,0,0
18,-0.23131672597864766,0.0,-0.34482758620689646,-0.7290608108584274,-0.20695652173913065,-0.5237166986729592,0.5,0.0,0.8,3.0,1,0,1,3.0,0,1
19,-0.30249110320284694,-1.2820512820512822,-0.29885057471264365,1.465161840463992,0.16695652173913028,0.015274127015114524,-0.5,-0.6666666666666666,-0.9333333333333333,2.0,1,1,1,3.0,0,0
20,0.3523131672597864,-0.9230769230769231,-0.34482758620689646,1.3461335175018851,-0.48173913043478284,-1.0695882583059872,0.5,-1.0,-0.8666666666666667,3.0,1,1,1,3.0,0,0
