manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Mitsubishi,i-MiEV,2013,i-MiEV,35,17.06.2021,181063,60.0,8.6,Electricity,Summer tires,1,1,1,Fast,14.33,1,0,,1.83,Das war die letzte Ladung die der treue iMiEV von uns bekommen hat. Heute Nachmittag darf er mit voller Ladung zu seinem neuen Zuhause fahren.
Mitsubishi,i-MiEV,2013,i-MiEV,35,16.06.2021,181003,42.0,4.9,Electricity,Summer tires,1,1,1,Normal,11.67,0,0,,-0.8300000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,16.06.2021,180961,51.0,5.7,Electricity,Summer tires,1,1,1,Moderate,11.18,1,0,,-1.3200000000000003,
Mitsubishi,i-MiEV,2013,i-MiEV,35,15.06.2021,180910,41.0,4.6,Electricity,Summer tires,1,1,1,Moderate,11.22,0,0,,-1.2799999999999994,
Mitsubishi,i-MiEV,2013,i-MiEV,35,15.06.2021,180869,42.0,5.5,Electricity,Summer tires,1,1,1,Normal,13.1,1,0,,0.5999999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,14.06.2021,180827,42.0,4.8,Electricity,Summer tires,1,1,1,Normal,11.43,0,0,,-1.0700000000000003,
Mitsubishi,i-MiEV,2013,i-MiEV,35,13.06.2021,180785,69.0,8.4,Electricity,Summer tires,1,1,1,Normal,12.17,1,0,,-0.33000000000000007,
Mitsubishi,i-MiEV,2013,i-MiEV,35,11.06.2021,180716,42.0,5.2,Electricity,Summer tires,1,1,1,Fast,12.38,0,0,,-0.11999999999999922,
Mitsubishi,i-MiEV,2013,i-MiEV,35,11.06.2021,180674,42.0,5.6,Electricity,Summer tires,1,1,1,Normal,13.33,1,0,,0.8300000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,10.06.2021,180632,42.0,4.2,Electricity,Summer tires,1,1,1,Normal,10.0,0,0,,-2.5,
Mitsubishi,i-MiEV,2013,i-MiEV,35,09.06.2021,180590,42.0,5.3,Electricity,Summer tires,1,1,1,Normal,12.62,0,0,,0.11999999999999922,
Mitsubishi,i-MiEV,2013,i-MiEV,35,09.06.2021,180548,42.0,4.4,Electricity,Summer tires,1,1,1,Normal,10.48,0,0,,-2.0199999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,09.06.2021,180506,42.0,5.6,Electricity,Summer tires,1,1,1,Normal,13.33,1,0,,0.8300000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,08.06.2021,180464,42.0,4.6,Electricity,Summer tires,1,1,1,Normal,10.95,0,0,,-1.5500000000000007,
Mitsubishi,i-MiEV,2013,i-MiEV,35,08.06.2021,180422,43.0,5.7,Electricity,Summer tires,1,1,1,Normal,13.26,0,0,,0.7599999999999998,
Mitsubishi,i-MiEV,2013,i-MiEV,35,07.06.2021,180379,41.0,5.1,Electricity,Summer tires,1,1,1,Normal,12.44,0,0,,-0.0600000000000005,
Mitsubishi,i-MiEV,2013,i-MiEV,35,06.06.2021,180338,59.0,7.6,Electricity,Summer tires,1,0,1,Normal,12.88,1,0,,0.3800000000000008,
Mitsubishi,i-MiEV,2013,i-MiEV,35,03.06.2021,180279,42.0,5.1,Electricity,Summer tires,1,1,1,Moderate,12.14,1,0,,-0.35999999999999943,
Mitsubishi,i-MiEV,2013,i-MiEV,35,02.06.2021,180237,42.0,4.9,Electricity,Summer tires,1,1,1,Normal,11.67,0,0,,-0.8300000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,01.06.2021,180195,42.0,4.6,Electricity,Summer tires,1,1,1,Moderate,10.95,0,0,,-1.5500000000000007,
Mitsubishi,i-MiEV,2013,i-MiEV,35,01.06.2021,180153,42.0,5.0,Electricity,Summer tires,1,1,1,Normal,11.9,0,0,,-0.5999999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,01.06.2021,180111,47.0,6.1,Electricity,Summer tires,1,1,1,Normal,12.98,0,0,,0.4800000000000004,
Mitsubishi,i-MiEV,2013,i-MiEV,35,31.05.2021,180064,42.0,5.0,Electricity,Summer tires,1,1,1,Normal,11.9,0,0,,-0.5999999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,30.05.2021,180022,35.0,5.3,Electricity,Summer tires,1,0,1,Normal,15.14,0,0,,2.6400000000000006,
Mitsubishi,i-MiEV,2013,i-MiEV,35,25.05.2021,179987,69.0,9.9,Electricity,Summer tires,1,1,1,Normal,14.35,0,0,,1.8499999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,21.05.2021,179918,42.0,5.2,Electricity,Summer tires,1,1,1,Normal,12.38,0,1,,-0.11999999999999922,
Mitsubishi,i-MiEV,2013,i-MiEV,35,21.05.2021,179876,42.0,6.2,Electricity,Summer tires,1,1,1,Normal,14.76,0,0,,2.26,
Mitsubishi,i-MiEV,2013,i-MiEV,35,20.05.2021,179834,42.0,5.7,Electricity,Summer tires,1,1,1,Normal,13.57,0,1,,1.0700000000000003,
Mitsubishi,i-MiEV,2013,i-MiEV,35,20.05.2021,179792,43.0,6.0,Electricity,Summer tires,1,1,1,Normal,13.95,0,0,,1.4499999999999993,
Mitsubishi,i-MiEV,2013,i-MiEV,35,19.05.2021,179749,41.0,5.5,Electricity,Summer tires,1,1,1,Normal,13.41,0,1,,0.9100000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,19.05.2021,179708,48.0,7.7,Electricity,Summer tires,1,1,1,Normal,16.04,0,1,,3.539999999999999,Gegenwind
Mitsubishi,i-MiEV,2013,i-MiEV,35,17.05.2021,179660,41.0,5.5,Electricity,Summer tires,1,1,1,Normal,13.41,0,1,,0.9100000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,17.05.2021,179619,23.0,3.2,Electricity,Summer tires,1,0,1,Normal,13.91,0,0,,1.4100000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,13.05.2021,179596,51.0,8.8,Electricity,Summer tires,1,1,1,Normal,17.25,0,1,,4.75,
Mitsubishi,i-MiEV,2013,i-MiEV,35,12.05.2021,179545,41.0,6.2,Electricity,Summer tires,1,1,1,Normal,15.12,0,1,,2.619999999999999,
Mitsubishi,i-MiEV,2013,i-MiEV,35,12.05.2021,179504,43.0,6.4,Electricity,Summer tires,1,1,1,Normal,14.88,0,0,,2.380000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,11.05.2021,179461,42.0,4.8,Electricity,Summer tires,1,1,1,Normal,11.43,0,0,,-1.0700000000000003,
Mitsubishi,i-MiEV,2013,i-MiEV,35,11.05.2021,179419,47.0,6.4,Electricity,Summer tires,1,1,1,Normal,13.62,0,0,,1.1199999999999992,
Mitsubishi,i-MiEV,2013,i-MiEV,35,10.05.2021,179372,41.0,4.8,Electricity,Summer tires,1,1,1,Normal,11.71,0,0,,-0.7899999999999991,
Mitsubishi,i-MiEV,2013,i-MiEV,35,10.05.2021,179331,57.0,8.4,Electricity,Summer tires,1,1,1,Normal,14.74,0,0,,2.24,
Mitsubishi,i-MiEV,2013,i-MiEV,35,07.05.2021,179274,42.0,6.6,Electricity,Summer tires,1,1,1,Fast,15.71,0,1,,3.210000000000001,
Mitsubishi,i-MiEV,2013,i-MiEV,35,07.05.2021,179232,42.0,8.4,Electricity,Summer tires,1,1,1,Fast,20.0,0,1,,7.5,
Mitsubishi,i-MiEV,2013,i-MiEV,35,06.05.2021,179190,42.0,6.3,Electricity,Summer tires,1,1,1,Fast,15.0,0,1,,2.5,Rückenwind
Mitsubishi,i-MiEV,2013,i-MiEV,35,06.05.2021,179148,42.0,7.8,Electricity,Summer tires,1,1,1,Fast,18.57,0,0,,6.07,Gegenwind
Mitsubishi,i-MiEV,2013,i-MiEV,35,05.05.2021,179106,41.0,6.6,Electricity,Summer tires,1,1,1,Normal,16.1,0,1,,3.6000000000000014,
Mitsubishi,i-MiEV,2013,i-MiEV,35,05.05.2021,179065,46.0,7.0,Electricity,Summer tires,1,1,1,Normal,15.22,0,0,,2.7200000000000006,Gegenwind
Mitsubishi,i-MiEV,2013,i-MiEV,35,04.05.2021,179019,41.0,5.3,Electricity,Summer tires,1,1,1,Normal,12.93,0,1,,0.4299999999999997,Rückenwind
Mitsubishi,i-MiEV,2013,i-MiEV,35,04.05.2021,178978,43.0,6.6,Electricity,Summer tires,1,1,1,Normal,15.35,0,0,,2.8499999999999996,
Mitsubishi,i-MiEV,2013,i-MiEV,35,03.05.2021,178935,41.0,6.4,Electricity,Summer tires,1,1,1,Normal,15.61,0,1,,3.1099999999999994,
Mitsubishi,i-MiEV,2013,i-MiEV,35,03.05.2021,178894,44.0,7.4,Electricity,Summer tires,1,1,1,Normal,16.82,0,1,,4.32,
Mitsubishi,i-MiEV,2013,i-MiEV,35,30.04.2021,178850,42.0,5.9,Electricity,Summer tires,1,1,1,Normal,14.05,0,1,,1.5500000000000007,
Mitsubishi,i-MiEV,2013,i-MiEV,35,30.04.2021,178808,42.0,6.4,Electricity,Summer tires,1,1,1,Fast,15.24,0,0,,2.74,
Mitsubishi,i-MiEV,2013,i-MiEV,35,29.04.2021,178766,42.0,5.4,Electricity,Summer tires,1,1,1,Normal,12.86,0,1,,0.35999999999999943,
Mitsubishi,i-MiEV,2013,i-MiEV,35,29.04.2021,178724,58.0,8.4,Electricity,Summer tires,1,1,1,Normal,14.48,0,0,,1.9800000000000004,
Mitsubishi,i-MiEV,2013,i-MiEV,35,28.04.2021,178666,42.0,6.4,Electricity,Summer tires,1,1,1,Normal,15.24,0,1,,2.74,
Mitsubishi,i-MiEV,2013,i-MiEV,35,28.04.2021,178624,58.0,8.4,Electricity,Summer tires,1,1,1,Normal,14.48,0,0,,1.9800000000000004,
Mitsubishi,i-MiEV,2013,i-MiEV,35,27.04.2021,178566,41.0,6.4,Electricity,Summer tires,1,1,1,Normal,15.61,0,1,,3.1099999999999994,
