manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Mitsubishi,i-MiEV,2014,i-MiEV,49,04.10.2022,73691,64.8,13.9,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 3 Balken, 20km Reichweite, Batterie 19-31°C, 26,4°C, 24,0%, Mainova Ökostrom Novanatur, 5h35m geladen, Batterie 17-26°C, 22,0°C, Ladeende 7,1°C, RRW 128km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73626,56.9,7.7,Green electricity,Summer tires,1,0,1,Normal,14.04,0,0,,1.5399999999999991,"Noch 3 Balken, 29km Reichweite, Batterie 30-45°C, 39,1°C, 27,5%, Ökostrom, 18m55s geladen, Batterie 24-45°C, 36,0°C, Ladeende 13,2°C, RRW 117km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73569,48.0,7.1,Green electricity,Summer tires,1,0,1,Normal,14.04,0,0,,1.5399999999999991,"Noch 3 Balken, 19km Reichweite, Batterie 31-46°C, 39,7°C, 23,5%, Ökostrom, 15m50s geladen, Batterie 25-46°C, 36,9°C, Ladeende 15,9°C, RRW 88km, 72,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73521,42.3,6.7,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 2 Balken, 15km Reichweite, Batterie 33-47°C, 40,9°C, 21,0%, Ökostrom, 16m59s geladen, Batterie 25-46°C, 36,8°C, Ladeende 16,8°C, RRW 77km, 66,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73478,47.7,5.7,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 3 Balken, 18km Reichweite, Batterie 33-47°C, 41,0°C, 24,0%, Ökostrom, 14m54s geladen, Batterie 25-46°C, 36,8°C, Ladeende 17,2°C, RRW 67km, 62,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73431,51.6,7.7,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 1 Balken, 7km Reichweite, Batterie 34-47°C, 42,0°C, 15,5%, Ökostrom, 19m1s geladen, Batterie 25-46°C, 37,3°C, Ladeende 17,6°C, RRW 69km, 68,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73379,39.8,5.4,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 5 Balken, 30km Reichweite, Batterie 32-44°C, 39,1°C, 36,0%, Ökostrom, 10m21s geladen, Batterie 27-45°C, 37,8°C, Ladeende 16,2°C, RRW 71km, 71,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73339,51.4,7.7,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 2 Balken, 12km Reichweite, Batterie 30-40°C, 36,2°C, 20,0%, Ökostrom, 15m23s geladen, Batterie 27-43°C, 36,5°C, Ladeende 15,6°C, RRW 72km, 72,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73288,49.5,6.2,Green electricity,Summer tires,0,1,0,Normal,14.04,0,0,,1.5399999999999991,"Noch 4 Balken, 28km Reichweite, Batterie 25-33°C, 30,7°C, 31,0%, Ökostrom, 12m43s geladen, Batterie 26-37°C, 32,7°C, Ladeende 16,3°C, RRW 84km, 72,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,03.10.2022,73238,90.7,8.1,Green electricity,Summer tires,1,1,1,Normal,14.04,1,1,,1.5399999999999991,"Noch 1 Balken, 10km Reichweite, Batterie 20-24°C, 22,5°C, 17,0%, Ökostrom, 17m30s geladen, Batterie 26-32°C, 29,3°C, Ladeende 12,6°C, RRW 81km, 72,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,02.10.2022,73148,55.9,11.84,Electricity,Summer tires,1,1,1,Normal,13.21,0,0,,0.7100000000000009,"Noch 7 Balken, 62km Reichweite, Batterie 11-12°C, 11,5°C, 29,5%, 5h42m geladen, Batterie 16-22°C, 17,0°C, Ladeende 12,3°C, RRW 140km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,73092,65.5,7.58,Green electricity,Summer tires,1,1,1,Normal,13.21,0,0,,0.7100000000000009,"Noch x Balken, 28km Reichweite, Batterie 32-45°C, 39,4°C, 27,5%, Ökostrom, 15m57s geladen, Batterie 26-45°C, 37,1°C, Ladeende 18,0°C, RRW 103km, 74,5%, 12B"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,73026,60.0,7.9,Green electricity,Summer tires,0,1,0,Normal,13.21,0,0,,0.7100000000000009,"Noch 2 Balken, 14km Reichweite, Batterie 34-47°C, 41,1°C, 21,5%, Ökostrom, 19m59s geladen, Batterie 25-46°C, 37,1°C, Ladeende 17,8°C, RRW 75km, 75,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72966,59.4,6.21,Green electricity,Summer tires,0,1,0,Normal,13.21,0,0,,0.7100000000000009,"Noch 4 Balken, 26km Reichweite, Batterie 32-45°C, 39,9°C, 32,0%, Ökostrom, 13m56s geladen, Batterie 26-46°C, 37,4°C, Ladeende 18,3°C, RRW 76km, 73,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72907,36.6,5.9,Green electricity,Summer tires,0,1,0,Normal,13.21,0,0,,0.7100000000000009,"Noch 5 Balken, 33km Reichweite, Batterie 32-44°C, 39,1°C, 38,5%, Ökostrom, 13m44s geladen, Batterie 26-45°C, 37,1°C, Ladeende 16,9°C, RRW 80km, 78,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72870,46.7,7.05,Green electricity,Summer tires,0,1,0,Normal,13.21,0,0,,0.7100000000000009,"Noch 3 Balken, 19km Reichweite, Batterie 29-41°C, 36,7°C, 24,5%, Ökostrom, 14m4s geladen, Batterie 28-43°C, 37,0°C, Ladeende 15,4°C, RRW 79km, 72,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72824,41.8,5.35,Green electricity,Summer tires,0,1,0,Normal,13.21,0,0,,0.7100000000000009,"Noch 4 Balken, 40km Reichweite, Batterie 26-38°C, 33,7°C, 34,0%, Ökostrom, 10m56s geladen, Batterie 26-40°C, 34,1°C, Ladeende 12,9°C, RRW 99km, 70,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72782,43.7,5.21,Green electricity,Summer tires,0,0,1,Normal,13.21,0,0,,0.7100000000000009,"Noch 5 Balken, 21km Reichweite, Batterie 21-29°C°C, 26,0%, Ökostrom, 2,0 kWh, Abbruch nach 3m6s, 4,7kWh in 12m1s geladen, Batterie 24-33°C, 29,5°C, Ladeende 8,0°C, RRW 81km, 71,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72738,54.1,6.72,Green electricity,Summer tires,1,0,1,Normal,13.21,0,0,,0.7100000000000009,"Noch 5 Balken, 37km Reichweite, Batterie 15-20°C, 18,3°C, 37,0%, Ökostrom, 20m12s geladen, Batterie 20-25°C, 23,5°C, Ladeende 7,3°C, RRW 81km, 77,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,30.09.2022,72684,63.7,5.91,Green electricity,Summer tires,0,1,1,Normal,13.21,1,1,,0.7100000000000009,
Mitsubishi,i-MiEV,2014,i-MiEV,49,29.09.2022,72620,66.3,8.49,Green electricity,Summer tires,1,1,1,Normal,12.81,0,0,,0.3100000000000005,"Noch 7 Balken, 62km Reichweite, Batterie 16-20°C, 16,5°C, 48,5%, Mainova Ökostrom Novanatur, 3h37m geladen, Batterie 17-24°C, 19,3°C, Ladeende 11,2°C, RRW 142km, 98,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,28.09.2022,72554,57.6,7.33,Green electricity,Summer tires,1,0,1,Normal,12.73,0,0,,0.23000000000000043,"Noch 8 Balken, 70km Reichweite, Batterie 14-17°C, 14,9°C, 51,5%, Mainova Ökostrom Novanatur, 3h23m geladen, Batterie 16-23°C, 17,5°C, Ladeende 11,6°C, RRW 147km, 97,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,28.09.2022,72496,106.7,13.44,Green electricity,Summer tires,1,0,1,Normal,12.6,1,0,,0.09999999999999964,"Noch 2 Balken, 12km Reichweite, Batterie 14-16°C, 14,7°C, 17,5%, Mainova Ökostrom Novanatur, 5h26m geladen, Batterie 15-23°C, 17,8°C, Ladeende 10,4°C, RRW 140km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,25.09.2022,72389,62.8,7.86,Green electricity,Summer tires,1,1,1,Normal,12.52,0,0,,0.019999999999999574,"Noch 8 Balken, 71km Reichweite, Batterie 17-21°C, 19,0°C, 53,5%, Mainova Ökostrom Novanatur, 3h58m geladen, Batterie 19-24°C, 20,5°C, Ladeende 13,1°C, RRW 147km, 99,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,24.09.2022,72327,64.9,13.06,Green electricity,Summer tires,0,1,1,Normal,12.82,0,0,,0.3200000000000003,"Noch 3 Balken, 23km Reichweite, Batterie 32-42°C, 38,4°C, 25,5%, Mainova Ökostrom Novanatur, 4h49m geladen, Batterie 27-37°C, 32,9°C, Ladeende 14,3°C, RRW 130km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,24.09.2022,72262,93.4,9.61,Green electricity,Summer tires,1,1,1,Normal,12.82,0,0,,0.3200000000000003,"Noch 1 Balken, 10km Reichweite, Batterie 28-35°C, 32,2°C, 15,5%, Ökostrom, 20m7s geladen, Batterie 31-41°C, 36,9°C, Ladeende 19,4°C, RRW 119km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,24.09.2022,72168,11.2,2.5,Green electricity,Summer tires,0,1,0,Fast,12.82,0,0,,0.3200000000000003,"Noch 12 Balken, 84km Reichweite, Batterie 26-29°C, 27,6°C, 72,0%, Ökostrom, 16m0s geladen, Batterie 27-30°C, 28,6°C, Ladeende 22,1°C, RRW 106km, 89,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,24.09.2022,72157,75.2,6.21,Green electricity,Summer tires,0,1,1,Fast,12.82,0,0,,0.3200000000000003,"Noch 5 Balken, 38km Reichweite, Batterie 20-23°C, 20,5°C, 37,5%, Ökostrom, 20m12s geladen, Batterie 26-28°C, 26,9°C, Ladeende 20,5°C, RRW 98km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,23.09.2022,72082,50.0,6.19,Green electricity,Summer tires,1,0,1,Normal,12.38,0,0,,-0.11999999999999922,"Noch 9 Balken, 82km Reichweite, Batterie 17-20°C, 17,2°C, 59,0%, Mainova Ökostrom Novanatur, 3h15m geladen, Batterie 18-24°C, 19,3°C, Ladeende 12,9°C, RRW 146km, 97,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,22.09.2022,72032,96.2,11.64,Green electricity,Summer tires,1,0,1,Normal,12.1,0,0,,-0.40000000000000036,"Noch 4 Balken, 32km Reichweite, Batterie 16-20°C, 17,4°C, 29,0%, Mainova Ökostrom Novanatur, 4h55m geladen, Batterie 18-25°C, 20,2°C, Ladeende 10,1°C, RRW 151km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,20.09.2022,71936,97.9,11.92,Green electricity,Summer tires,1,0,1,Normal,12.18,0,0,,-0.3200000000000003,"Noch 4 Balken, 31km Reichweite, Batterie 15-18°C, 16,1°C, 28,5%, Mainova Ökostrom Novanatur, 4h58m geladen, Batterie 17-24°C, 19,3°C, Ladeende 10,9°C, RRW 149km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,19.09.2022,71838,55.0,11.61,Green electricity,Summer tires,0,1,1,Normal,14.32,1,0,,1.8200000000000003,"Noch 5 Balken, 38km Reichweite, Batterie 26-42°C, 35,6°C, 36,0%, Mainova Ökostrom Novanatur, 4h32m geladen, Batterie 21-32°C, 27,7°C, Ladeende 9,3°C, RRW 130km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71783,41.9,6.01,Green electricity,Summer tires,0,1,0,Normal,14.32,1,0,,1.8200000000000003,"Noch 5 Balken, 47km Reichweite, Batterie 28-44°C, 37,8°C, 39,0%, Ökostrom, 14m geladen, Batterie 25-44°C, 35,7°C, Ladeende 10,9°C, RRW 113km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71741,72.7,9.0,Green electricity,Summer tires,0,1,0,Normal,14.32,1,0,,1.8200000000000003,"Noch 1 Balken, 9km Reichweite, Batterie 27-42°C, 36,5°C, 16,0%, Ökostrom, 18m39s geladen, Batterie 29-45°C, 37,5°C, Ladeende 11,1°C, RRW 99km, 76,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71668,27.1,4.26,Green electricity,Summer tires,0,1,0,Fast,14.32,1,0,,1.8200000000000003,"Noch 8 Balken, 42km Reichweite, Batterie 30-44°C, 38,7°C, 52,0%, Ökostrom, 11m9s geladen, Batterie 26-44°C, 36,3°C, Ladeende 11,9°C, RRW 71km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71641,76.9,9.98,Green electricity,Summer tires,0,1,0,Normal,14.32,1,0,,1.8200000000000003,"Noch 1 Balken, 4km Reichweite, Batterie 28-41°C, 36,2°C, 13,0%, Ökostrom, 22m3s geladen, Batterie 31-44°C, 38,2°C, Ladeende 11,8°C, RRW 86km, 80,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71564,35.6,6.77,Green electricity,Summer tires,0,1,0,Fast,14.32,1,0,,1.8200000000000003,"Noch 5 Balken, 43km Reichweite, Batterie 28-38°C, 33,8°C, 40,0%, Ökostrom, 16m3s geladen, 5,95kWh, 80,5%, 5m10s geladen, 0,81kWh, 85,5%, Batterie 30-41°C, 36,5°C, Ladeende 10,8°C, RRW 107km"
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71528,90.6,9.63,Green electricity,Summer tires,1,1,1,Normal,14.32,0,0,,1.8200000000000003,"Noch 0 Balken, 0km Reichweite, Schildkröte seit 5,2km, Batterie 24-30°C, 27,9°C, 8,5%, Ökostrom, 17m45s geladen, Batterie 26-37°C, 32,7°C, Ladeende 10,6°C, RRW 74km, 70,5%, Regen "
Mitsubishi,i-MiEV,2014,i-MiEV,49,18.09.2022,71438,50.0,7.82,Green electricity,Summer tires,1,1,1,Normal,14.49,0,0,,1.9900000000000002,"Noch 8 Balken, 67km Reichweite, Batterie 15-19°C, 17,1°C, 53,0%, Ökostrom, 3h20m geladen, Batterie 17-23°C, 18,8°C, Ladeende 14,3°C, RRW 138km, 99,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,17.09.2022,71388,43.0,5.66,Green electricity,Summer tires,1,1,1,Normal,14.49,0,0,,1.9900000000000002,"Noch 9 Balken, 67km Reichweite, Batterie 20-26°C, 22,8°C, 59,5%, Ökostrom, 1h59m geladen, Batterie 20-27°C, 23,3°C, Ladeende 12,4°C, RRW 107km, 90,5%, 15B"
Mitsubishi,i-MiEV,2014,i-MiEV,49,17.09.2022,71345,68.5,8.96,Green electricity,Summer tires,1,0,1,Normal,13.08,0,0,,0.5800000000000001,"Noch 7 Balken, 64km Reichweite, Batterie 15-19°C, 17,3°C, 48,0%, Ökostrom, 3h37m geladen, Batterie 18-24°C, 20,1°C, Ladeende 14,1°C, RRW 152km, 99,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71276,51.0,10.4,Green electricity,Summer tires,1,1,1,Normal,13.2,0,0,,0.6999999999999993,"Noch 6 Balken, 57km Reichweite, Batterie 28-41°C, 36,5°C, 43,5%, Ökostrom, 4h44m geladen, Batterie 24-34°C, 29,7°C, Ladeende 12,6°C, RRW 151km, 100%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71225,35.5,5.41,Green electricity,Summer tires,0,1,0,Normal,13.2,0,0,,0.6999999999999993,"Noch 6 Balken, 40km Reichweite, Batterie 30-42°C, 36,9°C, 44,0%, Ökostrom, 12m2s geladen, Batterie 30-44°C, 37,9°C, Ladeende 14,9°C, RRW 79km, 77,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71190,74.6,7.33,Green electricity,Summer tires,0,1,0,Normal,13.2,0,0,,0.6999999999999993,"Noch 4 Balken, 32km Reichweite, Batterie 32-44°C, 39,7°C, 29,0%, Ökostrom, 16m32s geladen, Batterie 26-45°C, 37,7°C, Ladeende 17,9°C, RRW 113km, 77,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71115,27.4,8.93,Green electricity,Summer tires,0,1,0,Normal,13.2,0,0,,0.6999999999999993,"Noch 3 Balken, 22km Reichweite, Batterie 31-42°C, 37,5°C, 27,0%, Ökostrom, 18m24s geladen (80,5%, 7,925kWh), 5m44s geladen (87,0%, 1,005kWh), Batterie 33-45°C, 40,4°C, Ladeende 17,3°C, RRW 97km, 87,0%, 15B"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71088,77.0,5.21,Green electricity,Summer tires,0,1,0,Normal,13.2,0,0,,0.6999999999999993,"Noch 1 Balken, 12km Reichweite, Batterie 28-38°C, 34,4°C, 17,0%, Ökostrom, 8m40s geladen, Batterie 27-40°C, 35,2°C, Ladeende 16,9°C, RRW 71km, 52,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,71011,42.7,5.13,Green electricity,Summer tires,0,1,0,Normal,13.2,0,0,,0.6999999999999993,"Noch 6 Balken, 52km Reichweite, Batterie 27-34°C, 31,3°C, 43,0%, Ökostrom, 13m17s geladen, Batterie 29-37°C, 33,6°C, Ladeende 16,4°C, RRW 105km, 77,5%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,16.09.2022,70968,54.7,5.48,Green electricity,Summer tires,0,1,1,Fast,13.2,0,0,,0.6999999999999993,"Noch 5 Balken, 31km Reichweite, Batterie 24-27°C, 25,8°C, 40,0%, Ökostrom, 15m32s geladen, Batterie 28-33°C, 30,5°C, Ladeende 16,0°C, RRW 69km, 78,0%, 13B,  Autobahn 120km/h"
Mitsubishi,i-MiEV,2014,i-MiEV,49,15.09.2022,70913,65.7,7.98,Green electricity,Summer tires,1,1,1,Normal,12.15,0,0,,-0.34999999999999964,"Noch 8 Balken, 71km Reichweite, Batterie 21-24°C, 21,5°C, 52,0%, Mainova Ökostrom Novanatur, 3h28m geladen, Batterie 23-29°C, 24,4°C, Ladeende 18,5°C, RRW 151km, 99,5%, Autobahn 80km/h"
Mitsubishi,i-MiEV,2014,i-MiEV,49,14.09.2022,70847,47.6,5.96,Green electricity,Summer tires,1,0,1,Normal,12.52,0,0,,0.019999999999999574,"Noch 10 Balken, 90km Reichweite, Batterie 21-24°C, 21,6°C, 64,0%, Mainova Ökostrom Novanatur, 2h39m geladen, Batterie 22-29°C, 23,7°C, Ladeende 18,8°C, RRW 147km, 98,0%, Regen"
Mitsubishi,i-MiEV,2014,i-MiEV,49,13.09.2022,70800,95.5,11.16,Green electricity,Summer tires,1,0,1,Normal,11.69,0,0,,-0.8100000000000005,"Noch 4 Balken, 39km Reichweite, Batterie 20-22°C, 20,3°C, 33,0%, Mainova Ökostrom Novanatur, 4h20m geladen, Batterie 23-30°C, 24,5°C, Ladeende 18,8°C, RRW 149km, 99,0%"
Mitsubishi,i-MiEV,2014,i-MiEV,49,12.09.2022,70704,119.3,14.33,Green electricity,Summer tires,1,1,1,Normal,12.01,0,0,,-0.4900000000000002,"Noch 0 Balken, 2km Reichweite, Batterie 23-26°C, 24,1°C, 11,0%, Mainova Ökostrom Novanatur, 5h24m geladen, Batterie 23-30°C, 25,5°C, Ladeende 15,1°C, RRW 151km, 100%"
